Sample	-247.5	-242.5	-237.5	-232.5	-227.5	-222.5	-217.5	-212.5	-207.5	-202.5	-197.5	-192.5	-187.5	-182.5	-177.5	-172.5	-167.5	-162.5	-157.5	-152.5	-147.5	-142.5	-137.5	-132.5	-127.5	-122.5	-117.5	-112.5	-107.5	-102.5	-97.5	-92.5	-87.5	-82.5	-77.5	-72.5	-67.5	-62.5	-57.5	-52.5	-47.5	-42.5	-37.5	-32.5	-27.5	-22.5	-17.5	-12.5	-7.5	-2.5	2.5	7.5	12.5	17.5	22.5	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5	137.5	142.5	147.5	152.5	157.5	162.5	167.5	172.5	177.5	182.5	187.5	192.5	197.5	202.5	207.5	212.5	217.5	222.5	227.5	232.5	237.5	242.5	247.5
BC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25523.0	145825.0	141457.0	128834.0	112885.0	97938.0	82966.0	70931.0	55443.0	43052.0	32461.0	23087.0	15413.0	9991.0	5953.0	3545.0	1676.0	819.0	424.0	212.0	169.0	149.0	104.0	98.0	95.0	85.0	62.0	81.0	58.0	76.0	69.0	61.0	28.0	37.0	34.0	30.0	43.0	34.0	15.0	22.0	7.0	13.0	19.0	12.0	12.0	7.0	5.0	6.0	17.0	6.0	6.0	7.0	2.0	6.0	2.0	6.0	3.0	5.0	1.0	5.0	1.0	0.0	4.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	1.0
BC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24524.0	136004.0	135239.0	123286.0	111037.0	98646.0	85191.0	73451.0	59911.0	46654.0	35644.0	25067.0	17046.0	11466.0	6879.0	4109.0	2055.0	1018.0	515.0	268.0	182.0	167.0	127.0	125.0	124.0	142.0	97.0	79.0	88.0	76.0	64.0	75.0	41.0	52.0	47.0	46.0	36.0	40.0	36.0	32.0	41.0	33.0	15.0	13.0	11.0	23.0	9.0	11.0	12.0	7.0	5.0	5.0	2.0	8.0	4.0	3.0	5.0	6.0	4.0	4.0	2.0	3.0	5.0	3.0	3.0	3.0	2.0	7.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21139.0	124516.0	124053.0	115484.0	107454.0	97622.0	88998.0	78151.0	65823.0	51930.0	40435.0	29257.0	20471.0	13623.0	8484.0	4974.0	2500.0	1271.0	662.0	396.0	280.0	247.0	237.0	161.0	127.0	149.0	128.0	118.0	98.0	91.0	96.0	79.0	86.0	69.0	67.0	83.0	74.0	58.0	30.0	37.0	49.0	27.0	37.0	17.0	32.0	25.0	17.0	13.0	20.0	18.0	12.0	8.0	9.0	15.0	12.0	5.0	10.0	7.0	11.0	6.0	1.0	2.0	2.0	5.0	6.0	5.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
BC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20541.0	117400.0	117643.0	111714.0	105324.0	97429.0	88694.0	80751.0	68762.0	55289.0	43146.0	31649.0	22451.0	15155.0	9669.0	5595.0	3027.0	1445.0	718.0	358.0	281.0	237.0	216.0	203.0	180.0	155.0	153.0	158.0	147.0	136.0	132.0	100.0	91.0	104.0	72.0	86.0	55.0	46.0	55.0	47.0	46.0	38.0	39.0	34.0	38.0	41.0	29.0	34.0	16.0	20.0	19.0	18.0	15.0	17.0	6.0	16.0	6.0	13.0	5.0	2.0	10.0	4.0	5.0	3.0	5.0	0.0	3.0	2.0	3.0	6.0	1.0	4.0	2.0	1.0	2.0	2.0	0.0	2.0	0.0	1.0	0.0
BC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23533.0	132906.0	130906.0	123586.0	109219.0	98112.0	88131.0	73727.0	61744.0	47723.0	36408.0	26358.0	18019.0	11917.0	7570.0	4241.0	2157.0	1128.0	560.0	296.0	218.0	165.0	123.0	136.0	89.0	78.0	107.0	83.0	94.0	55.0	64.0	57.0	47.0	46.0	45.0	49.0	33.0	23.0	25.0	13.0	6.0	25.0	8.0	13.0	8.0	12.0	3.0	3.0	9.0	6.0	5.0	2.0	8.0	3.0	0.0	2.0	4.0	0.0	2.0	0.0	7.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
BH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19394.0	120649.0	121197.0	112671.0	104455.0	97291.0	89280.0	79669.0	67965.0	54725.0	42175.0	30664.0	21788.0	14784.0	9344.0	5250.0	2740.0	1321.0	657.0	385.0	266.0	206.0	194.0	188.0	179.0	187.0	161.0	180.0	468.0	326.0	159.0	90.0	59.0	59.0	66.0	53.0	49.0	45.0	45.0	41.0	33.0	38.0	27.0	22.0	14.0	26.0	27.0	20.0	13.0	13.0	13.0	8.0	8.0	8.0	8.0	2.0	6.0	5.0	6.0	5.0	2.0	2.0	0.0	5.0	8.0	3.0	1.0	2.0	4.0	3.0	2.0	0.0	2.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	3.0
BH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21824.0	125184.0	125197.0	115227.0	105899.0	96685.0	86770.0	77780.0	64655.0	53033.0	40311.0	29506.0	21010.0	14061.0	8872.0	5279.0	2710.0	1373.0	715.0	423.0	285.0	268.0	215.0	160.0	131.0	152.0	147.0	243.0	240.0	254.0	152.0	91.0	68.0	65.0	40.0	57.0	55.0	32.0	37.0	23.0	26.0	25.0	21.0	20.0	28.0	18.0	14.0	8.0	8.0	14.0	11.0	10.0	7.0	12.0	6.0	14.0	6.0	5.0	11.0	5.0	2.0	6.0	3.0	1.0	3.0	2.0	3.0	2.0	1.0	2.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
BH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19458.0	108432.0	110915.0	103984.0	99477.0	95562.0	87585.0	82659.0	71230.0	60817.0	47667.0	36511.0	26499.0	17756.0	11559.0	7050.0	3297.0	1819.0	930.0	471.0	381.0	334.0	298.0	232.0	276.0	197.0	198.0	524.0	1173.0	576.0	429.0	133.0	113.0	95.0	113.0	76.0	87.0	74.0	75.0	72.0	68.0	47.0	46.0	42.0	35.0	50.0	30.0	24.0	26.0	21.0	15.0	17.0	9.0	9.0	18.0	9.0	6.0	9.0	7.0	11.0	5.0	11.0	7.0	6.0	3.0	1.0	4.0	2.0	5.0	1.0	1.0	0.0	3.0	4.0	6.0	1.0	1.0	2.0	1.0	0.0	1.0
BH4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20769.0	120492.0	117640.0	111335.0	101412.0	95012.0	87702.0	78960.0	66576.0	56809.0	43675.0	32716.0	23865.0	16172.0	10709.0	6225.0	3266.0	1655.0	770.0	417.0	289.0	284.0	221.0	227.0	191.0	201.0	197.0	226.0	163.0	152.0	145.0	149.0	85.0	137.0	88.0	77.0	70.0	57.0	43.0	54.0	45.0	36.0	24.0	34.0	24.0	29.0	17.0	11.0	25.0	16.0	15.0	11.0	15.0	14.0	16.0	13.0	8.0	8.0	7.0	5.0	3.0	4.0	3.0	3.0	2.0	11.0	10.0	5.0	3.0	6.0	4.0	1.0	2.0	2.0	2.0	0.0	3.0	0.0	2.0	1.0	2.0
