Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151
OC4_2 - Adapter 1	8104759	3031153	1214281	508020	413870	361310	328896	362297	247446	297429	242401	253352	215142	222603	161493	160815	190324	95587	149543	104478	82867	89773	81139	74092	68829	55297	49054	50426	37639	37162	34549	29922	27452	33923	15431	20942	18361	17389	17111	15362	15383	19384	7593	20520	4712	22943	11964	4825	16193	2073	6773	1407	2809	1404	5394	8302	1815	4739	12646	2454	1653	8080	1768	845	6315	7132	869	1325	743	456	777	1100	445	455	460	474	498	701	998	885	813	884	795	727	717	683	688	617	540	530	436	419	339	269	287	288	249	264	220	173	168	155	116	83	90	71	88	90	60	70	75	49	47	40	49	45	26	45	36	26	31	43	8	26	33	15	29	26	32	10	16	14	35	22	22	34	23	42	14	37	8	12	12	8	16	24	19	42	13	20	31
OC5_1 - Adapter 1	6081349	2088169	826802	430015	363979	317766	279517	277703	256118	238946	221726	208689	184616	173298	156443	141001	134356	120358	100042	95900	86503	74636	69693	61402	53963	46050	43395	38539	34179	32050	25424	25095	21576	20146	18572	16036	14999	14043	12716	11766	11077	9902	9376	8727	8423	7345	11810	1595	4407	6678	5590	2560	4673	4450	2993	3228	5303	2921	2586	2496	3227	836	815	3424	1198	900	910	3029	588	1048	705	406	105	292	675	727	724	709	661	616	508	520	483	465	429	406	444	361	315	319	287	247	230	217	163	171	184	144	160	119	110	106	78	60	54	49	46	46	50	33	41	57	36	27	40	42	49	36	30	37	16	41	25	22	22	12	36	14	22	39	31	13	19	25	12	32	16	21	12	26	20	45	17	35	9	21	19	48	10	14	4091
OC5_2 - Adapter 1	6816822	2495519	1017493	453345	365663	317894	278430	291993	237507	244496	213867	208835	187976	182006	143080	138046	156128	85434	120977	90720	71750	75632	67594	61182	56454	45540	40693	39297	31839	30289	27637	23658	21404	20110	18344	16065	15339	13203	13155	14257	8241	10107	9416	12294	5000	22906	5671	2089	8642	1440	2995	1596	1616	1253	3413	4717	1558	2849	5156	1695	1588	4019	1695	818	3272	4570	1056	1053	964	365	508	558	258	214	234	221	284	386	530	514	443	480	462	427	430	404	388	358	330	307	273	250	238	224	198	172	167	178	153	110	134	116	74	78	77	59	66	67	54	54	32	62	50	30	32	47	27	39	36	37	25	28	31	32	28	23	21	25	22	36	18	24	38	26	16	54	44	31	20	25	12	29	21	23	20	30	26	70	22	18	19
OH1_1 - Adapter 1	7079393	2362412	974056	532107	447660	384335	342291	339812	316011	295389	270486	256243	223007	212228	189729	170285	161154	143629	122499	116061	103687	89129	83258	74287	63854	54709	50870	44189	40020	37001	30805	29189	26219	23491	21469	19119	16839	15011	14656	13352	12827	10981	10750	9854	10097	8086	14048	2311	4531	11307	5811	1483	6653	6062	2066	3274	8924	3727	1836	1900	3413	416	656	3996	651	625	902	3219	323	791	599	406	105	243	773	893	812	780	769	693	629	571	571	501	498	490	451	439	429	392	306	330	259	209	216	272	198	177	139	150	133	109	91	83	65	46	65	57	56	52	75	59	52	45	35	70	45	38	53	34	27	30	20	13	39	22	50	20	25	22	17	15	32	40	30	77	29	11	22	21	16	49	12	12	17	34	8	64	6	21	4374
OH1_2 - Adapter 1	7815623	2868178	1181636	554401	442404	382498	344702	374947	272575	310108	254614	260829	225384	227030	171114	165348	191357	100367	150647	108749	84165	90224	82191	76452	67936	54698	43210	48641	34236	39812	27783	29773	25023	24530	23150	17267	16571	18595	18683	7982	25374	8177	2530	13195	4587	16208	8278	3234	8158	3495	3075	3640	2855	3042	3855	4459	2579	3155	4568	2251	2155	3332	2327	1753	2769	2890	1931	1625	2058	1212	1234	1178	678	416	357	293	298	388	549	536	521	521	510	464	495	454	401	418	410	376	291	318	250	224	201	234	189	191	147	129	142	133	120	95	75	56	75	84	55	59	64	56	41	43	39	37	30	39	40	22	15	38	20	26	17	32	17	15	20	37	11	13	32	29	18	39	33	41	16	33	9	30	23	22	13	35	16	71	22	29	18
OH2_1 - Adapter 1	5320660	1928730	812050	456453	390450	345446	305468	306353	282545	264405	245104	233039	204493	195697	176386	159085	150641	137213	113480	107741	99515	85076	79169	72126	62588	53016	50471	42998	40381	36613	30062	29099	26071	23818	22188	19293	17639	16930	15832	13382	13401	11724	11397	10500	10997	8761	15253	1970	4526	8969	6782	2874	5853	6538	3804	3842	7452	3471	3015	2912	3998	1161	2047	5508	1624	1306	1346	4828	932	1522	952	474	186	400	1055	1120	1142	1007	999	890	866	761	727	684	641	586	604	557	489	439	407	395	349	268	282	284	247	212	155	223	167	126	102	96	72	47	42	47	65	43	53	61	37	48	50	56	60	43	32	44	23	31	39	27	15	10	49	18	28	34	26	21	25	42	23	45	41	19	10	21	16	37	20	20	3	32	22	35	14	15	3751
OH2_2 - Adapter 1	5869999	2212080	953617	465133	394115	346703	305375	312879	272849	260540	244256	233892	207689	206848	160181	155803	175061	99088	131797	106368	84785	86309	78228	70717	66937	52930	45857	46022	35770	37275	29535	29042	26584	23081	25136	50944	27417	8789	33020	6287	2551	8979	4843	10899	4643	11184	6533	2527	5389	2316	2949	2677	2296	2574	4129	4980	2875	3630	4896	2675	2627	3627	2547	2048	3344	3639	2596	2193	2676	1559	1386	1279	761	476	334	285	269	443	479	590	646	626	636	612	588	531	564	533	446	425	400	387	340	251	262	235	264	244	162	203	190	119	87	97	75	52	74	71	73	58	53	58	27	49	50	50	29	38	36	35	26	39	38	32	25	28	28	14	12	20	12	22	55	25	18	16	18	28	14	22	10	11	23	24	14	17	23	74	23	15	26
OH3_1 - Adapter 1	7494801	2533268	1062365	583707	502873	443947	392347	389142	360359	338986	314314	296870	260224	249749	220822	201065	187965	170304	137996	131760	120271	103673	95296	83904	73834	61853	57803	49576	44875	40970	33179	31902	28279	25171	23302	20546	17281	16045	15150	13148	12592	11156	10499	9816	9369	8184	12292	1944	4737	7993	6053	2032	5628	4379	2492	3271	6192	3323	1967	1992	3292	475	642	3185	737	641	830	2740	376	795	632	369	95	211	590	684	633	580	543	508	490	408	380	369	329	361	349	286	249	272	271	209	179	150	141	161	181	126	134	101	82	69	53	51	47	70	47	32	29	27	47	61	29	40	40	23	55	30	28	29	30	33	18	33	44	34	81	55	59	29	24	27	26	33	51	44	37	22	17	23	20	71	15	40	7	30	24	56	18	7	1785
OH3_2 - Adapter 1	8360258	3024015	1286252	608630	497680	440932	392981	406477	337625	349136	297836	293119	269522	252257	205433	199005	194512	142732	155515	130144	107351	104429	93191	84597	78370	60091	51745	53246	38676	41030	32765	30529	28272	28206	19795	20733	17827	17136	13153	13939	20133	6676	7252	13370	5294	14527	8216	3976	8832	3974	3165	3565	2502	2618	3333	3904	2202	2746	3778	1929	1858	2577	1723	1398	2355	2355	1588	1314	1706	929	927	903	489	306	278	242	234	249	300	315	391	379	309	353	324	307	290	286	247	265	227	179	177	160	127	131	149	153	105	84	104	84	79	53	50	53	49	48	50	45	32	50	38	21	39	31	38	47	48	36	36	31	28	32	39	26	17	28	26	45	15	27	53	30	11	21	39	36	32	18	12	20	21	30	16	39	36	78	11	13	47
OH4_1 - Adapter 1	5494141	1770878	732425	397125	348994	300082	268491	265718	246022	233334	215921	202428	180628	170316	155959	139438	132526	121205	99670	97066	88155	78011	72390	62261	56977	48073	45980	41211	37389	34633	28652	27016	24940	23498	20752	19065	16854	15758	14716	14155	13483	12510	11459	11052	10933	8187	15035	1889	5901	7868	6977	5148	6131	5688	5062	4686	5631	4029	4121	4287	4139	2472	1908	4758	2604	2250	1566	5358	2149	2673	1164	577	269	586	1314	1406	1485	1375	1313	1226	1194	1017	982	923	929	850	915	761	728	654	581	498	479	394	389	422	400	349	369	286	244	212	167	142	128	106	103	113	124	113	80	64	74	52	48	65	47	27	39	27	26	48	43	10	20	22	28	17	13	11	21	21	15	18	27	33	23	15	8	14	21	28	13	16	14	27	22	40	8	6	3118
OH4_2 - Adapter 1	6175085	2302678	929908	415803	339510	296847	269813	283494	224843	241429	211969	207557	182843	183513	139618	137688	158181	83777	123248	92864	72221	78573	70382	65095	60700	48629	40400	45093	32242	36146	27468	29830	21689	25405	19867	17757	17174	21669	10110	29075	5839	10304	7720	15051	5557	19737	10160	3216	17466	1876	4735	1789	2657	1340	5179	7707	1713	4417	11151	2410	1802	7701	1859	967	6835	6637	1057	1633	996	447	850	1104	474	417	465	444	516	923	1096	1066	1092	958	938	889	906	805	846	723	718	604	547	498	447	405	368	351	399	353	336	272	246	213	154	139	129	103	103	126	128	114	71	71	86	66	49	43	41	40	39	20	20	31	35	20	12	13	8	12	10	27	19	17	26	24	15	38	16	16	8	16	10	25	10	15	11	20	19	40	18	16	10
OH5_1 - Adapter 1	6443588	2032763	816197	443263	389104	333872	296206	293085	267896	251140	232597	219246	195563	183551	167468	149586	141405	128688	105783	102548	92636	80191	73624	65599	59242	49887	46795	41841	37786	34196	28809	27609	24889	23039	22327	17967	17105	15911	14954	13673	13078	12007	11293	10517	10043	9357	14226	2066	5852	6821	6967	5394	5991	5446	4949	4455	4883	3984	4062	4334	3435	2584	1848	3896	2584	2457	1400	4122	2254	2813	969	460	273	502	1130	1282	1237	1123	1085	924	928	841	760	694	688	710	679	613	602	563	499	413	373	319	280	296	265	237	227	215	178	172	116	118	85	71	67	74	73	76	59	62	35	36	28	49	32	23	22	28	33	15	10	16	33	9	45	7	22	33	24	8	10	15	13	17	23	13	18	9	15	54	13	13	18	15	28	42	7	17	6320
OH5_2 - Adapter 1	7331306	2694933	1079373	461481	375216	330587	296204	304345	255491	264080	225988	223748	199597	193990	152218	148722	160494	96838	125328	99085	80149	81491	72249	65052	61796	49414	44867	43301	34726	33271	30229	26779	25152	23008	21394	18813	17310	16679	16832	11859	13416	12583	11467	14955	7160	29387	11123	2536	9843	2431	3425	2185	2257	1797	4505	5996	2489	4072	6400	2481	2568	4823	2921	1477	4303	6260	2603	1912	1920	608	771	806	360	343	305	365	359	421	548	637	753	747	691	658	688	684	658	570	576	520	464	402	345	312	269	295	251	229	226	213	180	171	127	131	94	79	76	92	77	67	60	70	55	50	38	40	26	31	51	24	23	27	23	17	17	25	12	4	25	17	7	26	31	30	7	25	15	21	14	15	5	18	16	14	12	18	13	31	9	10	19
ON1_1 - Adapter 1	5739364	1890910	775368	423729	380217	331966	294918	291909	272437	256784	238212	224154	201596	191037	174046	158372	149639	135879	113953	110218	101379	87784	81714	72908	66053	56773	53605	48180	43936	40226	34108	32580	29520	28397	25583	21772	21007	18302	18863	17106	16458	16138	13567	13684	14605	10045	19359	2295	7734	9223	9163	7204	7949	7630	6997	6324	7195	5362	5935	6472	4929	3987	2734	6276	4202	3832	2137	7031	3836	4438	1686	801	432	904	2015	2225	2122	2140	1939	1783	1614	1653	1440	1356	1404	1332	1298	1135	1156	1015	855	814	686	599	532	522	520	494	446	420	331	276	248	196	154	133	125	127	120	96	105	90	66	44	44	30	44	32	20	27	26	22	25	27	24	25	57	16	16	20	20	15	17	11	11	21	15	11	6	9	8	41	22	14	13	44	13	36	11	6	1623
ON1_2 - Adapter 1	6515971	2438208	989427	449744	373423	329210	296583	311252	251269	268368	232144	228602	206250	204427	156745	156955	174256	98974	136658	106022	86941	89366	80767	73025	69974	56013	50538	49893	40763	38858	35914	32257	29139	28005	24597	23077	20682	19762	27028	18258	12525	11189	14384	20077	7501	30215	12422	4500	19255	2362	6402	2385	3290	1863	6839	10145	2485	6014	16819	2952	2247	10641	2671	1312	9295	10839	1516	2153	1259	612	1151	1595	662	627	714	761	793	1163	1529	1536	1430	1500	1332	1278	1327	1282	1242	1098	1094	953	833	798	664	580	506	503	483	494	444	415	327	286	237	198	158	139	140	133	116	101	121	103	66	53	63	52	44	44	39	20	29	41	28	32	14	31	8	14	19	11	7	10	23	25	22	28	18	18	10	16	15	27	13	22	10	31	15	26	11	6	12
ON2_1 - Adapter 1	5274244	1752092	685818	364791	317891	277316	244716	244202	220567	211231	193666	182677	164700	151224	139195	126609	118930	108305	89977	86651	78865	67757	62854	56107	50200	43207	40406	35645	32774	29881	24686	23862	20983	19834	17976	17195	13899	13425	12653	11799	11156	9912	9373	8941	8559	7905	12097	1513	4613	5895	5997	3830	4892	4628	3898	3547	4416	3372	3098	3510	3079	1564	1282	3537	1719	1623	1091	3740	1407	1749	749	333	199	400	851	939	900	909	817	686	667	626	571	537	477	502	497	457	393	332	305	348	248	232	183	200	201	139	187	162	127	129	83	85	61	64	38	53	43	47	56	62	38	19	17	39	40	17	19	39	15	16	13	7	14	18	60	16	19	11	28	16	19	5	6	7	10	10	12	9	13	33	11	24	1	13	19	39	8	8	3839
ON2_2 - Adapter 1	6038357	2192106	874313	388988	315854	275638	245342	261945	201077	218911	187096	187060	163312	163921	124547	123641	139939	76298	109738	81797	65595	68397	61708	57385	53527	43208	35068	38664	28292	31453	23155	23182	20897	20492	22578	11668	14847	20240	6582	13309	10875	11305	6360	12155	5405	19794	7516	2754	11170	1368	3677	1379	1893	1057	3906	5827	1513	3358	7517	1819	1425	5284	1426	749	4279	5016	852	1083	820	330	508	663	301	275	267	296	314	532	642	593	597	574	528	513	471	482	476	440	380	331	322	343	247	227	184	176	194	154	188	143	141	132	87	100	64	80	52	67	56	58	50	43	31	21	24	27	32	35	27	29	11	19	16	15	11	26	16	20	4	20	13	6	14	16	18	17	30	23	14	19	14	29	11	26	9	29	15	33	25	6	16
ON3_1 - Adapter 1	6007475	1906322	785518	434832	387235	336962	299971	293872	274120	258361	237129	224784	199788	189232	172549	155753	145863	133176	110700	106884	96328	84173	78237	69513	62205	53525	50165	45239	40217	36961	31618	30640	25785	25715	23001	20382	17529	17319	16521	15039	14586	13426	12653	12327	11796	9323	16673	2039	6256	8426	8332	5285	6841	6479	5613	5378	6615	4771	4695	5206	4676	2416	1801	5653	2814	2523	1667	6281	2195	2777	1270	596	269	624	1475	1549	1549	1604	1431	1286	1133	1119	1113	1014	910	868	974	845	729	685	620	519	514	425	431	402	385	352	372	259	285	217	140	156	103	105	84	85	84	85	67	94	74	52	48	42	27	27	30	24	20	22	8	21	23	15	38	15	12	16	18	17	19	18	18	31	4	15	10	3	13	32	23	23	5	24	8	33	6	6	3484
ON3_2 - Adapter 1	6850203	2507841	1029727	457100	377015	333275	301607	324725	239700	274064	225319	232012	200784	204156	152461	152165	167398	98153	124712	105523	85669	84745	76848	67772	67332	54896	44941	49586	34343	40646	28137	31196	28402	30091	21515	26364	31166	33754	3140	12648	29258	7649	7306	6773	8042	13033	10978	4744	7778	2018	5142	2283	2511	2014	5524	7782	2669	4804	8464	2918	2788	6453	3377	1446	6014	8557	2391	1924	2097	646	965	1202	512	428	440	488	555	826	1059	1066	995	1060	1026	954	892	850	932	810	727	650	599	517	500	413	436	401	357	371	355	231	286	230	132	155	102	103	85	105	85	95	76	94	65	54	41	57	30	32	33	19	27	31	15	25	17	19	14	15	14	28	4	19	26	19	16	21	23	27	12	25	10	23	18	18	11	35	9	38	7	12	21
ON4_1 - Adapter 1	9350421	3085449	1202234	610691	525293	446417	388344	378981	349696	322704	296507	273627	244827	223311	204536	178531	169860	154166	124844	121515	109856	95868	88204	79070	71321	61169	58421	52255	48235	45540	38717	38131	33704	33334	28275	27758	25476	22988	22834	21704	19903	19479	17158	16224	16077	14630	22786	3078	9175	11109	10994	8244	8889	8337	7639	6760	7719	5501	6117	6493	4816	3500	2322	5523	3456	3060	1849	5749	2811	3222	1222	577	370	660	1487	1481	1484	1361	1326	1131	1028	960	942	918	860	821	825	733	681	621	576	424	447	374	354	327	313	342	315	270	210	174	130	121	99	87	74	85	87	92	86	98	56	42	25	70	44	26	45	40	29	40	25	32	18	32	73	23	52	43	60	47	31	24	15	33	19	12	15	17	42	58	22	43	20	47	24	42	15	22	6785
ON4_2 - Adapter 1	10517912	3875251	1509365	651538	519974	443449	392183	414837	307885	339141	286141	280489	246336	240983	182442	178604	191618	117343	151998	115878	94352	97304	87194	78780	78932	55602	56710	51231	47773	43984	40948	36275	34426	31981	30155	27634	25754	25208	19897	21398	20422	18932	17613	20133	11866	16098	15287	10885	29886	4173	9825	3880	5964	3430	7873	11131	2327	6245	18123	3296	1250	12203	1443	935	7954	4456	715	1351	1020	767	1133	1426	702	642	703	590	656	827	1142	1043	963	901	886	877	874	790	749	718	675	644	562	465	439	386	332	308	307	366	323	255	220	177	133	143	123	113	97	135	84	98	81	95	72	60	38	69	38	46	56	35	31	72	36	41	38	27	29	19	21	31	19	21	58	43	28	45	26	40	34	49	33	49	16	36	25	31	26	74	22	31	39
ON5_1 - Adapter 1	7601753	2584555	1021374	525724	443049	383584	335456	332675	301891	281885	257778	240315	211309	198084	178501	161003	150410	135504	110839	107478	98168	83997	79483	71250	63552	54656	52439	47013	42740	40834	34121	33579	31102	29795	25655	24718	22758	22445	19464	19287	17240	17288	15662	16096	14548	13362	24102	2738	8728	38676	6809	1667	13378	8957	1121	4792	13616	2550	826	890	2770	240	531	4573	453	438	1019	3118	274	634	691	521	105	241	894	1195	1181	1142	1122	958	906	761	687	764	716	653	651	599	568	488	410	349	329	311	241	282	304	256	206	220	189	156	123	110	79	70	67	49	70	56	74	91	40	32	43	44	47	35	32	44	24	23	24	32	33	24	78	20	46	28	29	43	24	26	19	22	16	19	22	9	25	53	21	20	14	28	14	68	7	15	3579
ON5_2 - Adapter 1	8443503	3059050	1230231	558612	443959	382053	339933	374585	248625	299608	238438	245557	212014	214741	158408	156091	182253	89760	141063	100795	76507	85185	77917	74537	69394	54221	42529	51659	36413	44908	30125	34706	31956	26030	27951	58646	14516	25667	11124	6171	27352	13370	6071	20746	5875	17443	10568	7931	13099	7926	7274	7889	5943	6013	6706	7085	4526	5057	6825	3902	3704	4891	3268	3122	4264	3606	2567	2315	2376	1799	1816	1911	1487	1114	944	811	781	758	728	695	742	617	607	697	661	564	553	552	541	477	414	343	300	324	215	255	268	274	206	202	188	169	120	110	84	111	122	67	76	59	45	73	54	37	41	52	30	49	60	17	27	52	22	32	45	38	30	32	45	35	3	22	50	33	30	45	29	29	38	46	15	23	13	18	23	26	14	69	12	22	29
WC1_1 - Adapter 1	6273904	2049753	802023	419388	366581	312717	274169	269168	247996	230237	212079	198038	175303	161337	149874	130743	122562	113346	91670	90042	80783	71194	66301	59802	54203	47069	44753	40988	36408	34767	30396	29916	26365	26461	24142	22139	20592	19202	22572	26860	3591	16194	14007	14243	14837	11679	22133	3202	4985	10136	10064	6279	7872	7740	6491	5917	7839	5252	5249	5442	4981	2413	1778	5652	2824	2242	1557	5584	1733	2350	1131	500	288	520	1213	1248	1183	1247	1070	1005	906	739	787	705	629	616	575	573	542	471	376	367	314	257	224	226	208	240	200	180	150	118	102	84	78	76	94	81	83	36	52	37	36	39	34	41	26	28	11	27	7	14	17	22	18	20	48	12	20	14	20	16	20	25	9	75	59	34	18	14	17	59	14	32	10	30	7	47	12	23	8710
WC1_2 - Adapter 1	7166697	2670691	1044751	447733	362506	311080	278118	304642	207174	242489	204529	203277	175923	175750	131740	129997	147276	77310	114306	84402	67701	72069	65730	60492	58630	46077	39740	42663	33753	35218	30352	28440	27517	26036	24623	22062	20246	18943	19437	29763	9372	14186	12984	22688	6062	29342	14748	4332	15529	5153	4799	4793	3524	3462	6285	7538	3845	5293	7385	3626	3401	5302	3652	2305	4511	5858	3140	2715	3011	1182	1311	1203	605	376	324	326	318	459	587	714	759	667	704	663	625	571	545	552	514	411	381	382	334	253	231	218	234	250	224	193	159	158	91	86	66	74	71	71	83	53	95	40	57	42	58	41	23	53	35	43	45	35	83	34	19	32	11	26	8	70	25	23	61	18	4	25	16	42	19	18	11	12	20	61	19	50	28	67	34	27	25
WC2_1 - Adapter 1	4101445	1380296	557692	294128	254495	220381	194028	191371	172659	163821	150405	139147	125346	114002	104474	94216	87149	79747	65245	63177	57573	49670	46980	41363	37909	32161	30902	27579	26217	24135	20257	20247	18110	18538	14383	14108	13482	12136	13576	9840	11039	10074	9204	8379	8922	7634	12376	1693	4962	10406	5713	1862	6360	4732	2230	3788	8453	3144	1772	1611	3074	315	524	3185	573	433	770	2493	241	662	551	327	77	208	607	680	682	618	578	517	451	459	441	410	360	357	383	335	334	299	244	214	190	175	161	138	142	136	130	119	91	98	78	62	41	69	37	49	40	56	52	23	21	34	23	20	24	13	15	28	24	11	18	3	14	5	26	18	16	7	10	11	13	24	4	48	48	29	8	8	23	41	7	18	11	26	10	27	4	6	1945
WC2_2 - Adapter 1	4615989	1720633	699388	313687	254900	220266	194928	202030	160158	164974	149740	140542	126785	120589	95933	92977	99858	59122	74421	62827	50577	50356	45904	41549	39793	32276	28674	28861	23935	23176	21466	19721	17839	16910	15847	15633	15436	9407	12449	10957	16097	4666	9457	13765	3759	19656	7297	2018	8837	2803	2848	3025	2319	2371	3768	4450	2336	2982	4203	2130	1931	3044	1944	1251	2625	3153	1640	1363	1653	785	870	835	415	231	209	200	212	332	429	458	430	428	403	396	372	328	350	335	332	283	249	221	195	164	165	138	133	146	151	101	95	118	65	59	39	58	35	44	33	46	54	35	48	23	31	30	25	48	18	13	51	22	56	23	14	23	5	14	10	51	13	18	17	22	11	11	12	13	10	20	7	36	8	32	26	22	10	64	20	29	11
WC3_1 - Adapter 1	6328003	2169314	900246	486585	418144	368694	325903	322598	293407	278506	252987	237985	212128	196275	176382	159286	149077	135874	112220	109019	98648	84791	80174	70885	63494	54359	53020	46958	43464	41189	34592	34174	30504	28733	26788	24470	22846	20382	20821	18472	18013	16586	15654	14812	15017	11698	20355	2484	7571	10372	10197	5464	8125	7542	6019	5751	7717	5006	4592	4652	5127	1818	1472	5316	2253	1716	1469	4908	1212	1942	1041	513	189	439	945	1055	1088	920	838	751	696	691	580	561	502	502	507	409	365	395	316	291	277	238	183	167	195	176	159	163	109	94	104	56	57	67	78	79	45	36	43	45	24	27	25	48	16	36	26	34	34	27	24	30	24	18	45	9	18	13	20	35	32	23	12	94	55	48	14	37	60	28	21	25	9	26	21	55	8	11	2733
WC3_2 - Adapter 1	7046501	2612260	1091209	516595	422287	369176	330118	356744	254874	289380	242334	241849	212910	211449	158617	156591	178327	94275	138688	102729	81218	86095	78524	72886	68581	53916	45642	50781	38235	43475	32607	33242	30707	28550	30325	21314	22955	32951	13960	22547	9438	27548	4156	21154	7293	32076	10779	3049	20793	2423	4739	3369	3193	2244	6443	8826	2261	4988	9694	2710	2341	6755	2408	1384	6195	5881	1360	1651	1362	481	871	989	438	322	281	332	418	637	686	709	674	647	532	535	483	465	466	430	363	377	312	297	252	231	183	177	220	182	201	148	119	147	91	60	63	43	44	58	59	47	67	54	44	73	57	39	18	44	58	34	51	37	65	43	33	25	26	13	43	63	19	33	40	30	12	30	35	28	31	34	8	25	18	67	31	20	23	63	10	23	24
WC4_1 - Adapter 1	6985786	2512299	1057542	574526	494635	442252	392265	391229	354525	336581	308763	290407	259825	239609	216653	197336	184851	167256	138711	133567	121565	106290	99962	89488	80505	69067	66749	58318	55234	52161	43452	44073	38744	37095	34228	32361	30214	25341	25885	24213	22702	22403	20199	19170	19548	16205	26832	3455	10495	14562	14225	6422	11331	10351	7787	7816	11702	7438	6423	6315	7676	2301	2005	8099	2954	2271	2212	7309	1440	2510	1538	796	247	599	1548	1694	1645	1493	1400	1228	1208	1066	950	914	771	786	802	728	708	597	509	482	452	398	338	278	309	300	274	258	196	172	165	106	126	113	108	96	69	87	77	68	56	65	44	54	54	46	35	48	55	19	16	19	32	9	67	13	48	20	18	40	37	63	18	112	94	58	28	32	31	33	28	36	12	39	32	66	21	11	7333
WC4_2 - Adapter 1	7688298	2867463	1220102	609486	507345	444127	396806	429605	308984	349282	290195	293039	259213	259838	194052	192162	220754	114259	173055	125423	97471	107531	97819	93610	86401	68109	56168	63501	47743	55206	40166	42781	40607	41359	28029	33048	56171	20572	9323	36550	26489	14132	12265	24289	12404	24921	14294	9284	17648	9439	8570	9136	6866	7098	8327	9035	5698	6888	8882	4909	4709	6277	4413	3847	5617	4587	3448	3208	3394	2454	2611	2525	1821	1211	957	831	733	784	753	830	925	895	827	814	759	750	713	697	721	552	468	467	446	377	315	294	293	289	299	270	204	203	151	102	114	105	69	101	80	96	96	68	65	62	81	44	46	73	53	36	50	74	95	58	37	55	34	35	27	75	28	47	88	34	24	22	38	58	20	20	15	37	20	74	57	54	21	99	38	51	29
WC5_1 - Adapter 1	9367737	3309583	1417425	775694	686206	610884	539368	534301	494415	463201	428285	400035	356696	336170	305076	273496	256562	233380	189837	185970	168207	146397	136428	123252	110336	95842	91912	80832	75507	70483	60327	58188	53395	50525	46686	38798	39171	35793	33820	31324	30259	27396	26186	24367	22474	18784	32759	3855	13101	16029	15013	9681	11859	10947	9536	8556	10706	6829	7561	7400	6757	3703	2410	7333	3828	3036	2079	6956	2461	3195	1578	692	308	644	1632	1676	1570	1504	1393	1203	1161	1032	1010	931	860	861	892	708	638	686	517	487	377	358	311	310	295	272	301	264	225	205	194	135	109	91	88	113	81	74	87	52	62	34	43	36	65	36	35	43	42	26	30	27	24	20	54	27	37	34	31	37	32	71	24	127	125	62	35	13	36	32	35	44	45	70	33	115	14	12	5521
WC5_2 - Adapter 1	10497886	3985526	1702543	824927	694102	610665	543132	593685	423059	480433	406696	403495	360571	362740	267971	269561	302742	162115	229238	179087	140237	148240	134153	122778	118257	93326	83615	84516	68470	69294	62326	55246	53890	49899	52084	48727	25660	37576	88228	15698	20305	15755	9453	34988	12852	40737	19457	7636	21390	7995	7824	8300	6207	6349	9219	10231	5820	7252	10002	5104	4684	6932	4666	3483	5659	6101	3937	3367	3929	2124	2217	2021	1193	719	610	566	510	689	822	909	974	947	921	859	825	807	800	758	642	631	468	513	393	351	315	283	270	271	297	245	231	259	156	111	83	132	81	71	68	75	99	67	81	78	69	46	74	74	82	45	42	55	96	61	22	79	39	56	27	143	31	59	69	34	13	54	33	65	56	35	33	24	25	108	45	78	40	128	49	56	66
WH1_1 - Adapter 1	5115908	1762399	719456	384286	334144	292428	261173	259948	240138	225316	208940	196026	175112	165158	151716	136030	129363	119588	98054	96977	89335	78485	74576	67406	61232	53875	52354	47291	44136	42161	36996	37262	34446	33018	29728	29396	27082	25787	26506	23055	23924	22381	22060	21121	21986	17319	31879	3828	13557	17612	17460	10541	14734	14071	12228	11748	16559	10808	11691	12251	11717	5349	3976	14830	7073	5555	4112	16549	4876	6859	3686	1756	687	1711	4189	4418	4679	4512	4172	3981	3716	3417	3432	3238	3117	3081	2939	2664	2603	2400	2174	1949	1702	1501	1322	1354	1284	1276	1171	1023	825	763	613	507	445	367	370	366	364	328	283	235	178	152	120	139	128	92	100	86	69	50	45	30	36	30	52	20	25	23	12	23	19	14	20	31	30	18	22	24	15	29	21	18	17	25	17	19	7	23	8416
