Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151
MC2_1 - Adapter 1	5457290	1797311	735665	406432	360068	313951	282125	278500	260762	244575	228418	216633	195091	181487	167977	150801	143850	132665	108413	106472	97083	84664	79678	70132	62970	53401	50883	45404	41102	37856	32632	31131	27587	25634	24292	20438	19633	17584	18642	15051	15246	14343	13137	13255	13061	10808	19475	2406	8178	38691	6631	1641	12899	7670	1008	4507	12940	2314	719	833	2855	263	574	4585	519	479	1091	3397	238	700	778	630	100	276	1047	1519	1693	1670	1475	1291	1245	1093	1083	1136	1023	869	1015	884	824	703	718	544	504	473	429	384	371	379	334	321	241	211	177	158	107	109	94	103	95	87	91	75	59	46	37	35	26	22	30	46	14	9	25	15	12	5	12	5	12	9	14	31	7	24	15	16	8	15	10	13	15	29	10	20	15	25	11	43	12	16	4436
MC2_2 - Adapter 1	6233337	2332306	959866	431986	355795	311948	283444	307798	227408	258595	216595	222594	194585	197384	149557	148446	174081	89000	140088	99526	75444	85871	78062	75058	68774	50868	42258	49922	34962	37414	33089	29734	27922	26845	26248	21415	20990	13842	23064	10522	21743	14364	8304	19802	6168	22750	11445	5051	12547	5543	4717	5479	3793	4114	5710	6557	3694	5012	7366	3568	3510	5258	3548	2955	5041	5069	3675	3101	3893	2259	2223	2065	1120	664	566	513	522	637	754	815	937	941	942	1050	987	817	942	816	806	662	671	558	475	455	414	401	383	399	324	315	269	214	171	153	117	117	112	113	89	97	88	79	50	49	61	44	35	34	44	38	35	33	26	40	41	39	13	20	13	41	30	17	24	19	19	28	21	44	27	41	13	25	16	12	16	21	8	35	23	24	16
MC3_1 - Adapter 1	4560280	1441792	563837	308067	275276	237891	212697	206665	193822	183506	168210	158716	142403	134045	121806	109677	103863	95636	77342	78436	64267	60028	55504	48182	43972	37459	35049	32207	27450	25974	21025	21006	18437	17664	15535	14626	12763	11252	11908	11257	8015	9540	7878	8302	8088	6694	11084	1488	3740	5980	5608	2831	4695	4523	3496	3342	4792	3150	2913	3044	3187	1198	984	3863	1569	1242	1089	4037	1018	1525	751	410	163	356	926	992	963	990	891	809	711	676	659	637	590	548	578	499	500	474	403	418	305	281	261	239	227	239	225	185	178	161	125	113	80	70	49	65	58	54	72	31	40	34	40	29	31	21	15	21	21	11	17	10	8	3	10	6	10	4	10	7	7	10	11	10	9	5	15	7	8	15	18	17	10	18	9	47	3	24	6276
MC3_2 - Adapter 1	5302833	1994968	780950	324282	265932	234881	212498	220476	175585	193857	159104	164155	142658	146809	105267	105054	127867	59875	97960	68348	54925	60129	53849	47702	46224	36777	32668	32727	25222	24782	22034	21050	17224	17374	15816	14040	13183	12318	10356	10704	8965	9211	8629	9281	6476	12372	7848	5274	9610	1841	5963	1097	2251	1120	3701	5693	1175	3130	9337	1645	795	5304	911	542	4160	4130	488	904	407	429	671	884	395	497	539	496	492	485	686	685	639	607	608	615	567	503	545	480	482	428	394	391	314	270	249	249	222	235	206	192	174	159	135	106	87	74	59	82	55	52	63	55	35	36	32	28	26	32	20	23	12	15	14	14	4	12	12	13	5	9	10	19	23	16	6	24	14	13	21	10	9	15	13	16	11	17	13	29	10	5	16
MC4_1 - Adapter 1	6061051	1984640	809315	451214	406474	354928	314049	312144	285456	271339	251982	236842	211961	199425	182290	165688	156538	139688	116453	111083	100389	88879	82078	71487	65756	54383	51938	45512	41046	37338	31315	29421	26620	24078	22505	20657	18496	15445	16048	15578	12466	12601	11652	10594	11119	8234	14581	1709	5710	7407	6990	4163	5660	5231	4363	4005	5537	3576	3536	3647	3650	1534	1155	3946	1801	1518	1057	4054	1166	1642	758	336	169	341	863	920	938	868	813	772	656	574	574	549	447	437	461	385	410	320	291	258	230	180	190	153	162	174	141	137	98	85	68	87	36	51	56	28	58	40	67	64	23	15	48	41	24	13	14	21	32	9	8	14	2	11	39	6	13	15	6	23	9	4	4	15	9	1	4	4	7	29	6	13	8	27	13	3	18	5	2090
MC4_2 - Adapter 1	7052768	2607781	1067287	478336	397348	351520	314461	341503	252177	283114	239151	241366	212410	214732	161335	160729	184106	96158	140451	106814	82118	88736	79362	72712	68501	56340	45787	49021	35110	40690	27730	31130	25162	23610	21202	20402	28616	15160	18189	8483	9210	18815	4973	16646	4406	19812	9064	2932	16263	1778	4227	1702	2271	1301	4638	6666	1612	3861	8960	1965	1472	5920	1493	825	5136	4519	831	1159	743	294	655	852	325	298	262	318	358	572	795	713	625	582	528	546	446	422	465	354	426	323	287	237	236	198	179	170	138	185	144	176	123	92	89	65	43	69	44	59	45	40	46	56	22	19	47	36	11	19	32	5	15	36	18	30	18	20	6	38	6	19	21	20	21	47	8	4	24	21	22	40	6	37	1	19	15	30	30	66	4	6	19
MC5_1 - Adapter 1	6792426	2222059	870271	460183	400746	343138	304440	301983	279988	261919	240483	225441	199105	188721	170006	153359	143351	131098	108945	105026	95188	81849	76051	67455	59243	50738	47273	41931	37806	35161	29200	28345	24580	23765	20458	18733	16319	14864	14891	13812	12071	12025	10695	10367	9418	9175	13396	1735	4946	6480	6792	4413	5462	5080	4587	3900	4468	3422	3399	3759	3239	1974	1408	3706	2099	1855	1225	4147	1804	2046	829	375	210	456	992	1117	984	982	856	795	749	665	658	641	616	544	593	573	506	450	374	335	326	262	265	238	206	239	203	211	173	138	124	93	74	66	62	71	107	57	77	57	58	30	47	72	40	41	12	38	30	10	26	14	14	13	40	17	21	21	21	22	11	31	13	29	12	18	18	24	27	35	21	21	16	34	12	50	15	28	8505
MC5_2 - Adapter 1	7745672	2861679	1126905	489992	395597	341133	306914	320653	258167	271181	236340	229587	204243	196368	157420	152115	170470	92588	134265	98567	80024	83475	75254	67880	61689	50330	44694	42273	36366	33990	30636	27289	25314	23263	20716	19968	15912	15372	14314	14607	15724	9311	10696	14513	6540	25472	9774	2259	10024	2582	3119	2402	2123	1770	4193	5282	2284	3453	5521	2321	2241	4039	2489	1435	3603	5202	2432	1869	2049	668	725	745	332	281	283	308	307	365	484	555	596	615	596	612	631	515	580	527	497	436	377	355	340	270	254	256	215	274	206	206	188	145	116	97	81	77	88	93	93	72	76	69	63	36	44	30	43	38	28	40	36	41	24	24	26	25	25	13	14	23	21	18	25	17	17	26	37	20	11	31	11	30	19	36	16	25	18	35	38	15	17
MH1_1 - Adapter 1	5384620	1814790	711953	391961	343055	298002	264780	262328	243269	230828	212778	202063	179771	165810	152846	138304	129954	119566	98894	95525	87306	76018	70050	63417	56856	47863	45932	39868	36875	34172	28498	27749	24174	23060	21578	18527	17463	15713	14927	13594	13256	12739	11369	11142	10863	9849	15659	2096	6191	12461	7916	2299	8700	6509	3039	4575	11465	4927	2498	2457	4866	519	789	5173	907	783	1291	4473	447	1130	932	524	97	346	1024	1241	1278	1231	1133	1016	952	850	851	747	703	720	675	594	556	488	453	420	393	309	290	277	275	248	233	254	194	151	118	100	118	74	69	83	64	58	78	51	33	30	38	18	35	17	38	16	27	24	14	7	2	7	28	12	17	28	15	18	10	6	11	5	10	14	5	8	4	18	5	20	13	13	10	38	4	18	4107
MH1_2 - Adapter 1	6259409	2365779	942166	416732	342012	296898	265660	283371	219657	239074	206071	206499	180265	178417	138255	136019	152676	85464	118224	90831	75012	77216	69301	61848	63011	43832	44574	41355	33933	33377	29523	27107	24632	24498	20436	17817	21026	18716	10838	12216	14298	14417	8308	14676	6287	14876	10981	4895	20393	2157	5682	1435	2890	1372	5293	7706	1536	4329	13917	2144	1229	7745	1213	852	5979	5061	693	1194	657	414	833	984	475	434	445	456	493	813	968	887	840	801	814	726	682	685	645	553	554	468	411	403	393	299	264	261	267	273	225	244	206	154	123	117	113	75	87	96	61	55	46	61	41	28	41	27	33	27	27	26	27	19	23	32	25	22	13	11	25	16	37	8	27	14	16	10	19	9	20	14	9	18	20	21	15	16	13	54	23	8	11
MH2_1 - Adapter 1	5401889	1910000	731722	403442	351150	307831	274252	273005	248248	234903	217410	204441	181579	171758	156374	139357	133354	120508	100040	96617	87275	75778	71709	61559	55604	47638	44969	40483	35636	33060	27682	27687	23387	22757	21436	15697	16483	15347	14856	12986	12794	11776	11134	10967	11981	7223	14528	2443	5390	13587	5436	2298	7577	6239	2818	4981	11763	4209	2550	2236	4375	545	816	5063	925	696	1235	4194	415	1141	963	598	130	352	1006	1233	1265	1152	1094	1009	951	846	891	780	748	731	659	665	589	491	486	462	369	363	317	257	272	295	278	221	195	179	153	106	106	102	85	67	73	62	85	70	48	32	33	33	38	39	38	31	25	22	27	11	14	10	30	10	21	17	29	26	18	21	10	21	16	8	4	10	15	40	9	10	19	19	12	34	10	17	6637
MH2_2 - Adapter 1	6283919	2400057	959527	427175	356929	308303	273285	290754	229427	243940	210101	206783	184792	188179	137642	137551	160430	81921	124031	90153	72861	76772	69598	61680	62679	47706	38892	43311	31407	34915	26541	26376	23542	22360	25575	19548	12174	32489	26094	6761	5434	4776	9823	18415	4664	22065	7642	3216	6794	1798	3683	2221	2046	1799	4601	6161	2393	3845	6400	2569	2591	5089	2973	1342	4213	6918	2572	1806	2101	650	814	905	409	312	328	369	423	516	702	798	802	770	798	729	737	672	632	643	588	492	465	430	368	353	331	268	279	312	262	215	205	183	161	101	109	107	89	81	82	62	72	66	64	46	50	41	44	22	30	12	28	28	30	16	37	16	21	27	19	20	14	19	53	30	16	21	13	26	8	17	20	21	10	15	14	30	14	74	23	22	17
MH3_1 - Adapter 1	6787380	2381117	926671	496718	418069	363094	320793	319737	296171	275662	253409	238167	213294	197277	181433	160585	152404	140466	112893	110693	99170	85501	78863	70424	62016	53095	49595	43465	40087	36099	30502	28782	25627	23880	21210	18724	17138	16439	14222	13992	14191	11142	10311	9935	10252	8157	15385	2098	3718	7247	6687	3728	5663	5304	4250	3855	5730	3623	3692	3789	3626	1510	1196	4346	1870	1535	1099	4667	1289	1626	802	376	233	449	1048	1078	1060	995	931	837	753	790	717	651	659	563	551	486	523	541	402	345	312	286	239	253	247	257	233	210	168	155	123	99	82	85	65	73	94	58	91	56	27	39	48	55	41	25	35	31	26	42	27	18	27	15	37	18	26	29	15	13	16	9	36	7	19	12	17	23	17	39	20	35	5	23	17	57	17	30	8191
MH3_2 - Adapter 1	7684477	2910859	1161361	517858	423463	364116	321660	337997	274205	274130	254129	239985	215273	216096	159253	159641	181711	97044	142342	105630	79479	86657	78107	74400	69031	48090	42335	46398	35890	36463	30319	27922	30935	18072	21194	19025	16502	16058	14927	15085	14417	12156	8174	13253	6004	11679	10034	5005	18315	1947	5555	1494	2742	1238	4482	6683	1294	3786	12506	1867	912	6654	907	635	4931	4392	500	993	533	350	670	869	420	388	372	456	442	646	786	766	685	718	690	597	642	527	545	474	513	530	386	354	310	279	238	239	231	279	236	181	153	157	120	100	78	91	89	100	109	62	62	53	43	41	43	52	27	47	46	16	12	39	34	23	24	21	29	32	9	35	18	35	47	29	17	31	14	30	17	23	13	24	29	36	9	37	24	79	25	20	41
MH4_1 - Adapter 1	6236275	2164852	888872	484454	405287	355859	316033	314009	289197	271773	254721	241332	211518	202149	180660	164181	155109	138204	114101	108729	100499	86531	80132	71606	61872	52302	49579	42493	38350	34792	29508	28308	24347	21999	19980	18658	16466	14344	12589	12175	11255	10517	9531	9640	8659	7459	11886	3084	5301	28196	4583	1251	7950	3993	441	1135	3953	965	221	274	918	161	258	1791	428	305	374	1197	151	201	226	216	55	83	305	572	621	633	528	553	503	438	393	405	383	395	344	327	307	308	260	242	181	169	168	173	124	168	127	127	109	87	81	52	54	37	34	22	55	26	41	46	23	36	13	26	30	31	27	48	18	21	17	15	29	12	17	13	33	29	20	37	21	11	25	22	28	33	1	19	15	31	20	17	17	15	9	48	10	5	1710
MH4_2 - Adapter 1	6888305	2488738	1044303	505666	408413	355001	319824	353606	239016	285375	232734	243715	210989	215943	161572	156581	184692	92365	142591	101027	78911	87162	78201	73108	65562	51561	41984	46444	32250	36523	26953	27808	24016	21432	19392	22275	12396	19481	7362	12993	11126	14314	5449	15394	3531	10994	6544	4334	7548	4121	3719	3932	2816	2784	3342	3730	2220	2784	3730	1997	1914	2598	1682	1514	2397	2122	1437	1386	1467	1048	1094	975	665	418	315	326	276	329	316	327	317	355	310	347	340	354	311	287	284	247	228	237	195	191	139	149	133	176	119	134	95	77	67	82	87	53	47	45	75	36	43	41	29	38	29	41	32	26	26	14	24	14	28	13	19	25	11	21	26	30	11	26	48	30	30	26	21	21	13	13	8	18	20	21	15	43	18	75	24	15	31
MH5_1 - Adapter 1	4366300	1597328	645564	343091	289694	260173	231840	233602	217358	202913	191788	182045	160771	155344	139416	129301	122479	111640	93676	90222	83475	72525	68398	62014	53936	46385	44386	38622	36746	33998	28089	27611	23873	22698	20410	18061	17385	16092	14017	13419	12760	11910	11016	10464	9932	8357	13898	1739	5244	6744	6478	4151	5212	4848	4200	3811	4566	3258	3192	3276	3148	1493	1165	3203	1614	1408	1053	2825	1004	1414	616	331	145	262	547	622	570	529	438	401	408	352	309	322	283	238	229	191	202	192	147	150	122	127	119	78	100	102	79	78	66	66	59	40	24	32	24	27	38	22	31	39	28	28	18	33	25	15	13	15	23	18	19	15	27	16	24	10	14	21	22	37	20	7	15	8	11	14	14	6	11	28	7	25	9	23	10	56	17	35	15809
MH5_2 - Adapter 1	4712770	1760362	734956	361566	298439	261321	232291	252389	193767	205563	186484	183853	163680	168270	124157	126882	147947	76397	117408	84866	67126	73949	67978	64765	59536	43941	37508	41592	32483	33328	29834	25945	24522	26709	16169	19757	15055	16943	13688	21305	28607	7494	5445	15023	5358	19121	7188	3096	4933	1636	3553	1363	1756	1249	3751	5059	2089	3018	4585	2102	2036	3445	2216	1056	2523	3966	1583	1070	1020	386	387	393	198	189	145	178	158	183	206	281	321	305	280	300	265	226	233	187	185	198	135	154	127	115	111	88	99	129	82	78	68	67	60	52	33	44	35	50	46	32	25	39	29	41	32	29	30	34	20	24	24	40	11	22	21	27	15	20	11	4	21	31	19	7	13	21	15	19	26	15	25	28	11	19	13	15	11	57	15	20	13
MN1_1 - Adapter 1	8065368	2902092	1211100	682223	606514	542064	480857	480125	442666	417111	387235	368309	325980	310602	282839	254551	239700	218191	180668	172760	158317	137067	126914	113549	100590	85545	80491	70448	63260	58508	48787	48615	39181	38105	35355	31284	28288	26227	25364	21804	21825	19241	17747	17186	16306	15361	22677	2986	8718	10865	11041	7985	9365	8716	7757	7078	8082	6161	6320	7040	5680	3835	2818	6697	4085	3676	2292	7409	3550	4199	1629	750	451	922	1964	2054	2086	1909	1700	1648	1495	1323	1355	1234	1137	1154	1162	1034	873	882	715	657	609	543	469	455	437	387	422	373	315	276	210	134	160	117	128	119	135	100	126	143	92	58	49	60	84	46	44	69	47	28	46	36	20	28	90	31	63	43	48	32	27	14	17	21	23	13	16	16	21	42	15	24	10	26	29	81	14	63	25439
MN1_2 - Adapter 1	9127895	3427542	1472523	722114	610568	541405	486311	527175	387198	430765	366076	369270	329313	334958	248986	246922	288213	147232	224323	160147	127740	138007	124392	116493	106831	83368	69544	73451	57177	58766	48363	43670	42784	38705	35009	34118	34818	40373	17416	42222	25129	4863	8680	20839	8542	26236	16854	5707	16555	2635	7567	2370	3482	2076	7597	11124	2926	6328	13428	3591	3109	10206	3440	1493	8881	11461	2022	2254	1658	721	1170	1536	609	549	593	634	677	1044	1296	1409	1283	1225	1249	1174	1100	1067	1106	975	902	848	703	629	592	519	458	421	441	408	370	331	305	247	221	145	157	130	145	159	132	99	107	99	96	80	68	69	59	53	63	40	29	37	34	48	39	47	31	28	34	33	29	23	64	35	33	26	30	23	37	58	21	54	15	35	33	32	24	71	36	17	26
MN2_1 - Adapter 1	5581813	1913855	747040	395991	346459	300102	264842	265442	243013	228985	210689	198670	175431	167067	148994	134618	127414	114290	96255	92281	83973	72620	68197	59432	53021	45223	42458	37107	34219	31032	26225	25607	22335	20394	18902	16766	15486	13642	13437	12337	11782	11131	9934	9351	9408	7952	13025	1690	4621	6585	6536	4197	5311	5053	4227	3943	4853	3515	3559	4125	3553	1984	1549	4207	2195	2083	1317	4760	1881	2310	1011	448	229	512	1167	1330	1209	1243	1130	1008	988	894	841	787	741	726	705	707	640	592	493	467	443	383	356	314	315	291	286	289	231	173	152	119	117	93	85	76	94	80	76	93	51	48	39	50	53	35	32	36	42	24	16	17	25	8	68	15	37	17	20	15	14	11	16	17	8	11	5	13	10	22	10	23	4	26	27	28	12	17	7871
MN2_2 - Adapter 1	6364535	2361753	943054	424826	345087	298670	267573	286143	218419	238959	202211	201982	177920	177027	135890	131897	152083	79254	118279	87110	69512	73701	66695	60705	56468	44915	38258	40035	30132	33577	24111	26137	21801	20725	34745	30782	9483	3124	10491	20824	6204	3619	9731	15102	5688	21808	7305	2239	6316	1954	2813	2467	2040	2035	3995	4994	2585	3492	5464	2480	2525	4212	2852	1657	3667	5470	3061	2062	2680	1040	1105	1045	471	363	269	347	332	475	659	768	826	788	759	747	733	669	667	653	647	588	465	465	444	392	334	295	295	311	279	291	228	157	143	116	128	103	83	91	95	82	62	84	50	62	38	60	33	47	65	24	42	21	22	29	34	20	13	22	18	23	15	13	24	24	38	45	21	17	23	39	12	17	12	28	19	38	17	42	12	13	37
MN3_1 - Adapter 1	6149487	2143376	825696	429339	366862	320766	281730	279298	256289	241428	224881	210242	187491	174208	159657	142520	135009	123310	99997	95777	87425	75589	69528	63144	54409	46065	43961	37909	34650	32760	26467	25109	22115	20914	18689	17466	14764	13955	13148	12154	10892	10752	9788	8957	8505	7631	12320	1412	4931	5926	5812	3948	4744	4459	4028	3647	4432	3207	3313	3554	3071	1742	1289	3699	2008	1633	1111	3774	1594	2040	853	384	216	374	942	1083	1034	969	937	849	722	714	679	625	639	639	583	575	484	479	420	324	358	293	269	233	240	226	202	210	171	158	123	113	97	76	71	76	66	90	87	82	56	36	43	36	52	40	28	38	36	18	13	13	11	19	51	10	25	27	16	34	19	27	13	27	18	26	9	7	12	23	15	26	6	25	21	44	8	15	2418
MN3_2 - Adapter 1	6973424	2500647	1018402	460734	370533	320695	280107	293044	240270	244924	214870	208958	188461	182863	142108	141427	147768	95409	114543	93316	75982	75450	68258	62566	57376	45140	39718	39438	30922	32830	25906	24108	22030	21017	18201	16606	15438	14843	14718	11583	10618	11321	7600	10987	6963	22518	7889	2251	7714	2366	2773	2282	1920	1866	3714	4678	2151	3217	4957	2143	2006	3535	2315	1498	3412	4306	2229	1762	2136	818	844	817	423	251	267	305	270	405	515	602	572	607	594	599	583	600	547	538	492	469	387	326	314	262	266	231	219	235	188	181	156	152	104	117	116	80	85	92	83	73	59	58	37	46	68	49	28	46	28	26	33	30	30	24	14	17	36	13	12	14	9	26	16	35	27	24	29	41	21	40	29	22	19	23	12	46	28	56	33	12	31
MN4_1 - Adapter 1	4293115	1560980	611825	322471	277199	246275	218342	221266	203046	192362	180074	171198	152902	143011	131255	119898	114007	104363	87048	84983	78656	68147	64935	57550	50868	44082	42432	37080	34749	32840	26821	27177	24416	22805	19989	19484	16653	16947	15207	14859	14022	13173	13113	12043	12966	10128	17648	2231	7297	8722	9130	7030	8094	7892	7117	6705	7908	6172	6274	7353	6332	4157	3261	8071	4916	4583	2834	9837	4765	5991	2339	1076	617	1237	2824	3300	3357	3103	2851	2685	2501	2351	2316	2194	2256	2171	2100	1978	1921	1661	1540	1426	1199	1114	1029	989	952	934	808	789	702	601	448	390	357	300	275	269	268	233	219	194	146	98	95	81	95	77	59	67	56	45	27	20	24	16	103	10	42	36	31	29	10	12	19	19	13	9	13	5	6	26	15	21	15	30	11	29	10	9	2629
MN4_2 - Adapter 1	4710928	1706218	709266	348633	284927	246934	222559	249702	168845	200507	168592	172698	152797	155872	117414	116622	136724	71186	109477	79366	63863	68951	63115	59527	54750	44106	36293	39656	30635	32884	27005	26064	24380	23660	22545	16000	18259	15152	18294	11656	13856	19335	7647	22179	4901	23326	13615	5483	13291	5782	4778	5197	3965	4264	6442	8135	4831	5963	9522	4787	4645	7393	5229	4024	7173	9367	6275	5405	6925	3584	3208	3105	1765	1058	755	787	803	1044	1355	1764	1967	1969	2024	1960	2108	2023	1925	1826	1801	1566	1449	1391	1137	1081	1007	932	913	893	783	776	704	590	425	379	340	294	271	272	271	225	194	159	146	94	98	89	75	68	63	56	47	59	39	17	28	14	22	18	19	27	23	22	27	26	27	31	29	22	11	34	14	24	21	30	23	31	11	52	16	23	27
MN5_1 - Adapter 1	5992639	2038977	803275	435510	383236	334590	295964	292896	270398	256449	235048	222431	197542	184541	168033	151284	142059	129609	108027	102966	93629	81603	75243	67347	59921	50769	47355	41732	37946	35017	29160	28080	25016	23260	21532	18477	17594	15547	14934	13808	12705	12007	11596	10647	9973	8956	14178	1730	5005	6882	6896	4665	5484	5297	4737	4231	5052	3800	3769	4201	3555	2130	1496	4157	2231	2005	1283	4539	1830	2233	976	461	247	518	1132	1172	1194	1089	1092	949	866	761	780	755	671	676	681	616	569	488	486	426	375	319	293	313	302	253	296	239	237	157	174	133	119	83	75	75	88	86	121	90	56	60	33	42	52	27	33	49	37	16	13	19	14	18	63	10	35	33	28	19	11	7	16	8	2	6	14	12	11	25	13	26	6	13	8	41	11	3	1667
MN5_2 - Adapter 1	6685905	2574979	1012778	448982	379215	330780	299912	316782	236007	277576	212655	225476	198617	207322	147346	141257	179628	78985	142564	94824	67738	82305	73904	71162	64710	49758	37948	46587	31172	35135	29502	26628	25998	28072	16159	23231	15345	21706	15556	38507	3762	3310	5700	14480	4218	17855	5773	2193	8966	2876	3232	4150	2984	3060	4692	5824	2635	3919	5962	2501	2586	4300	2608	1746	3837	4681	2249	1885	2391	1060	1288	1411	693	500	401	428	515	676	884	858	784	709	733	734	638	638	639	589	559	462	472	446	343	317	292	287	288	275	282	222	242	158	180	141	132	89	80	91	83	90	85	61	75	58	34	64	28	39	38	32	27	27	19	18	17	16	19	18	12	22	19	18	17	30	13	29	19	30	14	27	19	38	25	21	7	22	12	57	25	13	24
OC1_1 - Adapter 1	6361998	2028382	802252	438048	390180	335928	296716	289316	269595	255403	236523	220431	195730	184187	167900	150387	140295	128323	104834	100953	91175	79240	72661	65724	58446	49537	46601	41338	36346	33179	27969	26321	24040	22966	19123	18042	16569	14866	14611	12946	12458	11490	10327	9776	9302	9123	13170	1855	4676	6384	6463	4176	5177	5084	4312	3829	4474	3577	3312	3953	3466	1902	1410	3857	2034	1846	1172	4135	1644	1985	769	420	229	483	1041	1072	1007	908	930	863	706	715	706	616	605	543	607	550	519	451	428	387	311	321	257	307	244	220	215	187	167	162	135	112	100	85	82	50	67	50	38	37	47	36	32	33	41	31	19	23	18	9	28	16	17	10	21	13	15	24	19	15	7	17	10	32	4	8	22	12	13	16	27	24	5	26	21	27	16	20	3266
OC1_2 - Adapter 1	7471176	2733481	1092345	464935	377972	332669	296978	307984	249960	263656	228623	224219	196578	192562	151094	147409	159314	94360	119445	98164	80386	79600	71135	64349	60144	48906	44950	42264	33334	32705	28455	25399	24561	25037	17508	16698	16170	15215	17681	14426	13714	8605	8299	13713	5634	13687	10251	5160	15231	2043	5368	1188	2721	1275	4365	6428	1504	3811	11513	1835	986	6469	1072	629	4763	4488	551	957	481	409	745	941	450	499	458	525	456	510	779	784	638	690	673	620	593	515	596	544	482	415	408	381	306	316	263	281	220	241	209	181	180	164	152	119	103	80	84	72	84	56	48	58	63	36	47	40	41	52	30	19	25	26	14	16	12	22	26	14	18	23	10	18	26	18	23	20	22	30	14	30	6	21	18	24	9	19	8	33	16	7	8
OC2_1 - Adapter 1	6157738	2015348	772998	414639	362932	309074	273409	269693	247196	231766	212909	199207	176423	165511	149776	133781	125769	112575	92888	89532	80452	69314	63929	56777	50431	42236	39984	34678	31259	28318	23605	23054	19081	18810	16834	14465	13004	12712	11032	10491	9791	9447	8569	7574	8090	6216	11391	1440	4179	10380	4419	1237	5606	4405	1591	3057	7981	2738	1316	1272	2566	256	435	2943	445	420	710	2406	230	604	495	324	86	212	603	729	739	714	714	636	514	504	481	451	445	427	386	364	326	314	263	239	236	215	187	212	197	185	152	141	133	99	102	78	65	52	53	50	58	54	55	38	41	25	29	27	23	21	35	14	21	22	9	26	17	13	27	18	24	13	12	18	24	16	8	13	8	21	12	8	11	21	21	14	20	23	17	46	11	13	6301
OC2_2 - Adapter 1	7192867	2617437	1034043	441694	356060	306978	273151	286926	228756	241566	206286	204749	178267	176961	133389	131616	141922	84882	106415	87697	70745	69943	62935	55073	52543	41977	39308	36474	28155	28076	23870	21847	20226	17945	17038	14545	13322	15929	11326	10923	9498	7050	8434	9864	6406	22713	6969	1911	6304	1424	2652	1179	1362	910	3025	4124	1574	2776	4247	1681	1509	3350	1885	831	2832	4394	1429	1122	972	338	420	485	213	213	216	274	260	273	392	429	430	467	445	441	458	391	340	375	327	301	251	246	247	206	184	212	195	198	140	136	153	95	104	76	82	70	72	64	57	61	58	49	53	30	34	39	20	44	36	21	13	29	26	38	29	23	18	17	14	22	20	14	36	18	42	30	9	31	12	30	15	18	19	27	12	14	13	40	13	6	12
OC3_1 - Adapter 1	5156231	1857670	778052	419243	359003	324265	286341	289426	266139	250511	236505	225290	204123	195201	179252	163784	155225	140365	117066	111823	102815	88958	84657	76765	68537	59335	55970	49318	43523	40647	33121	33248	28873	26295	24081	21741	20491	18094	16387	15251	14332	13060	12327	10895	11259	9448	15091	2014	5865	6941	6787	4596	5412	4976	4420	3948	4643	3238	3186	3565	2860	1708	1137	3186	1678	1463	959	2991	1156	1380	584	264	136	262	629	581	637	539	520	429	401	373	338	309	288	277	264	203	217	241	183	187	116	143	122	89	112	113	75	106	91	81	65	72	67	46	52	44	32	44	52	46	27	22	32	23	26	20	21	26	23	28	16	26	22	22	29	28	29	24	12	27	15	23	15	32	16	15	27	13	19	36	14	19	10	32	13	75	42	33	6238
OC3_2 - Adapter 1	5517938	1987395	867715	438631	365291	325533	289667	322196	225975	259488	222174	227286	205070	211664	158512	159394	185725	95576	146563	104642	81719	90062	83264	81277	74381	55878	46898	51802	39082	41212	32838	30429	29743	26552	27127	19444	23824	14339	22834	9671	17397	10044	9715	14533	6950	12959	10943	5615	16003	1974	6895	1265	3280	1310	4429	6478	1357	3466	10183	1563	714	5181	717	482	3693	2713	377	655	327	283	497	674	268	248	283	219	239	284	388	360	371	328	316	298	282	282	248	194	211	211	158	198	133	145	124	106	89	148	88	102	107	69	70	65	67	64	78	61	50	53	42	47	44	36	34	50	34	42	34	29	23	29	22	43	32	33	15	21	13	28	14	26	28	34	22	32	14	26	37	34	17	44	27	30	22	26	13	100	25	14	22
OC4_1 - Adapter 1	7018719	2217513	889360	477128	426636	365417	323061	317850	300411	276151	255114	242972	215952	201126	185189	164519	156490	144347	115650	114268	101964	88433	82086	73357	65594	56027	52649	47506	42181	38746	32628	30667	27353	26465	22291	21679	19180	16495	17094	16242	14699	13373	12698	11823	11649	10525	16230	2372	6469	7900	7906	5778	6692	6445	5428	4829	5865	4358	4452	5003	4150	2686	1901	4822	2741	2469	1560	5255	2406	2732	1011	437	289	605	1197	1331	1350	1310	1256	1023	910	917	861	749	738	734	688	650	550	574	451	421	336	282	270	278	252	237	229	193	171	145	95	82	72	59	62	79	55	52	74	42	42	30	27	15	13	27	13	6	18	17	24	24	10	9	8	5	4	18	26	6	16	25	12	8	4	15	8	18	8	26	33	36	18	24	21	58	20	24	3465
