Sample	-247.5	-242.5	-237.5	-232.5	-227.5	-222.5	-217.5	-212.5	-207.5	-202.5	-197.5	-192.5	-187.5	-182.5	-177.5	-172.5	-167.5	-162.5	-157.5	-152.5	-147.5	-142.5	-137.5	-132.5	-127.5	-122.5	-117.5	-112.5	-107.5	-102.5	-97.5	-92.5	-87.5	-82.5	-77.5	-72.5	-67.5	-62.5	-57.5	-52.5	-47.5	-42.5	-37.5	-32.5	-27.5	-22.5	-17.5	-12.5	-7.5	-2.5	2.5	7.5	12.5	17.5	22.5	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5	137.5	142.5	147.5	152.5	157.5	162.5	167.5	172.5	177.5	182.5	187.5	192.5	197.5	202.5	207.5	212.5	217.5	222.5	227.5	232.5	237.5	242.5	247.5
SRR7443455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.0	8358.0	10108.0	9829.0	10371.0	9661.0	10349.0	9811.0	10501.0	9743.0	10740.0	10498.0	11486.0	11387.0	12551.0	13034.0	14167.0	14629.0	15111.0	16386.0	17032.0	17940.0	18809.0	20757.0	20638.0	22628.0	22499.0	24619.0	24268.0	25383.0	26182.0	26727.0	26351.0	27248.0	26837.0	26889.0	25685.0	25357.0	24943.0	24133.0	23529.0	21748.0	20469.0	19196.0	18167.0	16435.0	15660.0	14978.0	13538.0	12062.0	11485.0	10171.0	9312.0	8530.0	7925.0	7344.0	6350.0	5878.0	5263.0	4511.0	4208.0	3909.0	3538.0	3185.0	3035.0	2579.0	2176.0	2171.0	1804.0	1654.0	1444.0	1395.0	1209.0	1089.0	1046.0	923.0	772.0	720.0	634.0	610.0	602.0
SRR7443456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	5294.0	6461.0	6007.0	6332.0	6054.0	6521.0	6170.0	6973.0	6515.0	7352.0	7111.0	8355.0	8069.0	9172.0	9577.0	10546.0	11009.0	11613.0	12508.0	13450.0	14808.0	15195.0	16834.0	17364.0	19075.0	19341.0	21462.0	21317.0	23914.0	24025.0	25677.0	25567.0	26242.0	26198.0	27390.0	26363.0	27065.0	26324.0	25698.0	25533.0	24459.0	23400.0	22536.0	21840.0	20514.0	19780.0	18357.0	17281.0	15587.0	14919.0	13749.0	12861.0	11546.0	10784.0	10024.0	9077.0	8537.0	7811.0	6764.0	6473.0	5739.0	5477.0	5083.0	4522.0	4134.0	3652.0	3420.0	3013.0	2819.0	2497.0	2391.0	2100.0	1919.0	1838.0	1624.0	1492.0	1415.0	1288.0	1173.0	1008.0
SRR7443457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	506.0	9570.0	11282.0	11227.0	11928.0	11493.0	12552.0	12315.0	13491.0	13451.0	15001.0	15442.0	16803.0	17991.0	19251.0	20021.0	22407.0	23231.0	23932.0	25525.0	25996.0	28001.0	28801.0	30279.0	30750.0	31402.0	30735.0	31134.0	30679.0	30551.0	30161.0	28688.0	27474.0	26266.0	24770.0	23645.0	21484.0	20035.0	18562.0	17333.0	15803.0	14298.0	12859.0	11974.0	10435.0	9617.0	8760.0	7438.0	6616.0	5995.0	5388.0	4698.0	4297.0	3706.0	3344.0	2895.0	2497.0	2391.0	2031.0	1786.0	1528.0	1408.0	1255.0	1145.0	1068.0	799.0	810.0	695.0	602.0	558.0	497.0	421.0	356.0	341.0	318.0	233.0	235.0	235.0	182.0	168.0	170.0
SRR7443458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	362.0	7328.0	8350.0	8565.0	8664.0	8726.0	9170.0	8705.0	9298.0	9257.0	10315.0	10571.0	11352.0	12192.0	13175.0	14013.0	15068.0	16558.0	17033.0	18427.0	19500.0	21068.0	22292.0	23679.0	24379.0	26428.0	26533.0	27522.0	27860.0	28805.0	30076.0	29316.0	28733.0	28431.0	27647.0	27448.0	26119.0	25385.0	24293.0	22812.0	21581.0	19910.0	18434.0	17576.0	16324.0	15160.0	13849.0	12497.0	11534.0	10342.0	9560.0	8653.0	7743.0	7000.0	6306.0	5742.0	5165.0	4723.0	4305.0	3818.0	3407.0	3043.0	2725.0	2463.0	2280.0	1970.0	1848.0	1619.0	1462.0	1287.0	1207.0	1015.0	942.0	847.0	750.0	702.0	647.0	590.0	466.0	441.0	408.0
SRR7443459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.0	9149.0	10707.0	10646.0	10776.0	9641.0	10549.0	9263.0	9817.0	9225.0	9826.0	9712.0	10441.0	10256.0	11027.0	11167.0	11822.0	12206.0	12921.0	13576.0	13775.0	15154.0	15526.0	17120.0	17122.0	19159.0	18506.0	20186.0	19941.0	21423.0	22198.0	23179.0	22811.0	24181.0	23851.0	24463.0	23931.0	24345.0	24460.0	23789.0	23777.0	22478.0	21974.0	21598.0	20365.0	19505.0	18994.0	17419.0	16329.0	15553.0	14579.0	13189.0	12542.0	11364.0	10465.0	9826.0	9000.0	8511.0	7655.0	6800.0	6342.0	5634.0	5157.0	4668.0	4163.0	3846.0	3422.0	3246.0	2752.0	2647.0	2348.0	2040.0	1981.0	1760.0	1690.0	1525.0	1348.0	1215.0	1099.0	1033.0	931.0
SRR7443460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	331.0	7600.0	8846.0	8645.0	9103.0	8266.0	8637.0	8055.0	8984.0	8159.0	9296.0	8841.0	9615.0	9678.0	10299.0	10336.0	11733.0	11985.0	12587.0	13469.0	13943.0	14909.0	15465.0	17042.0	17112.0	18869.0	18854.0	20354.0	20336.0	22168.0	22869.0	23975.0	24231.0	25006.0	24806.0	25981.0	25277.0	25347.0	25155.0	24878.0	24149.0	23641.0	22950.0	21807.0	21601.0	19827.0	19331.0	17493.0	16876.0	15807.0	14585.0	13472.0	12773.0	11423.0	10806.0	10038.0	8857.0	8273.0	7812.0	6949.0	6380.0	5667.0	5189.0	4649.0	4430.0	3822.0	3471.0	3189.0	2993.0	2528.0	2305.0	2160.0	1941.0	1724.0	1608.0	1471.0	1302.0	1188.0	1091.0	986.0	915.0
SRR7443461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	371.0	7954.0	9603.0	9239.0	9703.0	8601.0	9394.0	8200.0	8720.0	8106.0	8927.0	8384.0	9034.0	9037.0	9991.0	10004.0	11009.0	11324.0	11886.0	12627.0	13088.0	14511.0	14580.0	16007.0	16009.0	17862.0	17525.0	19533.0	19064.0	21421.0	22498.0	23283.0	23099.0	24421.0	24216.0	25165.0	24560.0	25226.0	25011.0	25319.0	24873.0	24149.0	23525.0	21831.0	21799.0	20685.0	20138.0	18640.0	18040.0	16505.0	15795.0	14442.0	13584.0	12308.0	11426.0	10660.0	9472.0	8853.0	7941.0	7180.0	6462.0	6169.0	5437.0	4945.0	4608.0	4122.0	3636.0	3359.0	2973.0	2715.0	2472.0	2167.0	1959.0	1811.0	1710.0	1532.0	1319.0	1259.0	1039.0	1076.0	892.0
SRR7443462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	405.0	8738.0	10195.0	9726.0	9807.0	8825.0	9379.0	8003.0	8674.0	7685.0	8373.0	7509.0	8361.0	8017.0	8923.0	9226.0	9717.0	9916.0	9995.0	10925.0	11197.0	12174.0	12332.0	13413.0	13710.0	15162.0	14683.0	16465.0	15867.0	17807.0	18475.0	19604.0	19175.0	20252.0	20367.0	21291.0	21172.0	22078.0	21736.0	21669.0	21770.0	21251.0	21235.0	20731.0	20099.0	19563.0	19075.0	18235.0	17741.0	16835.0	16257.0	14913.0	15031.0	13735.0	13306.0	12465.0	11801.0	10975.0	10623.0	9721.0	9190.0	8615.0	7880.0	7412.0	7025.0	6328.0	5979.0	5822.0	5348.0	4929.0	4543.0	4141.0	3925.0	3608.0	3539.0	3220.0	2939.0	2753.0	2541.0	2552.0	2166.0
SRR7443463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	301.0	7189.0	8574.0	8473.0	9099.0	8337.0	8997.0	8150.0	8877.0	8258.0	9215.0	8835.0	9742.0	9871.0	10541.0	10515.0	11850.0	12209.0	12842.0	13973.0	14112.0	15476.0	15941.0	17385.0	17748.0	19607.0	19752.0	20929.0	21115.0	22944.0	23764.0	24608.0	24615.0	24875.0	24870.0	25892.0	25798.0	26180.0	25133.0	25237.0	25074.0	23678.0	22893.0	21649.0	20857.0	19555.0	18745.0	17551.0	16762.0	15196.0	14156.0	13030.0	12464.0	11339.0	10429.0	9658.0	8478.0	7977.0	7190.0	6544.0	6007.0	5548.0	5064.0	4418.0	4291.0	3729.0	3334.0	2970.0	2711.0	2410.0	2190.0	1924.0	1697.0	1633.0	1590.0	1376.0	1194.0	1149.0	953.0	914.0	832.0
