Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151
BR701_1 - Adapter 1	0.6455276684138974	1.0061524453408983	1.6575325344451948	3.687539844748226	13.125	47.493669793405076	167.76716349197216	666.9129834254144	2364.8802946593005	9113.89705882353	34011.91176470588	131593.5294117647	515515.0	499232.5	466980.0	429040.0	406895.0	366642.5	304705.0	289937.5	273990.0	243005.0	237462.5	228015.0	210070.0	188062.5	184422.5	165255.0	155045.0	146530.0	125817.5	125912.5	121072.5	120045.0	113610.0	110325.0	103000.0	100272.5	91952.5	88140.0	82072.5	80332.5	84262.5	74677.5	79460.0	67577.5	127207.5	15487.5	48355.0	163642.5	37195.0	10837.5	60612.5	51320.0	12840.0	39090.0	89927.5	16632.5	10892.5	6830.0	34165.0	2507.5	4915.0	29032.5	3572.5	3210.0	7160.0	21160.0	1660.0	5350.0	4695.0	3372.5	575.0	1525.0	4932.5	6645.0	5930.0	5882.5	5340.0	4905.0	4402.5	3952.5	3400.0	3225.0	2997.5	2825.0	3010.0	2675.0	2335.0	2192.5	1975.0	1592.5	1527.5	1177.5	1192.5	1175.0	1115.0	947.5	1130.0	1092.5	785.0	795.0	595.0	560.0	470.0	405.0	370.0	352.5	450.0	387.5	310.0	307.5	197.5	227.5	192.5	195.0	247.5	147.5	110.0	182.5	82.5	100.0	105.0	82.5	100.0	95.0	127.5	22.5	65.0	37.5	120.0	87.5	105.0	75.0	65.0	85.0	55.0	77.5	82.5	35.0	45.0	110.0	72.5	75.0	67.5	170.0	100.0	270.0	252.5	705.0	70652.5
BR701_2 - Adapter 1	0.7085961761515625	1.0463388828060236	1.8425492905948861	3.832352182165918	13.298828911779939	47.81161880646832	168.8243079933245	704.2426335174954	2166.298342541437	9094.411764705883	32712.79411764706	130710.58823529413	515865.0	528752.5	407125.0	425597.5	404132.5	324205.0	319817.5	306987.5	240852.5	243967.5	231370.0	219755.0	221565.0	187712.5	168487.5	171945.0	138455.0	145972.5	124205.0	125437.5	120235.0	131407.5	110757.5	90997.5	147907.5	90882.5	75805.0	60847.5	81142.5	114787.5	39672.5	109142.5	38622.5	125505.0	79262.5	29900.0	138812.5	13142.5	39010.0	10200.0	19645.0	10082.5	39095.0	59525.0	10987.5	33125.0	88940.0	14780.0	8300.0	47970.0	8467.5	4705.0	36067.5	33585.0	4052.5	7827.5	3515.0	2227.5	4150.0	5167.5	2152.5	1980.0	2205.0	2037.5	2135.0	3605.0	4235.0	4172.5	3935.0	3527.5	3000.0	2997.5	2782.5	2655.0	2712.5	2470.0	2190.0	1997.5	1850.0	1642.5	1460.0	1140.0	1215.0	1087.5	1022.5	940.0	1000.0	975.0	755.0	767.5	565.0	515.0	485.0	455.0	347.5	382.5	387.5	385.0	332.5	282.5	300.0	287.5	260.0	277.5	172.5	190.0	157.5	145.0	155.0	110.0	272.5	170.0	127.5	157.5	105.0	55.0	72.5	180.0	67.5	105.0	130.0	90.0	62.5	72.5	152.5	147.5	100.0	90.0	60.0	122.5	57.5	125.0	95.0	172.5	70.0	257.5	135.0	100.0	135.0
BR702_1 - Adapter 1	0.6503079787804318	1.0185446601778063	1.6663138657709895	3.5573346349943424	12.722737938239677	45.838457190813024	162.01342741659244	650.2548643463963	2396.995614035088	9038.859649122807	33809.47368421053	132355.7142857143	416985.0	400262.5	368472.5	339697.5	322095.0	297512.5	248872.5	239642.5	227267.5	199920.0	194925.0	181790.0	164825.0	148305.0	146685.0	131170.0	126295.0	121765.0	105285.0	106157.5	100355.0	97467.5	88445.0	90270.0	81065.0	80282.5	75157.5	70517.5	71427.5	65105.0	63107.5	63317.5	62230.0	58470.0	90577.5	13125.0	32655.0	44780.0	45757.5	30412.5	36477.5	35477.5	31375.0	28020.0	33675.0	24282.5	24730.0	26780.0	22300.0	12652.5	9330.0	24427.5	12672.5	11385.0	7407.5	23110.0	8960.0	11105.0	4500.0	2032.5	1020.0	2085.0	4847.5	5200.0	4940.0	4540.0	4205.0	3777.5	3352.5	3145.0	2712.5	2617.5	2377.5	2285.0	2290.0	1985.0	1952.5	1630.0	1377.5	1310.0	1262.5	1040.0	955.0	897.5	935.0	917.5	880.0	867.5	720.0	565.0	475.0	437.5	355.0	330.0	337.5	310.0	402.5	282.5	282.5	302.5	252.5	177.5	232.5	182.5	230.0	107.5	145.0	122.5	120.0	72.5	62.5	62.5	90.0	97.5	137.5	62.5	80.0	82.5	72.5	97.5	95.0	57.5	40.0	90.0	70.0	62.5	65.0	35.0	52.5	97.5	37.5	80.0	27.5	115.0	97.5	195.0	85.0	102.5	50432.5
BR702_2 - Adapter 1	0.7097069806906746	1.0793439401963678	1.8481851805961471	3.750153876455671	12.923039375203384	46.27211536814702	163.08077002123724	689.3916141408605	2203.2127192982457	9206.228070175439	32394.736842105263	130091.42857142858	431315.0	404267.5	341310.0	349040.0	299842.5	284647.5	266955.0	241785.0	213920.0	201840.0	190937.5	183912.5	176582.5	144475.0	132405.0	139297.5	112950.0	116122.5	109805.0	102372.5	98482.5	95797.5	93477.5	98702.5	68092.5	77365.0	77815.0	73472.5	73195.0	62937.5	60125.0	73720.0	49545.0	184917.5	55337.5	20440.0	59432.5	9595.0	32325.0	6942.5	12615.0	6725.0	30227.5	43722.5	11532.5	24375.0	49875.0	13455.0	11282.5	36597.5	11662.5	4340.0	26232.5	36170.0	5362.5	6062.5	3712.5	1827.5	2882.5	3542.5	1375.0	1327.5	1602.5	1565.0	1660.0	1960.0	2807.5	3007.5	2905.0	2752.5	2497.5	2430.0	2242.5	2055.0	2100.0	1840.0	1842.5	1637.5	1275.0	1362.5	1285.0	1035.0	935.0	895.0	890.0	892.5	855.0	815.0	730.0	620.0	462.5	420.0	345.0	435.0	337.5	320.0	415.0	297.5	280.0	260.0	292.5	245.0	252.5	232.5	187.5	175.0	180.0	120.0	135.0	140.0	185.0	152.5	62.5	97.5	60.0	100.0	45.0	147.5	55.0	77.5	107.5	57.5	40.0	80.0	87.5	87.5	62.5	77.5	75.0	102.5	50.0	170.0	117.5	125.0	62.5	255.0	100.0	62.5	112.5
BR703_1 - Adapter 1	0.6479771512347196	1.0069537735453493	1.6761203724763991	3.71073831917561	13.166414307987528	47.70658431278484	168.96737826816982	674.7181578316143	2417.792706333973	9216.091954022988	34524.61538461538	136031.875	493790.0	478780.0	444757.5	410440.0	390390.0	354102.5	298405.0	285710.0	268345.0	237160.0	232125.0	219782.5	203912.5	182440.0	179042.5	163847.5	151247.5	145142.5	126577.5	128107.5	121705.0	117722.5	116567.5	107857.5	99940.0	99232.5	94165.0	88165.0	82280.0	81307.5	80747.5	77007.5	81885.0	68067.5	120347.5	15075.0	46297.5	60275.0	59975.0	35375.0	47737.5	46702.5	40795.0	37785.0	49430.0	34850.0	34027.5	35382.5	32615.0	15860.0	11415.0	36612.5	17917.5	15582.5	11190.0	36310.0	12170.0	15842.5	7622.5	3867.5	1372.5	2987.5	7725.0	8205.0	8190.0	7585.0	6835.0	6492.5	5837.5	5267.5	4677.5	4195.0	4222.5	3815.0	3947.5	3585.0	3362.5	3000.0	2597.5	2315.0	2162.5	2067.5	1697.5	1755.0	1777.5	1732.5	1690.0	1545.0	1345.0	1225.0	990.0	892.5	732.5	792.5	625.0	635.0	665.0	582.5	587.5	462.5	447.5	335.0	297.5	365.0	375.0	220.0	237.5	245.0	222.5	200.0	140.0	100.0	152.5	100.0	137.5	77.5	102.5	105.0	100.0	92.5	85.0	72.5	75.0	115.0	90.0	95.0	77.5	77.5	62.5	200.0	67.5	97.5	32.5	145.0	107.5	237.5	110.0	247.5	103682.5
BR703_2 - Adapter 1	0.704592364941929	1.0615912349565442	1.8578001798527024	3.872601104508546	13.370899796114177	48.02950347805229	171.0404173662749	746.8169824898057	2048.8867562380037	9510.88122605364	32437.53846153846	135629.375	499635.0	514420.0	392297.5	403000.0	455172.5	252617.5	367270.0	268335.0	217062.5	239800.0	226597.5	227187.5	219365.0	175587.5	155787.5	172730.0	135330.0	147980.0	121735.0	127732.5	117325.0	123842.5	105975.0	147230.0	64700.0	104030.0	93455.0	214840.0	40810.0	86927.5	15732.5	115747.5	33310.0	190235.0	49560.0	15777.5	83522.5	20580.0	24927.5	28677.5	22320.0	22770.0	40535.0	51712.5	23432.5	34617.5	52347.5	22252.5	21150.0	36387.5	21712.5	13232.5	32005.0	40967.5	16975.0	14437.5	18097.5	6810.0	8310.0	8175.0	4047.5	2317.5	2192.5	2307.5	2667.5	4610.0	5250.0	5445.0	5127.5	4647.5	4290.0	3845.0	3970.0	3562.5	3692.5	3410.0	3192.5	2830.0	2385.0	2292.5	2105.0	1972.5	1667.5	1605.0	1690.0	1660.0	1642.5	1462.5	1342.5	1247.5	952.5	840.0	667.5	812.5	620.0	635.0	632.5	562.5	557.5	425.0	465.0	395.0	322.5	375.0	292.5	275.0	255.0	215.0	267.5	212.5	225.0	230.0	145.0	162.5	95.0	97.5	60.0	145.0	62.5	115.0	120.0	90.0	87.5	132.5	110.0	132.5	70.0	80.0	72.5	165.0	112.5	140.0	87.5	145.0	82.5	305.0	125.0	87.5	162.5
BR704_1 - Adapter 1	0.6366881635835129	1.0011691880374851	1.6501201105940888	3.6714911549386766	13.182624352106904	47.838445709910516	168.78499306120497	675.1703675344564	2433.1087289433385	9365.688073394494	34909.75609756098	138402.0	513278.0	478428.0	452702.0	417658.0	397882.0	365142.0	297418.0	289100.0	271914.0	241496.0	237022.0	220662.0	208448.0	181890.0	180712.0	162484.0	152832.0	147588.0	125128.0	125942.0	120630.0	114984.0	111652.0	111270.0	101338.0	96430.0	95366.0	84434.0	82820.0	80638.0	79154.0	72454.0	78006.0	67378.0	111626.0	14028.0	46750.0	52376.0	51762.0	40766.0	43528.0	42134.0	40072.0	35012.0	39488.0	29006.0	30618.0	33352.0	22890.0	19404.0	11628.0	26410.0	18152.0	15868.0	9454.0	26096.0	14780.0	16130.0	5748.0	2532.0	1652.0	2926.0	6404.0	6438.0	6340.0	5756.0	5122.0	4822.0	4254.0	3706.0	3312.0	3176.0	2962.0	2850.0	2732.0	2754.0	2184.0	1982.0	1854.0	1684.0	1298.0	1154.0	1056.0	1060.0	1236.0	1020.0	1086.0	960.0	808.0	702.0	594.0	504.0	444.0	402.0	332.0	346.0	334.0	274.0	290.0	326.0	190.0	212.0	180.0	140.0	260.0	112.0	144.0	188.0	110.0	136.0	104.0	94.0	98.0	118.0	90.0	76.0	74.0	80.0	96.0	96.0	100.0	62.0	70.0	106.0	84.0	54.0	80.0	26.0	60.0	98.0	78.0	84.0	40.0	118.0	82.0	238.0	76.0	74.0	16734.0
BR704_2 - Adapter 1	0.7086386271912856	1.042570006062543	1.8434522762504408	3.8251086238880587	13.424344928862608	48.131908886443036	169.2793223907738	719.1921898928025	2212.4502297090353	9274.373088685015	33602.56097560976	136724.0	506352.0	515832.0	397376.0	407482.0	467628.0	245184.0	370668.0	266374.0	218944.0	240772.0	229146.0	226158.0	221508.0	175354.0	155436.0	167894.0	136280.0	144988.0	123638.0	119376.0	118436.0	121072.0	114994.0	100342.0	126268.0	82498.0	112690.0	48482.0	107434.0	48018.0	76076.0	122652.0	29736.0	202038.0	53100.0	17548.0	97442.0	13336.0	27294.0	16172.0	17058.0	11822.0	38018.0	51520.0	16250.0	30674.0	57730.0	16874.0	14378.0	40284.0	14808.0	7026.0	32906.0	41164.0	8758.0	10038.0	7732.0	2790.0	4294.0	5008.0	2004.0	1554.0	1614.0	1684.0	1962.0	3326.0	3898.0	3930.0	3788.0	3274.0	2970.0	2890.0	2786.0	2676.0	2404.0	2570.0	2124.0	1900.0	1730.0	1590.0	1226.0	1104.0	1040.0	1034.0	1204.0	1026.0	966.0	892.0	810.0	696.0	602.0	496.0	406.0	440.0	352.0	364.0	346.0	266.0	316.0	288.0	238.0	286.0	234.0	190.0	172.0	162.0	174.0	164.0	142.0	136.0	244.0	230.0	76.0	144.0	76.0	78.0	50.0	170.0	64.0	130.0	142.0	74.0	62.0	88.0	118.0	190.0	114.0	100.0	56.0	106.0	64.0	106.0	80.0	156.0	68.0	270.0	124.0	74.0	156.0
BR705_1 - Adapter 1	0.6395490496699724	1.0045787015305196	1.6454683014049936	3.628238507175182	12.887708295767897	46.5641657137831	163.8526493561326	658.7475372924289	2339.6171171171172	8985.315315315316	33370.0	127936.42857142858	558326.6666666667	527946.6666666667	497783.3333333334	455740.0	434896.6666666667	395526.6666666667	326740.0	318210.0	297830.0	265040.0	267870.0	237516.6666666667	228210.0	200780.0	201800.0	179883.33333333334	171816.6666666667	164316.6666666667	137743.33333333334	142956.6666666667	133093.33333333334	133196.6666666667	129913.33333333334	120896.66666666667	116880.0	115426.66666666667	106750.0	98090.0	97246.66666666667	92503.33333333334	90216.66666666667	92123.33333333334	93983.33333333334	73626.66666666667	136083.33333333334	17213.333333333336	57330.0	73936.66666666667	67236.66666666667	38616.66666666667	56436.66666666667	54893.333333333336	47696.66666666667	45386.66666666667	66443.33333333334	39180.0	41043.333333333336	39076.66666666667	38213.333333333336	17113.333333333336	12066.666666666668	45660.0	21580.0	16093.333333333334	12953.333333333334	44233.333333333336	12316.666666666668	17936.666666666668	9390.0	4743.333333333334	1506.6666666666667	3766.666666666667	9180.0	10073.333333333334	10293.333333333334	9410.0	9403.333333333334	8023.333333333334	6946.666666666667	6446.666666666667	5936.666666666667	5303.333333333334	5353.333333333334	5076.666666666667	4740.0	4383.333333333334	3963.3333333333335	3946.666666666667	3280.0	2950.0	2600.0	2226.666666666667	2216.666666666667	2150.0	2163.3333333333335	1826.6666666666667	1923.3333333333335	1893.3333333333335	1653.3333333333335	1470.0	1150.0	993.3333333333334	953.3333333333334	710.0	606.6666666666667	760.0	716.6666666666667	603.3333333333334	670.0	523.3333333333334	413.33333333333337	346.6666666666667	333.33333333333337	360.0	356.6666666666667	313.33333333333337	303.33333333333337	270.0	203.33333333333334	140.0	136.66666666666669	86.66666666666667	130.0	96.66666666666667	143.33333333333334	50.0	93.33333333333334	73.33333333333334	96.66666666666667	103.33333333333334	73.33333333333334	53.333333333333336	43.333333333333336	100.0	60.0	43.333333333333336	93.33333333333334	46.66666666666667	70.0	180.0	63.333333333333336	90.0	73.33333333333334	160.0	103.33333333333334	253.33333333333334	136.66666666666669	260.0	84103.33333333334
BR705_2 - Adapter 1	0.7045221043329428	1.049299911718902	1.8656329754995402	3.7000233088956422	13.09348626314424	46.80939396604803	163.90542537470975	690.0197016605686	2177.837837837838	8987.297297297298	32225.000000000004	126941.42857142858	558973.3333333334	567960.0	437366.6666666667	449770.0	505676.6666666667	278503.3333333334	392986.6666666667	300500.0	248710.0	265356.6666666667	253893.33333333334	243633.33333333334	240026.6666666667	196550.0	186713.33333333334	183016.6666666667	158813.33333333334	156933.33333333334	143906.6666666667	135330.0	132270.0	135116.6666666667	124603.33333333334	120983.33333333334	117010.0	109340.0	135026.6666666667	94926.66666666667	74643.33333333334	85943.33333333334	87643.33333333334	114423.33333333334	55340.0	102140.0	93713.33333333334	53263.333333333336	170936.6666666667	20763.333333333336	58783.333333333336	18236.666666666668	31146.666666666668	17656.666666666668	49913.333333333336	74053.33333333334	14946.666666666668	42063.333333333336	135856.6666666667	18806.666666666668	7970.0	68616.66666666667	8906.666666666668	5860.0	51783.333333333336	37470.0	4786.666666666667	9546.666666666668	5673.333333333334	4526.666666666667	6686.666666666667	8703.333333333334	3980.0	3786.666666666667	4460.0	3700.0	4336.666666666667	5576.666666666667	7460.0	6933.333333333334	6190.0	5736.666666666667	5416.666666666667	4920.0	4983.333333333334	4716.666666666667	4500.0	3966.666666666667	3596.666666666667	3653.3333333333335	2956.666666666667	2826.666666666667	2486.666666666667	2103.3333333333335	2110.0	1973.3333333333335	2110.0	1730.0	1860.0	1850.0	1570.0	1513.3333333333335	1136.6666666666667	926.6666666666667	880.0	696.6666666666667	603.3333333333334	753.3333333333334	756.6666666666667	623.3333333333334	690.0	470.0	480.0	396.6666666666667	360.0	423.33333333333337	330.0	346.6666666666667	343.33333333333337	226.66666666666669	276.6666666666667	136.66666666666669	286.6666666666667	210.0	143.33333333333334	116.66666666666667	100.0	86.66666666666667	53.333333333333336	130.0	76.66666666666667	73.33333333333334	96.66666666666667	86.66666666666667	56.66666666666667	123.33333333333334	90.0	93.33333333333334	93.33333333333334	106.66666666666667	86.66666666666667	180.0	103.33333333333334	96.66666666666667	93.33333333333334	150.0	100.0	210.0	106.66666666666667	80.0	186.66666666666669
