Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	140
BR701_1 - illumina_universal_adapter	8.42977789537318e-05	0.00010537222369216475	0.00014400870571262516	0.00023181889212276245	0.0002809925965124393	0.0003758275978353876	0.000414464079855848	0.0004495881544199029	0.0004987618588095798	0.0006462829719786104	0.0007741346033917702	0.0009251681240172064	0.0010684743482385504	0.0014836409095856796	0.0023006268839455965	0.003907202054505469	0.006445267682504076	0.010978380745741003	0.017892906064420854	0.029066576664738004	0.04721940088093286	0.07393125958689663	0.11740643411930123	0.18209584720690375	0.28553132942760645	0.4383681200411612	0.6706520549111518	0.9840529325423532	1.418419015527686	1.961072620394	2.6601140598122948	3.5328840893948437	4.756398210203606	6.491911048562159	9.154195073701022	11.240648698103346
BR701_2 - illumina_universal_adapter	8.42977789537318e-05	0.00010888463114857024	0.0001299590758870032	0.00021776926229714048	0.0002599181517740064	0.0003336787083585217	0.00036177796800976564	0.00038987722766100957	0.00042500130222506447	0.0005619851930248786	0.0006877293799641953	0.000835952974624507	0.0009890939397237863	0.0014056654640534777	0.0022317836978000493	0.0038503010537116996	0.006388366681710308	0.01089900033722624	0.017765054433007695	0.028864964476740328	0.046894854431961	0.07341493569080502	0.1165156875883568	0.1808489425598798	0.2838804979230959	0.4358848479694825	0.6669886139341209	0.9787765940613408	1.410164155523642	1.9486464252947286	2.6435038849509533	3.5104622851561347	4.725240346139325	6.4448454911278175	9.081940637433814	11.149824866095612
BR702_1 - illumina_universal_adapter	7.944710169446451e-05	9.617280731435178e-05	0.00017143848260384447	0.00028851842194305534	0.00036378409723254805	0.00046831975735684344	0.0005017711685966179	0.0005812182702910825	0.0006188511079358288	0.0008053427255975718	0.001003542337193236	0.0011774896756400635	0.0013673264344257838	0.0018231019125677123	0.002893547072240497	0.004765153531105882	0.007423704439386963	0.011987313217773205	0.019053923842175573	0.029634605217316257	0.04658861671891499	0.07189711817764739	0.1122378475622535	0.17222960847966512	0.2699612515577904	0.4195225112108224	0.6399505855753166	0.9502851816436719	1.3696262189485184	1.909593881469273	2.583899902673119	3.446081593678754	4.62202581411954	6.32614691090434	8.891059792557764	10.925753589210982
BR702_2 - illumina_universal_adapter	8.362852809943633e-05	9.199138090937996e-05	0.00014634992417401357	0.00026342986351322444	0.0003345141123977453	0.00043068691971209706	0.0004599569045468998	0.0005268597270264489	0.0005519482854562797	0.0007242230533411186	0.0009207500943747939	0.0010930248622596328	0.001272826197673421	0.0017378008139062866	0.0028057371177360887	0.004685706429411417	0.007364328184436364	0.011948007809566468	0.019023817572059773	0.029640459214283217	0.04664213897689862	0.07202088839923457	0.11255563596903136	0.1727690124859065	0.2710066081590333	0.4210253158607692	0.6418656788687936	0.9525456607581997	1.3719042600539473	1.9118133826050319	2.5862833157239526	3.4492302077616976	4.624063005064041	6.322709778399454	8.88021484503383	10.910495564259241
BR703_1 - illumina_universal_adapter	0.00010614190499245405	0.0001427425618864037	0.00022692407274248796	0.0003440461748031269	0.0004026072258334464	0.000549009853409245	0.0005819504446137998	0.000666131955469884	0.0007356732035683883	0.000991877801826036	0.0012737028599094486	0.001449386013000407	0.0017019305455686598	0.0026198750204689176	0.004416235260823967	0.007492886479329376	0.01221656725806252	0.0202738358666966	0.03215733714702418	0.04916346636622896	0.07527583902064841	0.11300599218634537	0.17095727627281165	0.25313526717052104	0.38032474591640975	0.5610866061579726	0.8233222606586054	1.1724434825466474	1.6429200384716822	2.224082836949125	2.9580204373676016	3.8732469474869142	5.131497010055737	6.913469532185775	9.610935017217315	11.725950092661883
BR703_2 - illumina_universal_adapter	9.150164223487417e-05	0.00011712210206063895	0.0001647029560227735	0.0002781649923940175	0.000329405912045547	0.0004501880797955809	0.0004758085396213457	0.000549009853409245	0.0006112309701289595	0.0008476712136638743	0.0011287642586094077	0.0013081074773897612	0.001561384023095893	0.002504216944684037	0.0042917930273845386	0.007325255470755088	0.012030635921041257	0.020076924332607153	0.031896008456801385	0.048756467061568234	0.07462654336734974	0.11203387873924206	0.1694207806964036	0.2508704185219235	0.3771866055943226	0.5563336448537244	0.8164852579508155	1.162342433257055	1.6272095725065234	2.20104711551321	2.9263389087601985	3.8313033266995866	5.0719653096045905	6.825187283731293	9.480859210668768	11.564786420160754
BR704_1 - illumina_universal_adapter	0.000137275263599174	0.000160641265913927	0.0002219770219901537	0.0003592522855893277	0.00042058804166555437	0.0005374180532393194	0.0005549425549753842	0.0006367235630770198	0.0006951385688639024	0.000853443234546354	0.001067242155726344	0.0012243785212930581	0.0013949503381907552	0.001858765484138603	0.002674823114981352	0.004230998869143903	0.0067153890652600174	0.01135938202531718	0.018504121383110785	0.02946628136907716	0.047587200314225996	0.07441779662219902	0.11817297255680552	0.18366261969453743	0.28961225229043774	0.4448828425723187	0.6787887928942118	1.001046271168649	1.4438431138843177	2.002291153356973	2.715068717368282	3.6120457349773103	4.8582037070279505	6.635842431129731	9.335340628705518	11.455833962122192
BR704_2 - illumina_universal_adapter	0.00013435451330982986	0.00014603751446720637	0.00019276951909671242	0.00032420328211719816	0.00038845978848276895	0.00048776529832046927	0.00050236904976719	0.000572467056711449	0.0006162783110516108	0.000749464524245703	0.0009509962942104478	0.0010999545589669983	0.0012676056255753513	0.0017466086730277882	0.0025796066555487337	0.004124683558611776	0.006601479803975597	0.011243136163801284	0.018414746424256855	0.029396183362132906	0.04759187351468895	0.07432141186265066	0.11803043994268554	0.183477444126193	0.2892132778009133	0.44388920332388393	0.6769936997663809	0.9978813461551155	1.4383497667401195	1.9932438372607006	2.7017057006444753	3.593058521496342	4.829814598365583	6.591319682019085	9.265490301385798	11.367787944649912
BR705_1 - illumina_universal_adapter	0.00010737076232296387	0.0001417294062663123	0.00023192084661760194	0.0003435864394334844	0.00042518821879893693	0.000549738303093575	0.0006012762690085976	0.000665698726402376	0.0007430056752749099	0.001007567233638693	0.0011991166736228603	0.001370050927241019	0.0016320355873090508	0.0024231433641046488	0.004194331459384261	0.007228199719581928	0.011864898719736798	0.020323996858589186	0.03273176215263089	0.05117805911971608	0.08000753828648116	0.12153425432251068	0.18492852929628428	0.27344842161973004	0.4080655885897692	0.594200106288465	0.8632592111444323	1.2151312375648549	1.6837590899013677	2.2627082531094787	2.986672367910985	3.8800383408107764	5.1062407924202775	6.836528357949727	9.455529735989039	11.503535976893124
