Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151
BR717_1 - Adapter 1	4617897	1835051	750441	410895	372081	334853	296171	290893	263920	250135	233465	224687	206016	199519	185527	171779	162256	147946	120506	116070	109288	96844	95237	89650	83440	73051	72569	64784	60504	57249	48303	50086	46158	46569	42908	42031	43047	34082	35872	33462	31496	30109	27781	28607	29886	24249	42680	5584	15382	20053	19221	13730	15799	15309	13914	12541	15460	10435	10750	11319	8681	5702	3608	9835	5849	4902	2994	9415	3992	4709	1903	842	450	910	1992	2039	2046	1885	1560	1444	1334	1143	963	975	902	887	817	725	716	623	561	452	387	363	346	332	302	310	294	272	253	222	187	158	137	127	92	95	119	106	78	81	74	72	57	63	55	50	36	53	44	32	25	23	28	28	37	10	23	35	11	17	14	23	12	29	32	14	20	18	14	47	22	26	13	26	13	62	29	41	8864
BR717_2 - Adapter 1	5074204	1929504	847257	432324	377699	336421	299477	323939	221746	257895	217691	224351	206631	218024	160416	165820	196845	95723	153113	106182	86804	97283	92405	91628	90339	70677	62843	69407	52091	60388	44473	50455	44852	43391	43374	41415	39429	36667	47389	21839	48842	17669	21718	39648	14856	44075	26480	14634	30280	14812	11886	13133	9356	9476	12896	15086	8912	10726	13964	7468	6794	9137	6224	5074	8099	7833	5133	4821	5286	3030	2944	2734	1558	948	683	606	589	679	761	898	969	909	828	837	833	791	729	648	674	571	517	432	388	346	332	301	272	310	272	260	246	222	164	132	134	119	112	117	118	100	86	66	88	65	53	69	49	73	55	33	36	35	44	29	25	30	17	20	19	31	17	26	13	20	13	37	31	35	16	37	17	39	28	21	27	40	14	68	36	15	38
BR718_1 - Adapter 1	5558193	2182701	907001	511624	457721	416640	368625	363452	332985	314344	295763	285097	265397	252095	241183	219415	208241	191757	152660	150493	139335	124398	121342	116558	108061	96098	93865	84053	78783	73547	63650	64118	60471	59892	58082	56636	59569	39865	50540	43262	37903	41060	36428	37650	37226	37240	56584	7245	21113	26220	26204	19424	21168	21247	19641	17435	19404	14800	14483	15891	11688	8928	5891	12908	8366	7614	4565	12535	6756	7652	2590	1117	718	1374	2893	3003	2941	2616	2437	2019	1813	1558	1424	1344	1260	1169	1203	1113	866	808	748	698	562	528	485	477	438	397	375	392	341	290	238	185	181	157	109	128	129	145	112	137	85	63	62	56	84	56	44	50	43	61	38	44	24	23	47	18	47	21	38	35	24	28	13	38	20	24	22	11	27	41	17	31	15	26	25	74	22	65	12965
BR718_2 - Adapter 1	6186618	2259321	1018421	530956	465757	418544	369902	387823	302389	317909	279719	282316	263076	271830	209172	216136	232311	142416	168211	159045	116108	124110	118312	116804	112144	93478	85074	85710	71758	71520	64250	60652	60676	58102	61424	53286	53466	45716	41500	43976	67906	26858	23181	48264	23977	82717	35857	11054	59114	6042	16561	5772	8344	4697	18763	27810	6445	15639	35337	7338	5146	21247	5433	2863	17671	17759	2572	4045	2321	961	1792	2229	873	780	840	796	915	1530	1927	1751	1616	1396	1274	1236	1188	1082	1103	988	851	802	696	672	547	523	454	427	406	421	359	349	322	296	222	181	169	151	119	138	136	144	107	110	77	74	69	83	43	61	37	50	42	52	49	53	48	28	43	27	27	27	17	29	23	21	52	45	24	28	26	44	16	44	25	31	22	42	27	83	32	17	52
BR719_1 - Adapter 1	4119450	1634456	676679	373180	337510	305242	270613	273467	241680	231285	217423	210427	197054	182921	176020	156323	152205	139815	113377	110979	104184	92456	91033	84660	78811	70200	69370	62523	58037	56130	47346	49331	45831	44153	43579	44345	36624	37159	35234	33909	32308	30501	29366	29733	31871	24653	46181	5656	18072	29660	21587	9562	19634	19053	12785	14770	27932	13043	12109	10240	12690	3141	2789	15149	4801	3306	3508	13016	2131	3760	2409	1388	348	970	2647	2847	2748	2692	2505	2165	2050	1717	1547	1559	1387	1286	1343	1225	1092	1004	872	810	692	627	546	593	515	522	490	458	360	366	277	234	236	186	185	193	165	142	162	159	112	106	83	76	106	64	51	64	56	41	31	39	18	31	38	20	34	27	24	24	17	23	32	39	23	27	26	9	25	26	22	29	21	47	24	59	46	65	15585
BR719_2 - Adapter 1	4484823	1723505	760264	390713	343528	306038	270546	294108	213406	235111	206604	211863	193322	203710	151744	153364	183584	91653	143933	102685	83322	92817	88150	87508	84931	68446	60206	66793	50540	54640	48495	46191	46491	44503	42750	40654	40808	39562	38824	37843	21619	34426	24608	41915	17478	80117	31307	7645	29957	8197	10413	7641	6856	6134	14067	18588	8697	12358	17833	8390	7878	12807	8546	4798	11048	15485	7421	5837	6050	1974	2257	2255	1093	734	715	692	727	975	1285	1576	1676	1465	1365	1440	1295	1214	1241	1137	989	939	824	768	639	603	534	555	473	510	471	422	347	366	292	224	218	185	184	210	179	133	157	145	112	107	92	95	65	67	67	53	42	30	37	52	34	29	20	23	20	28	18	19	33	21	40	30	21	30	28	18	20	40	20	26	18	41	32	79	29	17	44
BR720_1 - Adapter 1	5240616	2073025	860161	472951	423715	383890	341499	344267	311215	298067	278914	269331	244334	235209	217149	199208	189549	177390	145077	143163	135005	119559	115595	110798	100854	88767	87498	79506	76122	72292	62568	63377	61148	59184	58293	50020	53299	47522	45932	45484	42946	42123	40818	38607	39985	36324	59974	8009	24873	29918	31466	20143	25393	24503	21480	20098	24813	17254	18323	18893	16771	9604	6455	18762	10431	8621	5827	19235	7077	9159	4241	1917	864	1901	4233	4515	4473	4043	3820	3260	3030	2730	2518	2383	2207	2176	2067	1779	1737	1625	1383	1193	1139	962	898	868	822	821	758	723	684	558	445	406	356	294	301	262	307	282	256	259	184	131	132	132	111	86	82	95	98	59	47	41	41	53	72	20	38	35	37	30	25	33	31	45	26	25	35	22	31	74	32	31	17	63	33	120	58	53	20944
BR720_2 - Adapter 1	5724202	2188623	962822	498239	430745	385749	345355	380953	266366	307599	262788	269981	245946	254434	191070	195109	216848	130894	180805	136244	109231	120760	114181	112982	108392	86710	75838	85272	66971	70195	64188	65070	59309	55874	57562	54276	54426	59680	50656	44162	31701	45316	30539	52752	28187	116072	38856	9880	39841	10198	13852	11011	9507	9086	19789	26354	11679	17209	26204	11300	11597	18941	12414	7049	16310	23885	11277	8586	9473	3196	3230	3244	1516	1026	975	1034	1091	1443	1877	2325	2410	2371	2246	2161	2080	2038	1956	1638	1614	1538	1259	1144	1104	906	857	818	772	793	712	705	674	528	432	393	325	294	304	274	308	286	250	199	161	125	141	147	97	117	84	89	81	51	60	55	38	28	32	29	25	38	17	16	28	42	41	55	41	39	41	39	30	69	42	45	25	64	40	104	58	27	61
BR721_1 - Adapter 1	4463128	1794146	701251	381074	339475	304068	268695	274702	237313	234949	216149	208990	193179	180212	166669	153990	147776	133919	110626	108080	102203	89920	90417	79365	76469	64044	65332	60849	53605	56780	43230	47787	43421	42170	41471	39726	38825	32257	33070	31772	30878	28489	28549	27000	29860	22568	40963	5140	16206	22097	19992	10665	16969	16226	12824	12524	18716	10869	10698	10103	10820	4002	2966	11829	4833	3557	3071	10524	2631	4006	2170	1143	316	782	1995	2162	2085	1857	1728	1553	1396	1282	1126	1064	1007	950	909	859	758	670	574	569	462	469	356	342	373	321	349	306	230	217	171	175	127	141	99	92	102	69	103	113	70	64	46	52	63	46	42	58	42	38	22	30	40	43	32	19	15	18	16	43	24	19	22	30	19	24	31	22	17	29	16	27	15	22	21	73	25	41	12607
BR721_2 - Adapter 1	4920196	1837306	788780	399106	345217	306118	269282	286670	221680	235974	205647	207669	192036	193320	146597	151078	165377	98921	123577	109756	87263	89711	84849	82848	80436	62813	58299	59656	51782	50772	48348	45048	42957	42781	40427	39195	37034	31921	33389	34778	27980	27822	27144	35587	18775	87058	21220	7191	25486	4322	12857	3138	5351	2898	12886	18304	5689	10759	19456	6297	5218	15305	5456	1668	10141	16482	2903	2601	1821	719	1005	1471	584	602	617	640	669	726	1079	1226	1182	1130	1024	956	952	866	829	758	691	629	530	571	446	434	336	337	355	319	334	295	229	216	168	162	122	122	104	100	96	76	89	97	61	54	58	60	35	58	46	49	23	34	23	32	30	14	24	27	15	18	19	10	23	11	24	30	15	19	26	39	14	33	22	20	21	21	15	63	30	14	39
BR722_1 - Adapter 1	4533765	1774303	730681	403894	359868	324811	287989	285675	260871	245290	228685	220598	204687	192823	183248	168678	159173	145847	120505	115853	108581	96900	94322	88712	82576	72911	71661	65487	58841	58043	49062	50252	47434	45329	45924	40798	40510	38080	36483	33131	33239	30318	30172	28948	31145	25536	44338	5814	17110	20995	20869	15041	17307	16513	15515	13747	16166	11808	12002	13191	10154	7423	4702	11503	6947	6332	3791	11765	5575	6442	2567	1149	615	1176	2763	2834	2813	2717	2422	2193	1911	1664	1589	1398	1389	1306	1265	1120	1060	1054	956	774	716	600	608	585	528	561	519	498	417	415	314	252	205	195	204	184	180	161	154	162	140	109	104	87	112	84	60	72	64	57	46	40	39	44	67	43	36	21	53	35	35	21	23	39	34	30	50	34	21	53	35	41	18	56	29	117	52	99	35502
BR722_2 - Adapter 1	4933679	1852392	813496	423456	366016	326508	290180	311919	228709	250540	216563	219042	205218	202032	164455	169556	165126	122884	131303	119945	95423	97358	92278	90418	87154	71482	63133	67607	53688	57251	48960	49393	45492	46417	41536	43186	44477	33592	44448	31984	36447	31566	20750	36955	20181	81596	23935	8264	31776	5008	11755	5926	6658	4845	14855	20563	6767	12367	21901	7138	6459	16492	6585	2979	13497	17989	3892	4109	3643	1225	1867	2203	914	702	782	778	893	1465	1823	1854	1695	1509	1407	1273	1314	1206	1153	1053	982	969	896	740	695	583	573	548	494	546	493	458	424	396	303	238	206	187	202	193	198	165	162	156	141	124	112	99	69	83	64	59	50	47	52	58	37	30	23	35	18	15	10	28	29	20	29	37	41	20	30	51	19	44	33	32	34	74	23	87	55	16	62
BR723_1 - Adapter 1	4837998	1898859	789604	424924	379027	345155	307258	309639	280706	269943	247810	238557	217139	204665	191609	175481	168870	157418	130679	128874	121025	105876	104051	95793	89014	78522	78208	70836	69129	66756	56356	60510	52963	52590	50997	51259	42830	45558	43083	40163	40112	38795	38295	35667	36097	31150	54075	6924	21014	26519	26820	19696	22443	21798	19965	17751	20734	14880	16393	17503	12973	10105	6475	15261	9873	8382	5055	15500	7698	8923	3451	1583	871	1751	3979	4018	3813	3598	3183	2953	2636	2373	2200	2092	2130	1926	1855	1668	1598	1424	1268	1099	1009	943	869	919	782	708	808	694	648	560	480	398	320	294	327	257	293	238	271	226	193	168	122	157	157	131	82	109	73	56	46	51	55	47	75	32	60	40	32	44	44	30	32	46	37	34	29	25	29	61	35	35	25	77	39	119	68	165	69978
BR723_2 - Adapter 1	5220783	2039859	878624	446843	385732	347725	308964	339464	244640	272633	240588	239310	218800	219995	172801	172990	196239	114179	151387	126212	106312	107309	101473	100901	96058	76338	67241	77663	59679	70913	52026	57941	54134	53193	53525	56079	34586	47590	38711	55796	23165	38579	36869	53378	17511	67815	34527	11646	70901	6212	18046	5817	9724	4941	19747	28929	6197	16662	49626	7347	3957	26874	4372	2651	19957	19995	2479	4535	2243	1209	2433	3036	1230	978	1198	1129	1318	2277	2591	2586	2335	2139	2018	1938	2000	1828	1718	1553	1531	1341	1205	1053	990	913	840	873	738	710	775	648	645	542	449	402	306	298	331	263	288	244	249	190	181	168	135	164	119	127	79	105	64	60	54	55	42	38	27	38	25	52	17	29	38	37	31	43	40	47	33	38	31	53	31	32	22	66	30	100	56	19	49
BR724_1 - Adapter 1	4501706	1732349	731246	405138	359512	327053	292316	293677	269910	255536	239016	228952	211377	197960	185802	168917	165053	152948	124750	122549	114709	102005	98686	92283	84814	75317	74384	68099	62974	61246	52490	53109	51381	47787	46805	44976	42603	40478	38081	36924	35653	34974	32020	32231	31956	27923	47362	6065	20203	26901	24961	12775	19689	19027	15933	15740	23625	13553	13635	13023	13924	5079	3640	15629	6368	4711	3854	14635	3317	5164	2909	1347	444	1260	2975	3262	3115	2925	2655	2383	2192	1924	1716	1628	1529	1476	1391	1265	1152	1105	923	901	728	697	613	649	593	618	582	554	438	385	354	305	251	246	187	175	205	183	169	185	141	117	102	99	122	78	87	80	58	55	40	28	36	39	42	34	46	21	34	42	34	45	26	28	27	29	37	17	28	56	28	48	14	58	24	64	27	74	23671
BR724_2 - Adapter 1	4926210	1858102	823683	425428	364564	328236	294142	325230	230218	262734	225335	230273	209652	215635	162776	167172	195172	104271	155597	115084	93933	102521	96650	95189	91152	73664	63734	72154	55761	63419	49680	53131	54186	48538	52085	33839	42815	63954	45499	20287	36040	33154	17494	43967	18966	86938	24167	8348	40459	5687	13821	6258	7631	4699	16504	23412	6697	14013	30391	6998	5444	19039	6386	2959	16163	19155	3275	4191	2874	1168	1910	2423	1010	796	888	930	1002	1528	2013	1999	1908	1696	1533	1494	1417	1391	1303	1168	1081	1021	879	874	681	676	587	594	567	587	537	512	423	378	325	299	267	252	209	183	212	177	148	145	131	97	104	101	89	81	98	63	62	63	43	22	32	28	23	30	34	21	16	18	31	25	27	36	29	35	29	37	35	55	29	41	20	46	27	60	31	21	33
BR725_1 - Adapter 1	3907785	1566444	636255	352374	317031	287841	253656	254386	232569	218427	204804	197326	178340	172348	160175	146938	139969	127673	106240	103271	97522	86832	84418	79684	72881	64811	64039	58362	53991	52233	45064	46685	43123	42357	40806	38293	36122	34699	33723	32865	30413	29338	28581	27196	29763	25840	43761	5987	16589	31331	21308	7146	21901	17890	10275	14399	30528	13968	8812	8134	14707	2002	2541	14725	3387	2672	3890	12270	1520	3624	2612	1547	318	872	2479	2926	2946	2760	2546	2230	2001	1809	1692	1539	1407	1470	1452	1267	1161	1076	869	806	754	617	565	535	548	536	523	495	435	350	330	280	231	188	235	197	195	168	192	154	126	102	105	87	107	87	69	92	44	50	34	33	33	23	57	37	28	26	28	36	22	26	28	29	30	12	33	25	30	40	20	37	14	44	42	70	40	74	30219
BR725_2 - Adapter 1	4277324	1654967	722566	366567	322109	290111	253253	270626	213125	217968	200952	198508	180015	188906	139570	143381	168996	85388	130886	97431	80554	87945	82986	78868	77828	62732	59587	60976	49314	49209	48007	43679	43982	41081	40540	39340	43354	30722	29925	33358	36373	33172	16672	36872	16746	37976	30032	15158	52121	5981	18289	4448	8558	4436	14965	23152	4456	13041	39847	5981	2790	21061	2957	1887	15521	13766	1565	3028	1489	1130	1943	2520	1082	1034	1049	988	1088	1523	1972	1907	1785	1631	1557	1432	1343	1377	1342	1180	1105	1033	819	804	724	630	548	522	502	518	507	487	441	369	322	273	217	196	236	206	198	163	183	142	163	110	126	101	93	94	77	82	57	54	61	56	24	29	36	38	17	54	20	29	48	37	24	30	32	23	38	46	26	34	20	44	23	61	36	99	40	27	49
BR726_1 - Adapter 1	3519970	1381829	569107	313204	283685	258331	229205	228525	209874	199332	185346	180306	164758	160500	148936	138924	132549	119968	99532	95223	89625	78001	75717	70288	63882	55092	53435	46972	43765	40251	33407	32964	30089	28740	26393	24880	23949	21456	20714	18394	17704	15752	16075	15304	15623	13063	23244	3028	7514	10389	10122	7521	8407	8303	7549	6718	7907	6055	6094	6622	4933	3688	2405	5766	3588	3294	2035	6020	2913	3403	1246	485	302	586	1414	1423	1417	1294	1161	1170	1020	907	765	685	732	673	657	556	563	514	444	345	316	306	263	296	248	252	236	243	197	187	137	117	105	98	109	86	105	90	90	87	60	54	51	49	71	33	42	35	31	26	28	25	33	27	53	13	28	27	17	29	12	30	19	26	18	21	16	6	9	31	10	17	9	34	16	49	32	36	13484
BR726_2 - Adapter 1	3849926	1450448	632412	330206	287613	260516	232238	252196	181478	205536	174236	180820	165527	171964	134355	134370	159126	80224	123789	88568	72712	78851	74233	71775	67965	55140	45671	51630	36748	45209	28163	34333	27917	27212	27328	56349	14215	23806	5886	18259	33227	6915	11395	24610	7451	34986	10079	4003	10102	2806	4446	3867	3174	3488	6963	9278	4192	5996	9058	3905	3782	6466	4152	2055	5620	8580	3424	2312	2951	1032	1046	1138	499	298	317	341	364	567	794	916	883	851	677	657	679	626	566	498	536	483	393	381	330	289	254	266	231	258	216	230	204	191	138	115	115	102	119	98	105	95	92	69	63	62	53	66	44	42	49	28	52	43	49	39	38	44	23	16	19	49	21	19	32	15	23	28	23	35	24	28	19	50	16	30	14	39	17	72	36	11	37
BR727_1 - Adapter 1	4485477	1744468	710871	391312	348098	315363	279008	283995	254003	245406	227864	221772	200993	194051	179766	165499	158760	143917	120162	115562	108058	95185	92640	83550	75529	66636	64448	56409	52266	48698	40868	40463	36940	34599	34084	28413	29691	25538	25546	23613	22076	20475	20353	18965	18598	17560	28267	3796	10303	13557	13954	8932	11413	10965	9772	8787	11156	8167	7927	8852	7396	4330	3151	8856	4680	4207	2795	8991	3614	4383	1770	841	396	918	1987	2211	2072	1939	1825	1550	1365	1319	1151	1034	990	1027	1050	918	786	718	666	630	545	459	431	389	438	419	407	360	287	300	229	157	172	159	140	127	155	121	85	143	111	57	65	56	100	56	41	48	55	48	36	23	35	48	53	23	40	22	26	42	33	17	16	24	20	19	34	20	30	31	26	31	20	24	32	61	36	43	15012
BR727_2 - Adapter 1	4899215	1839507	797589	408974	353379	317324	278880	298548	235972	249725	217524	222569	202403	210075	158736	161732	186504	100909	143591	108787	92355	96000	90111	82744	79923	65290	60862	59450	46494	46067	43031	39050	36614	34600	33205	29186	27675	26304	24296	23115	22255	22926	17167	21883	14325	20626	18833	11901	34665	4230	13042	3843	7066	3307	9753	15014	2794	8596	28146	3917	1412	14939	1790	1109	11452	7144	973	1918	1210	922	1493	1949	945	796	924	736	726	959	1471	1333	1224	1174	1069	964	934	957	932	868	742	690	612	633	528	454	434	357	421	413	395	343	283	304	218	151	170	154	129	148	150	122	86	110	113	78	67	81	60	67	53	40	67	53	63	40	36	44	25	46	17	49	25	30	31	16	30	29	33	44	29	26	23	27	19	40	19	38	29	59	41	24	234
BR729_1 - Adapter 1	4163126	1646792	669258	371398	333539	303541	268129	264707	240779	225784	211924	205471	188622	183861	171482	160066	151236	135430	112680	106463	99348	87505	85608	77573	72535	63611	61655	54457	48003	45056	37874	39044	33223	33451	32861	28290	27796	25533	23781	21913	20414	19090	18148	18784	18518	16467	27518	3516	9933	13055	13157	8267	10775	10428	9177	8705	10664	7998	7542	7981	7588	3794	2804	8342	4121	3719	2746	8654	2959	4086	1718	902	328	698	1707	1923	1909	1770	1625	1440	1360	1189	978	1019	921	889	979	767	758	705	641	552	463	454	414	374	393	325	358	355	284	266	229	162	165	141	141	127	138	169	139	112	117	102	68	59	90	45	67	74	53	45	44	31	40	25	42	11	37	25	31	27	26	21	23	53	12	26	15	8	23	38	22	20	8	38	23	61	25	76	34146
BR729_2 - Adapter 1	4567589	1712928	747991	387510	339820	305761	269419	282876	220569	226501	206255	204648	192003	196358	153801	157119	174891	98342	133432	101809	84579	88570	82615	78015	75838	62919	58479	55986	44271	43434	39577	35415	34831	34024	29873	30103	30682	25558	21511	22076	17479	18920	18211	22242	12860	19511	18920	11494	32649	4256	11430	4379	6655	3512	9263	14377	2943	8331	27044	3773	1493	13284	1734	1169	10273	5906	929	1793	1057	933	1468	1775	823	724	782	715	740	1030	1283	1235	1195	1033	876	935	890	825	881	714	685	659	600	528	453	452	404	360	354	320	326	342	292	270	249	159	152	146	132	149	130	162	131	106	108	105	77	88	67	60	65	54	52	39	47	38	41	27	26	14	21	19	21	21	26	15	35	50	24	38	28	36	13	43	28	13	12	44	26	58	43	19	36
BR730_1 - Adapter 1	4284392	1640905	689239	380990	336829	309852	274109	278620	257152	242594	228197	220854	202269	192120	181466	165071	159773	147679	120814	118356	109942	96833	92389	86495	77546	67832	65074	57691	53388	49410	41946	40595	38477	36191	32030	30619	29164	26235	25249	23136	22767	19853	19850	18960	18510	16721	27735	3270	10610	13409	13117	9407	10709	10117	9791	8586	10053	7404	7907	8420	6876	4353	3025	8001	4554	3982	2572	8475	3692	4188	1510	709	443	890	2034	2047	1950	1792	1698	1499	1368	1211	1184	1135	1098	970	1006	865	793	727	651	628	531	465	429	418	375	388	436	339	325	305	253	207	171	154	140	148	148	132	131	145	96	97	69	60	98	59	62	62	46	63	43	37	39	43	52	23	27	23	25	43	27	28	16	40	26	20	25	13	20	34	22	24	15	49	28	60	41	25	11228
BR730_2 - Adapter 1	4682901	1743074	780886	402448	343286	311024	274226	295911	236158	246022	219724	221487	203398	205117	159153	167383	168733	122048	129467	124762	99206	97356	91378	83863	81519	68620	60951	61446	46839	53719	37464	43226	35182	36264	34744	27236	28982	32544	19991	24820	21108	23250	15420	20720	17129	60128	16126	5199	13955	3585	7350	3562	3935	2920	8704	11424	4755	7326	12085	4584	4622	8845	5304	2597	7453	11758	4308	3227	3216	1020	1173	1254	598	494	551	582	555	760	857	1040	1105	1072	1041	1039	1047	943	916	776	741	678	610	613	534	438	395	390	365	401	406	314	323	296	238	190	173	162	145	161	142	129	121	105	98	93	83	85	62	80	56	50	36	62	42	45	33	39	28	21	26	37	27	21	31	17	22	42	31	35	29	26	17	44	33	22	22	53	21	70	32	12	31
BR731_1 - Adapter 1	3200592	1274859	515610	286768	260151	235689	208778	207077	194024	181610	171039	166196	152823	147843	137410	129175	122321	109979	91984	89101	83247	73160	71361	66815	61213	53134	52117	45996	43198	40206	33303	33643	31513	30352	28635	26607	24979	24186	21783	20995	20172	19428	19028	17892	18604	16455	27829	4047	11585	14621	14558	8957	11902	11570	10896	10504	13234	9365	9063	9785	9865	4654	3579	11253	5444	4746	3559	12099	3842	5043	2471	1148	486	1100	2634	2963	2842	2732	2392	2257	2006	1732	1592	1564	1489	1400	1480	1258	1180	1047	938	863	686	655	621	596	588	594	548	527	454	403	335	317	298	207	196	218	198	200	173	163	153	124	102	90	105	74	52	84	61	58	43	35	42	39	45	17	47	31	22	40	34	29	24	29	27	16	25	16	19	31	35	15	7	34	19	51	29	70	24175
BR731_2 - Adapter 1	3507827	1327148	579442	301544	264374	236268	211230	228884	166221	187556	160511	167197	152052	162785	120363	123531	147468	72436	111662	83277	69212	73723	69751	67658	64194	54363	44857	50271	36219	42844	30340	33129	34090	27611	31415	39682	14815	18586	28671	20222	11134	18851	18923	37505	8066	52994	15180	5242	14933	3744	6800	4650	4531	4266	10156	13409	6276	9123	14403	6043	6029	11563	7225	3079	9409	16295	6501	4253	5031	1647	1805	2046	896	604	711	745	828	1210	1525	1814	1743	1550	1406	1430	1382	1342	1351	1156	1118	975	894	806	667	620	589	548	548	571	527	507	431	404	326	287	286	192	200	216	198	197	165	142	160	124	105	115	77	82	66	64	59	54	42	41	31	26	21	14	32	20	18	22	21	24	27	28	27	15	30	29	21	32	33	15	12	34	18	38	24	17	31
BR732_1 - Adapter 1	3834645	1497592	596873	322443	284032	257021	226956	227266	214688	201124	187071	179784	164519	155149	145943	133590	127703	117480	95882	93553	87964	76881	73044	68154	60849	52288	51554	45246	42312	39331	32797	32952	29866	28223	26603	24129	22535	22122	20293	18196	18128	17275	16595	15047	16573	13282	24039	3255	8492	13207	11688	5693	10135	9882	7309	7578	12404	7310	6433	6301	7592	2182	1990	8506	3042	2380	2190	8134	1658	2725	1458	790	249	627	1663	1786	1759	1616	1449	1361	1257	1030	996	929	846	821	856	743	644	613	562	467	392	364	373	323	343	317	305	302	261	246	201	161	142	134	124	102	111	97	91	103	66	56	62	54	80	51	40	46	40	28	27	19	24	31	58	16	33	23	33	27	23	18	19	20	22	16	27	21	12	40	17	32	16	32	25	61	21	57	18714
BR732_2 - Adapter 1	4193599	1574173	672561	339121	288959	258089	227181	243693	194292	203253	179508	179659	165000	167466	128745	132284	147136	84738	114640	90387	74487	77189	72399	66395	62185	51779	50266	44916	40602	37059	35220	30811	31010	27518	26347	24362	22134	22710	20331	22423	21613	18058	10324	16584	11975	26551	18445	6762	22273	2825	8788	2110	4019	1875	8170	12181	2866	6817	17219	3584	2658	11293	2690	1401	9242	9838	1349	2102	1185	604	1103	1381	582	480	557	548	651	923	1128	1119	1102	928	896	860	789	802	761	682	623	568	539	454	374	347	349	317	319	336	275	285	253	223	192	147	141	128	133	111	122	101	100	88	66	62	60	58	33	55	32	32	33	39	34	31	25	24	14	18	22	21	18	13	37	27	28	33	21	33	20	34	14	53	21	31	23	27	24	63	26	8	32
BR733_1 - Adapter 1	3308563	1309622	515265	280103	246483	222264	197273	196790	179994	172444	161238	156744	143034	137839	126933	117796	111904	101193	85004	81031	76709	67410	65017	59892	54750	47871	46366	43372	35676	35768	30027	29735	28556	26440	24402	22698	22455	20593	19350	18365	17529	16491	15595	15759	16236	13916	23932	3101	9349	12414	12534	7046	10174	10068	8509	8317	11368	7854	7127	7837	8090	3142	2594	8970	4021	3400	2810	9542	2709	3693	1881	871	352	773	1958	2119	2098	2032	1813	1698	1503	1433	1293	1170	1074	1069	1061	903	882	784	701	629	568	515	464	450	457	454	454	395	345	338	314	204	185	176	178	140	143	137	129	115	91	76	74	73	98	62	61	60	51	43	24	21	34	38	42	22	24	33	21	24	24	14	25	21	17	17	19	20	20	25	19	26	8	30	25	54	29	88	35110
BR733_2 - Adapter 1	3657831	1335222	571648	294397	250869	223319	198797	212318	161742	170949	157035	156209	143881	146902	113195	114476	131343	70387	103171	75966	63326	67772	63425	59962	58287	47226	40906	43379	33432	35108	30323	28836	29167	27001	30178	32302	12866	25984	20151	39577	26976	4479	5174	21141	6231	30525	9557	3204	14458	3441	5149	5258	4209	4312	8558	11218	5039	7431	11381	5050	4701	8248	5178	3095	7941	10304	4378	3471	4506	1713	1883	1991	959	628	538	585	691	1105	1317	1368	1301	1245	1178	1048	1017	996	997	839	810	765	656	598	563	492	436	416	428	455	433	352	348	333	271	195	181	176	178	138	156	133	123	101	86	72	83	79	65	65	55	56	38	45	42	27	22	29	18	18	14	29	31	30	22	17	13	26	17	40	26	26	30	31	30	28	9	29	22	69	31	10	42
BR734_1 - Adapter 1	4494529	1760012	709625	393783	355406	318445	281069	279268	255546	245547	230379	225058	208381	198952	187457	171460	162208	147941	120015	116647	107482	96702	91821	85233	77751	67910	64832	56847	53132	48774	40423	39999	36692	35323	32667	31319	28619	26214	25013	22597	22063	19509	19311	18079	18075	15904	27214	3354	10525	13132	12500	8006	10044	9679	8619	7893	10287	6634	6825	6695	6249	2944	2413	7066	3164	2779	2006	6460	2059	2551	1204	579	229	495	1145	1273	1199	1034	968	853	685	614	533	494	470	401	487	364	355	297	266	239	214	173	162	144	147	128	125	155	96	115	63	70	68	61	50	51	49	36	35	41	35	31	23	25	52	15	17	25	9	38	11	17	19	34	43	7	18	15	26	34	28	18	21	38	27	23	17	18	21	21	9	44	14	31	18	16	30	44	8249
BR734_2 - Adapter 1	4902726	1816849	789715	411151	358167	318460	284689	314301	208748	255801	209173	225283	205971	216590	161989	163933	195724	93715	154675	105117	82981	96518	88960	88646	82390	66522	53137	61652	44185	50605	37344	38787	36369	36662	28666	31207	40133	16761	21407	23296	20938	30870	7771	32466	7915	46323	12854	4387	16057	4083	5789	4830	3990	3757	8287	10813	4488	6763	10263	4191	3849	7202	4089	2160	6045	7653	2829	2297	2569	867	1046	1158	509	282	305	327	345	470	642	697	578	513	489	467	422	367	433	339	332	287	239	200	224	193	153	161	148	157	123	120	95	91	50	68	59	65	52	61	59	43	41	36	34	40	25	44	40	26	30	23	16	34	37	30	10	12	26	19	10	35	24	38	28	16	35	46	35	33	38	16	18	28	20	7	17	38	11	42	21	21	10
