Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
BR701	3966.7871759446793	4437.294788584887	4720.100588441613	4884.872374960281	5013.184960188952	5129.476661541313	5237.203282132117	5332.412380751211	5404.064037239337	5488.322664213723	5566.571444584469	5622.823173809044	5650.661704040521	5671.198793093521	5697.26007684399	5741.07781168454	5785.11810664063	5816.408992232658	5849.240655285807	5890.375348853239	5912.298602239359	5946.992023581223	5976.071291940343	6023.921006542008	6053.898728377865	6073.0771403323815	6092.002405366969	6112.591341517692	6112.513833764118	6133.0420288677815	6158.273965779014	6178.721880724938	6188.120661925057	6200.128470516027	6204.554362583372	6218.230954896588	6227.684317720751	6245.929973175653	6270.123260624274	6266.580001102177	6276.111695040631	6297.131176070609	6315.833670804906	6337.398396972369	6353.367290595021	6359.737035830351	6367.621429791582	6389.373068556539	6404.2893532247745	6400.218381652804	6404.7676028688875	6410.882023196848	6408.831462660926	6404.949143864469	6410.341455380074	6425.932515679737	6443.335593777889	6471.099895198897	6499.673761947555	6522.021924121788	6546.755145126981	6570.742400208648	6587.584162839595	6606.057313304531	6625.383797133269	6641.697602890389	6663.908341669393	6700.06710775535	6713.126516525133	6718.252060570034	6755.262059042971	6788.600631942999	6811.24472958798	6823.938471867565	6853.387412587379	6871.021445147633	6893.191938527309	6909.522103838128	6913.789836057594	6926.610154272798	6938.05902789889	6946.629623691153	6950.692617087419	6930.835042077868	6936.312651349766	6931.117357743072	6924.02708024395	6901.054340220356	6853.068983935918	6764.864527666135	6638.508049425226	6505.42984002768	6326.936986033989	6090.201907654768	5744.149679848151	5275.619795637056	4593.411285300445	3614.027022311419	2192.5856665889137	666.8679109768324
BR702	3925.6530376348983	4353.704021773534	4643.215110392175	4831.871553640671	4960.792046445323	5076.0771750163485	5178.344251742366	5273.481395918242	5351.062532924088	5418.977064372879	5475.312497534802	5542.331338548769	5590.706039153988	5628.8556331098725	5664.256972546884	5710.200137564441	5734.321433409022	5760.060930212671	5798.21425482727	5835.835269425727	5853.311598269037	5880.604918520821	5920.755783865157	5962.436312769908	5988.192549591543	6014.590362322097	6040.480069461315	6060.577410916446	6065.206654813034	6084.579095998491	6102.570321590144	6123.761546203888	6142.032805520121	6169.37328085233	6180.443518269533	6196.091858076801	6204.373210493013	6219.505143816606	6222.306442873497	6224.21178649811	6225.789262225266	6237.990476770269	6253.786505520823	6263.2527239552455	6273.220745590571	6286.323549116682	6296.284352204038	6295.2729567625465	6307.179414074371	6298.999059957207	6301.743064498504	6308.689863135313	6314.633095587355	6322.559355872091	6325.671651468082	6335.947850709892	6364.901093133599	6387.33241721948	6394.28919321734	6405.721149731534	6428.761542661025	6447.611811429712	6476.822655518202	6483.94712774556	6491.62270556444	6501.161877352823	6501.1485909320045	6497.473332116437	6498.604723711826	6508.165593139108	6527.489871771086	6556.666791804001	6582.55324446593	6586.497559816944	6607.341062397486	6622.820072829743	6627.693229565862	6632.7416548427245	6646.58221333615	6673.42875594076	6679.685438711691	6697.763607732813	6723.107865542366	6731.908918454175	6736.066764995187	6710.008320247338	6697.45635354403	6672.659156094279	6627.67524756738	6536.982698862507	6422.521214931652	6251.865655588845	6047.340613757827	5786.074121826998	5443.241737743399	4985.747693085401	4332.497380493541	3399.9687791869287	2068.727567210397	635.1217805419149
BR703	4403.289387147714	4871.338694716604	5170.365730041934	5358.933023885666	5508.2474748783325	5642.3413173836025	5784.31847224897	5905.901215927842	5995.991008120342	6078.639478638791	6138.808771093053	6178.271790618879	6222.873590546855	6271.0040846188185	6330.370941381535	6393.24603376917	6435.847536399752	6472.400118825937	6510.1270588923635	6549.299311414024	6557.112312182829	6597.701485088349	6636.772260701592	6664.042471173878	6674.497296418979	6699.503485894724	6722.6644637566405	6755.553953827722	6770.487356114728	6789.055103223451	6822.881051888299	6852.0715668302855	6876.541033499128	6897.276486293129	6894.854931889594	6899.996937567876	6900.678095353199	6923.888656154711	6942.312045842136	6956.93507185285	6973.8791080487	6993.589529042728	7014.003360828116	7028.565832812338	7044.3271664480135	7050.351291874368	7043.7240501336755	7061.896235607349	7089.362405117538	7101.945484324962	7106.872948534396	7112.005051358399	7128.896064222148	7134.741322147286	7150.911983374982	7161.954366634112	7181.4975098128425	7203.284314465317	7228.272639150182	7222.757217309135	7225.576536990857	7233.502781068075	7250.383200194787	7254.223043778172	7272.565170991835	7288.09243601288	7294.674421772998	7305.41819040692	7322.13796252609	7321.850899828811	7322.396319941734	7335.0621870699315	7365.372128681437	7389.170003659385	7400.487660418255	7409.573411801094	7419.452158251975	7433.560322435752	7452.801545633298	7466.271096726949	7476.561109537969	7485.5010682583825	7504.022201299622	7515.410773218312	7513.26430668963	7505.566897434612	7495.7945363311	7453.240945092136	7386.51381810455	7293.892376235813	7163.024541613851	7014.686055562554	6827.607744895334	6559.63424057116	6158.859268783911	5647.025172252392	4898.913527478951	3843.9852215673523	2334.470975170905	711.0609869071037
BR704	4168.9117896609005	4689.063888216147	5010.161091156034	5217.8014486946795	5370.49528519273	5491.598113261768	5580.858193441634	5658.979100329395	5754.364606052406	5863.892231276463	5947.248563269753	5985.84082768331	6020.448040579507	6040.720590408332	6101.745719865533	6156.516515794355	6192.941477863464	6217.252662245157	6249.640602078586	6269.800684147434	6287.774016138964	6321.861813977793	6346.6664927286	6371.239872805277	6380.8078788224275	6401.385554228304	6429.132482867791	6468.052425540484	6481.659343171078	6486.097790541635	6500.1593504518	6524.866966051471	6533.230789644264	6555.122114318968	6554.0533224504015	6563.959533456985	6566.901788027352	6572.373593681273	6596.820279920164	6598.151504265807	6605.530654630176	6608.058924242469	6610.7535331126255	6618.463353072673	6626.924093206923	6624.171189156118	6615.968728674977	6626.182229579939	6637.935174921445	6655.252573204231	6669.355509707399	6681.535643492793	6696.1660088312865	6709.1446660258525	6728.145079161311	6739.811825445484	6746.740752698929	6753.044917037656	6757.518215814065	6764.807998644132	6789.838765345875	6826.352671715128	6841.156746277437	6842.417627954849	6841.518379136483	6841.853605124923	6856.598677719439	6883.792008772658	6919.349895047084	6938.635626333678	6949.203544656155	6975.668698586721	6994.1465889758665	7007.176732891659	7041.173362400629	7054.805131196621	7072.127305696362	7090.757472388806	7114.353890636871	7124.679535487271	7150.967461754571	7162.844629400412	7165.295297527248	7159.1800927221175	7170.219239418319	7177.104384329639	7166.811733169497	7123.484990897341	7044.869189298076	6968.878346166834	6872.868645545711	6729.778641742974	6546.0704071091495	6281.229883334366	5918.099805601486	5408.010659825091	4683.560246528818	3657.700251121036	2216.5072003720493	679.9558815365403
BR705	4009.7192339145045	4483.813899947347	4794.758902972166	4967.3071496430775	5089.616682716826	5201.060147509382	5301.083880317697	5418.651763084181	5521.424274055078	5599.060062888201	5677.516794659682	5748.501512834505	5788.8818853962175	5833.486132030308	5868.599418988036	5910.889698275712	5953.846417107845	5979.379839608684	6010.265225747001	6047.073522571674	6073.667947892083	6099.723337983421	6138.171875221305	6161.702160882013	6188.067909767491	6216.1471350646525	6248.687009926367	6285.366081479507	6298.569193792991	6312.883338655418	6323.164371670475	6322.975533226163	6316.190397409467	6308.239939480542	6312.8106613653645	6333.2299246675975	6345.458321946682	6364.273479995605	6378.220758482877	6400.937235861377	6418.967725068815	6423.088201143845	6434.52771411235	6458.122215984477	6484.403625892758	6495.629332087576	6485.112685232128	6479.9839932113055	6495.496051903993	6503.915867998261	6507.89456221288	6518.337661610707	6525.8195797971675	6542.089442714464	6562.774826670216	6576.554550407208	6579.6508063591755	6574.203855335892	6582.183519762362	6590.852426214526	6619.418495954184	6628.8512690028165	6636.736411480265	6636.7851902063785	6653.711091005554	6649.684640519119	6648.164182198414	6660.876113064186	6678.340489402119	6697.381509667521	6711.03706671428	6737.460478468855	6770.54431235574	6791.470596234755	6807.531665892279	6820.797303676332	6832.112850032666	6834.291822037991	6839.212038297055	6843.7197092196475	6846.738890351416	6839.4255574974995	6839.660951452069	6845.973246088167	6844.261420777947	6815.358021770847	6779.865203185011	6738.934539453349	6674.86209539492	6576.303008239152	6455.2651894867095	6301.915856234512	6120.641599192169	5862.956224653381	5496.044749558212	4997.564149426338	4315.723023283958	3387.213947134267	2060.468127549668	631.8942530149274
BR707	3887.6778262969124	4318.615307000918	4592.21754844058	4780.567220740405	4917.414561321242	5043.159613305594	5147.998707994384	5252.433086058591	5355.063845103353	5435.972494693416	5502.628679386088	5576.712281038978	5628.452168247626	5675.263208147673	5725.8810924707695	5785.568005712557	5829.423989417953	5859.087819862139	5877.98230662553	5901.99831366894	5915.379426164364	5947.040949762456	5992.285737173446	6030.884517263157	6060.517536435321	6087.436862979648	6118.073800493	6136.521811661894	6140.698291799816	6152.124742312012	6165.753371247257	6188.082596910467	6205.786481508076	6208.512161306059	6220.021511048001	6234.627742436763	6248.367949125546	6253.118921334992	6272.026424533245	6288.639454845385	6292.374665594848	6286.154190737366	6298.2793617921925	6325.992630488874	6352.5276544534045	6374.114280402246	6385.218231504239	6394.529991431192	6402.947532463773	6405.569434172722	6415.860603246148	6437.421093632748	6446.5347702693825	6463.727753623039	6483.82813226044	6510.697165521739	6519.256761007609	6510.494151250068	6505.502223601298	6509.530926144377	6524.311319775105	6544.885584563944	6562.504402320869	6572.374286144702	6594.834806518049	6612.886173343442	6623.100263580669	6633.276693474386	6668.90729214116	6689.924085972112	6694.1988199256975	6705.237111664334	6722.179752466741	6726.791483506662	6722.77433248864	6716.887724318083	6730.753103456208	6735.982097865057	6758.505481667469	6775.958748881019	6787.460675175023	6796.688287437849	6809.48739418767	6830.118370171998	6839.677329852288	6821.414701829687	6802.678857786145	6761.233922314227	6696.108253571054	6615.097714931817	6502.807709133443	6379.914609899111	6208.753763569072	5961.194853632319	5592.450731439739	5103.985702699146	4430.33561162317	3474.950780853002	2106.366943325712	644.5257092650028
BR708	3984.155606023407	4476.9355078657345	4752.9418590547375	4928.647163133761	5068.298156342096	5206.340080084728	5316.5238637118255	5398.648994808257	5466.478046066252	5541.298196411744	5583.686647428081	5657.75200213173	5722.268592184996	5775.438183924137	5821.277954794515	5865.300795850368	5904.566175006154	5941.14867789141	5985.2974491262385	5998.206030706652	6002.09573658746	6019.32422899504	6045.7051205277085	6080.950426258608	6096.61533838186	6126.136025065678	6158.88251273077	6191.609886640027	6205.891553105743	6216.567882894799	6227.772237706081	6258.513070381285	6287.876271881841	6309.7463845305065	6317.679152063448	6332.873594047311	6362.3510812709155	6368.493546258177	6370.505340414462	6358.80945531135	6356.222320292117	6364.353655624	6372.583828015911	6393.183696105722	6419.422960986243	6421.213023329447	6408.029965451865	6403.377978571518	6408.036314871538	6428.375555773306	6444.556004026179	6468.6005563322415	6489.183427027645	6502.87545259787	6517.798732271	6533.115559572913	6543.436079533288	6551.2708181673215	6563.999934782338	6582.8951603061305	6598.583572551586	6604.3727867242915	6608.584122353275	6619.976337416417	6627.610191142488	6639.0820701935345	6650.27289535473	6661.875787837319	6680.629147736633	6684.716165452055	6712.418926642104	6754.24203734962	6793.981015556456	6809.903651208386	6815.053516425069	6826.567741373703	6845.168161315493	6863.876323840212	6884.47876011194	6903.010780047401	6919.651787034381	6919.795974644033	6938.56739490462	6955.635331634413	6951.707678161491	6921.016840460285	6892.085394739403	6839.299763562752	6776.558563205724	6694.217224338041	6579.701048685086	6417.366827165558	6204.425338920584	5936.036856787523	5582.988858032	5125.599638251897	4471.357244366324	3527.2286628845977	2142.1859331689275	652.8313974349267
BR709	3851.797284403238	4277.762731721388	4546.285425127559	4727.301113533121	4859.396755056105	4979.690213424431	5090.185072431801	5184.2504839907715	5269.695197856132	5358.864050959657	5442.747127128371	5518.790714618432	5562.55165107336	5598.793900266884	5641.424722607064	5693.307829870716	5730.467843853825	5745.133304378309	5777.997719696146	5815.087914630768	5843.692279108684	5878.468691540083	5920.184782998263	5957.727130738828	5984.4036234207115	6001.652155248256	6013.597747063903	6033.739726552943	6048.465187140564	6075.118675110524	6090.191586657759	6108.697402864869	6123.740240382912	6136.346887297973	6133.66190480577	6150.845757464018	6171.413252615466	6195.508817390745	6203.891855334505	6204.543440513153	6209.6114368798535	6220.212487861715	6212.410131219604	6199.9640874717425	6200.928307608013	6209.423643914899	6226.615807529616	6248.688871531315	6276.533635323953	6304.572959340191	6316.797759447022	6324.969591493149	6337.500313231341	6361.062930325054	6367.835288510826	6376.505276948694	6393.011180081754	6398.832306313814	6399.188368914303	6412.6165009679535	6434.1328285032705	6458.0651728673065	6486.156355719074	6512.749328267477	6545.497027282444	6558.937800271203	6557.523228235538	6576.462804552542	6597.720358394322	6609.078270002516	6612.248677080704	6615.880536204714	6648.838742473105	6669.76341474617	6688.953230645806	6701.576266026705	6719.364014658976	6737.238607924162	6754.133103776413	6764.9796350335155	6770.075183267223	6745.47139532483	6745.378979730597	6747.4154822134715	6753.358900758618	6740.076614065962	6716.041029797705	6682.783460977204	6649.313310668313	6592.999233806717	6477.966154187301	6322.8772818799025	6136.212297634283	5888.822294168265	5540.252113494062	5085.502096061909	4427.359633244395	3482.421167694553	2121.6029512760833	648.5114497048287
BR710	3929.2694819016315	4347.601916607498	4631.433943874859	4782.873465038678	4866.774625499676	4965.000916464053	5078.084561884524	5181.4751860941615	5269.799804577695	5344.54945545767	5412.091701284476	5470.95174826856	5529.841641760923	5589.905286695865	5641.919442561247	5698.5190732617375	5738.860715807803	5760.636801297329	5800.40681116844	5829.876123687033	5844.702833105192	5870.303843061992	5891.9139327404055	5922.6728915556305	5945.845635426819	5975.45425827201	5994.478423954411	6012.555299056991	6018.159150226486	6049.757431478438	6065.473965490827	6072.76941226256	6061.859835096962	6060.838362645272	6064.665479470223	6086.719689403911	6097.735705958729	6117.557774075617	6148.425013434648	6171.198424012508	6177.0315006214005	6194.073481884628	6216.289215305702	6227.927169599346	6236.248238285273	6229.064398990173	6226.936596550395	6227.579425852962	6235.1938698758395	6242.378653115198	6242.0688154721065	6244.113187937802	6251.898771427559	6254.444630953711	6271.790924247565	6290.775321186707	6299.694646485783	6297.996019293664	6305.085646007975	6307.753422287405	6319.76611779482	6334.395887272075	6351.693378992891	6364.350787065122	6369.095868313198	6373.041885569069	6390.379598199125	6399.591953100494	6394.009976986119	6394.313760954135	6398.345911427349	6396.0798519938435	6403.055237964755	6415.738400347848	6409.794005280868	6408.798575773016	6424.143527758342	6442.638584669689	6454.080622293282	6462.100317747873	6460.7325497364645	6455.651349318465	6461.879300591943	6451.916674686468	6433.177681190705	6408.054554684686	6398.112362336065	6361.8921529607005	6294.786027823893	6221.475160977726	6115.129929781469	5986.009609428816	5815.085328526939	5598.6499972398615	5275.193946394758	4838.563031298424	4218.13220488325	3329.9784110749583	2027.6897126460249	619.0449630714179
BR711	3147.4080752893046	3489.7456915315784	3713.386399301241	3879.1076679029484	4005.9922301601027	4102.454642026154	4187.956478465693	4272.944799138688	4357.270567939439	4440.9556573958425	4502.427173377028	4560.487308611999	4616.957272403278	4686.423688829977	4745.548904606954	4790.851741518841	4829.444659644421	4859.546888620722	4892.948492568807	4938.255280728996	4978.443521031087	5016.318664596713	5055.116641665924	5096.425861140489	5115.647727232709	5143.155188237611	5173.116728721013	5217.609535682962	5252.081716674807	5268.016716348575	5285.290055229044	5322.363389640762	5354.7066098334135	5378.634673579084	5401.01858410768	5431.413273498547	5457.237697899862	5484.187587222882	5513.83395316288	5537.120468815358	5554.620142917103	5577.285255914022	5594.9506690756525	5603.490762829544	5623.48191595362	5626.762836901791	5639.880250296397	5663.942091147851	5690.568769464283	5710.754164491484	5715.282793791833	5719.111594036663	5730.553973585403	5757.369391021256	5792.806200014543	5817.584876251238	5852.112097945256	5891.541761515224	5919.945514189896	5932.117818770499	5958.243882493779	5991.45830798468	6034.287075707914	6070.57601629622	6107.338224340682	6133.917426122713	6159.991215002076	6206.327799035801	6248.656664325689	6262.0811962590815	6283.247162317507	6314.428016378037	6362.328108937784	6406.260192716519	6432.782813991242	6478.801483626827	6537.208900831198	6591.497205852937	6622.66775875862	6644.653588990087	6671.967528744226	6694.200975137304	6731.323437989987	6763.762698529453	6785.646439926037	6795.153226906141	6797.402202864553	6782.976162070236	6739.229241484416	6693.342758568479	6612.607297209845	6502.569946816042	6352.274427185278	6142.2240503707635	5801.8403426391205	5310.499410614065	4605.467175612369	3598.5086514993964	2172.933863191367	654.3291849744907
