Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_total_bases	tss_up_5kb_tag_count	tss_up_5kb_tags_kb	tss_up_10kb_total_bases	tss_up_10kb_tag_count	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_total_bases	tes_down_5kb_tag_count	tes_down_5kb_tags_kb	tes_down_10kb_total_bases	tes_down_10kb_tag_count	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct
BR712	49629262	68804575	54501780	48439693	42476802	42476802.0	14580559	1603997	1603997.0	17808982	3508538	3508538.0	85124588	2041681	2041681.0	36626081	235433	235433.0	161455822	595881	595881.0	301139461	924124	924124.0	34601673	1582390	1582390.0	147675048	3178248	3178248.0	279706221	3946638	3946638.0	14302795	61.73543256389564	2.3312359679570727	5.099280098743434	2.967362272058217	0.342176374172793	0.866048514942502	1.343114175183845	2.299832532938398	4.619239345639444	5.736011013802498	20.787563908359292
BR713	54767078	83591014	81082984	48439693	69223996	69223996.0	14580559	2701187	2701187.0	17808982	5960995	5960995.0	85124588	1372683	1372683.0	36626081	276654	276654.0	161455822	424972	424972.0	301139461	507642	507642.0	34601673	903106	903106.0	147675048	1189143	1189143.0	279706221	1316481	1316481.0	2508030	82.81272434379132	3.2314322685450376	7.131143306863104	1.6421418216077628	0.3309614117134648	0.5083943592310054	0.6072925494120696	1.0803864635497782	1.422572766015256	1.5749073219760201	3.0003583878046984
BR714	53737632	81619832	79135745	48439693	67475220	67475220.0	14580559	2631542	2631542.0	17808982	5782569	5782569.0	85124588	1428232	1428232.0	36626081	264577	264577.0	161455822	415480	415480.0	301139461	501636	501636.0	34601673	863567	863567.0	147675048	1184099	1184099.0	279706221	1316546	1316546.0	2484087	82.67012850504275	3.2241453278168963	7.084759743195747	1.7498590293594332	0.3241577365657895	0.509042949267526	0.6146006279454238	1.058035747978506	1.4507491267563501	1.613022188038809	3.0434845786009457
BR715	50343932	76019294	73520452	48439693	61824466	61824466.0	14580559	2355149	2355149.0	17808982	6092542	6092542.0	85124588	1446341	1446341.0	36626081	240590	240590.0	161455822	393689	393689.0	301139461	483990	483990.0	34601673	863028	863028.0	147675048	1180706	1180706.0	279706221	1317964	1317964.0	2498842	81.32733513678777	3.0980937549880427	8.014468011239357	1.9025972537971743	0.3164854438137771	0.517880368633784	0.6366673176417555	1.1352749474363706	1.5531662264582462	1.7337230203690133	3.287115505176883
BR716	54148386	83214924	80649794	48439693	68394089	68394089.0	14580559	2641146	2641146.0	17808982	6298365	6298365.0	85124588	1451260	1451260.0	36626081	270057	270057.0	161455822	426006	426006.0	301139461	513954	513954.0	34601673	907539	907539.0	147675048	1215863	1215863.0	279706221	1350980	1350980.0	2565130	82.1896911183864	3.173885011299175	7.568792588214104	1.7439900563990178	0.32452952790054823	0.5119346140362996	0.617622387061244	1.0905964415709855	1.461111711163733	1.6234828262295835	3.082536012410466
BR717	53470336	83148946	80766534	48439693	69542754	69542754.0	14580559	2727109	2727109.0	17808982	5521220	5521220.0	85124588	1303141	1303141.0	36626081	258950	258950.0	161455822	415643	415643.0	301139461	503136	503136.0	34601673	784565	784565.0	147675048	1044361	1044361.0	279706221	1169174	1169174.0	2382412	83.63636263050167	3.279787815951389	6.6401563286202085	1.5672369436889793	0.3114290829375035	0.49987765328979633	0.6051020779024667	0.9435657789336259	1.2560123131326282	1.406120048713546	2.8652341546217555
BR718	63930584	99123785	96049063	48439693	81395296	81395296.0	14580559	3103334	3103334.0	17808982	7557443	7557443.0	85124588	1802541	1802541.0	36626081	304152	304152.0	161455822	503147	503147.0	301139461	620579	620579.0	34601673	1044776	1044776.0	147675048	1400171	1400171.0	279706221	1569870	1569870.0	3074722	82.11479817886293	3.130766243439957	7.6242478028860585	1.8184747485177246	0.3068405832162281	0.5075946202013977	0.6260646725707659	1.054011406041446	1.4125479570821473	1.583747029030419	3.101901324692151
BR719	48046152	74054202	71798775	48439693	61320429	61320429.0	14580559	2249847	2249847.0	17808982	5339727	5339727.0	85124588	1327522	1327522.0	36626081	218825	218825.0	161455822	371342	371342.0	301139461	462589	462589.0	34601673	727217	727217.0	147675048	975498	975498.0	279706221	1098661	1098661.0	2255427	82.80479344035062	3.038108492479603	7.210565850132313	1.7926356157345398	0.2954930227997055	0.5014462244829807	0.6246627301446042	0.9820063958018208	1.3172756895010496	1.4835903572359068	3.0456435139224105
BR720	61322804	94881430	91814670	48439693	77969058	77969058.0	14580559	2976123	2976123.0	17808982	7010642	7010642.0	85124588	1743743	1743743.0	36626081	299082	299082.0	161455822	496302	496302.0	301139461	617756	617756.0	34601673	992909	992909.0	147675048	1330991	1330991.0	279706221	1497348	1497348.0	3066760	82.17525600109526	3.1366759543990854	7.388845214495608	1.837812731110819	0.3152165813689781	0.5230760118181187	0.6510820926708208	1.0464734774760458	1.4027939924598523	1.5781254561614426	3.2322025500669627
BR721	52175118	79205076	76559344	48439693	65256160	65256160.0	14580559	2575409	2575409.0	17808982	5590429	5590429.0	85124588	1413073	1413073.0	36626081	235882	235882.0	161455822	392676	392676.0	301139461	487957	487957.0	34601673	800963	800963.0	147675048	1098045	1098045.0	279706221	1236316	1236316.0	2645732	82.38886103713858	3.2515706442854753	7.058170110208593	1.7840687382207676	0.29781172105686765	0.49577125587254034	0.6160678388844675	1.0112521071250535	1.3863316032926982	1.560905010683911	3.340356620578206
BR722	52827484	81736413	79374188	48439693	67814517	67814517.0	14580559	2664773	2664773.0	17808982	5816994	5816994.0	85124588	1403359	1403359.0	36626081	238589	238589.0	161455822	389943	389943.0	301139461	480667	480667.0	34601673	805111	805111.0	147675048	1067665	1067665.0	279706221	1193878	1193878.0	2362225	82.9673269366494	3.2602030138024283	7.116771811359032	1.716932452125101	0.29190050216664143	0.4770737859514339	0.5880696036905853	0.9850089702370471	1.3062293301273202	1.46064398495197	2.890052197421485
BR723	57186000	87974898	85203926	48439693	72438597	72438597.0	14580559	3002288	3002288.0	17808982	6234831	6234831.0	85124588	1637082	1637082.0	36626081	273360	273360.0	161455822	448690	448690.0	301139461	554295	554295.0	34601673	882336	882336.0	147675048	1188890	1188890.0	279706221	1336833	1336833.0	2770972	82.34007500639558	3.412664371602909	7.087056810227844	1.860851262368045	0.3107249979420266	0.5100204833428735	0.63006040654915	1.0029406342704712	1.3513968495877084	1.5195618641126472	3.14973027874383
BR724	52332692	80585781	77451801	48439693	65232586	65232586.0	14580559	2627232	2627232.0	17808982	6037785	6037785.0	85124588	1589866	1589866.0	36626081	249352	249352.0	161455822	424562	424562.0	301139461	534343	534343.0	34601673	900529	900529.0	147675048	1257351	1257351.0	279706221	1429989	1429989.0	3133980	80.94800992249489	3.260168192698908	7.492370149021699	1.9728865071122161	0.30942431394938025	0.5268448040479995	0.6630735513998431	1.1174787770562153	1.5602640867872213	1.7744929468388473	3.888998730433599
BR725	47547962	72170261	70033940	48439693	59955042	59955042.0	14580559	2402697	2402697.0	17808982	5007499	5007499.0	85124588	1181958	1181958.0	36626081	224436	224436.0	161455822	356106	356106.0	301139461	435136	435136.0	34601673	716944	716944.0	147675048	942388	942388.0	279706221	1051608	1051608.0	2136321	83.07444253249963	3.3292064719012173	6.938452113953142	1.6377355210063602	0.3109812780086801	0.49342484711258006	0.6029297857188018	0.9934064115411749	1.3057843867295975	1.4571209601140283	2.960112614806811
BR726	41622748	63544599	61642458	48439693	52386548	52386548.0	14580559	1958318	1958318.0	17808982	4846579	4846579.0	85124588	1038556	1038556.0	36626081	189442	189442.0	161455822	300949	300949.0	301139461	367946	367946.0	34601673	699324	699324.0	147675048	946618	946618.0	279706221	1044511	1044511.0	1902141	82.44059892485906	3.0818008624147586	7.627051041741565	1.634373363501751	0.2981244716014338	0.4736027998225309	0.5790358359173846	1.1005246881800292	1.4896907288690264	1.6437447343085758	2.993395237256907
BR727	51828682	80129992	77680329	48439693	66263709	66263709.0	14580559	2620880	2620880.0	17808982	5696235	5696235.0	85124588	1379495	1379495.0	36626081	245270	245270.0	161455822	395544	395544.0	301139461	483728	483728.0	34601673	811479	811479.0	147675048	1107185	1107185.0	279706221	1236282	1236282.0	2449663	82.69526471436562	3.2707853009644627	7.108742753899189	1.721571368683027	0.30609013414103425	0.4936279040187599	0.603679081859886	1.0127032085564167	1.3817360670646266	1.542845530297819	3.0571112499299886
BR729	48367362	75370489	73253454	48439693	62827994	62827994.0	14580559	2548548	2548548.0	17808982	5092252	5092252.0	85124588	1258405	1258405.0	36626081	231820	231820.0	161455822	372039	372039.0	301139461	455841	455841.0	34601673	726588	726588.0	147675048	960087	960087.0	279706221	1070414	1070414.0	2117035	83.35887803514184	3.3813605746938964	6.75629423075655	1.6696256276113586	0.3075739630666321	0.49361362110838897	0.6048003748522847	0.9640218733355969	1.2738234987436527	1.420203071788482	2.808838085155584
BR730	48428542	76142215	73780355	48439693	62452246	62452246.0	14580559	2439486	2439486.0	17808982	5682783	5682783.0	85124588	1539286	1539286.0	36626081	229482	229482.0	161455822	388702	388702.0	301139461	484126	484126.0	34601673	778363	778363.0	147675048	1050577	1050577.0	279706221	1182428	1182428.0	2361860	82.02052698361875	3.2038547867303304	7.4633802024277855	2.021593409122653	0.3013860313887638	0.5104947367239053	0.6358181200796431	1.0222489587412187	1.3797562889390598	1.552920413465776	3.1019060845550657
BR731	37551930	58188032	56570890	48439693	48593142	48593142.0	14580559	1774392	1774392.0	17808982	4158720	4158720.0	85124588	889437	889437.0	36626081	160510	160510.0	161455822	262754	262754.0	301139461	319536	319536.0	34601673	568666	568666.0	147675048	752353	752353.0	279706221	835663	835663.0	1617142	83.51054388641293	3.049410572950809	7.147036696480816	1.528556593905771	0.27584710202950324	0.4515602108694792	0.5491438514366666	0.9772903128945829	1.292968629700348	1.4361424012415474	2.779165997571459
BR732	43541664	68292006	66372333	48439693	57026873	57026873.0	14580559	2141843	2141843.0	17808982	4789468	4789468.0	85124588	1061988	1061988.0	36626081	193950	193950.0	161455822	316169	316169.0	301139461	385759	385759.0	34601673	658802	658802.0	147675048	865970	865970.0	279706221	966402	966402.0	1919673	83.5044631724539	3.136301194608341	7.0132190874580544	1.555069271211626	0.28400102934448873	0.46296633898849016	0.5648669918994619	0.9646839192276765	1.2680400689943125	1.415102669556961	2.810977612811666
BR733	38270922	58406440	56680815	48439693	48331682	48331682.0	14580559	1885940	1885940.0	17808982	4265981	4265981.0	85124588	917200	917200.0	36626081	191927	191927.0	161455822	298570	298570.0	301139461	358597	358597.0	34601673	657133	657133.0	147675048	836593	836593.0	279706221	921415	921415.0	1725625	82.75060421419282	3.2289932411562834	7.303956549996885	1.5703747737407039	0.328605886611134	0.5111936286477997	0.6139682541856686	1.1251036700747383	1.4323643077715402	1.5775914436832652	2.9545115230443764
BR734	51130974	77159930	74335380	48439693	62308080	62308080.0	14580559	2264044	2264044.0	17808982	6419632	6419632.0	85124588	1406001	1406001.0	36626081	254617	254617.0	161455822	411785	411785.0	301139461	508477	508477.0	34601673	979239	979239.0	147675048	1285447	1285447.0	279706221	1429146	1429146.0	2824550	80.75186175000418	2.9342224649503956	8.319903867201539	1.8221906111112334	0.3299860432740154	0.533677259686472	0.6589910073790891	1.2691030175895701	1.6659514854406945	1.8521867502990217	3.6606435490545417
BR735	44603422	68301641	66052294	48439693	56055306	56055306.0	14580559	2392848	2392848.0	17808982	4747327	4747327.0	85124588	1261534	1261534.0	36626081	246173	246173.0	161455822	390503	390503.0	301139461	478043	478043.0	34601673	740816	740816.0	147675048	1003916	1003916.0	279706221	1117236	1117236.0	2249347	82.07021848860117	3.5033536017092177	6.950531393528305	1.8470039394807514	0.3604203301645417	0.5717329690512121	0.6998997286170621	1.0846240136455874	1.4698270573030594	1.635738151591409	3.29325469647208
BR736	40651986	61854875	59966651	48439693	51513316	51513316.0	14580559	2165778	2165778.0	17808982	4019251	4019251.0	85124588	948943	948943.0	36626081	215315	215315.0	161455822	333266	333266.0	301139461	403115	403115.0	34601673	628674	628674.0	147675048	823635	823635.0	279706221	916248	916248.0	1888224	83.2809313736387	3.501386107400589	6.497872641404578	1.5341442368123772	0.34809705783093087	0.538786958990702	0.6517109605346385	1.016369364581207	1.3315603660988726	1.4812866407053606	3.0526680395037578
BR737	47916180	71706325	69352164	48439693	58754583	58754583.0	14580559	2368077	2368077.0	17808982	5345395	5345395.0	85124588	1234964	1234964.0	36626081	250033	250033.0	161455822	389315	389315.0	301139461	473879	473879.0	34601673	817992	817992.0	147675048	1058945	1058945.0	279706221	1175266	1175266.0	2354161	81.93779697955516	3.3024659958518305	7.454565549133915	1.7222525349053937	0.3486903003326415	0.5429297903636814	0.6608608096984471	1.1407529252126645	1.4767804653215737	1.6389990701657073	3.2830590606895553
BR738	52420458	79606795	76733672	48439693	65352460	65352460.0	14580559	2597521	2597521.0	17808982	5643827	5643827.0	85124588	1305400	1305400.0	36626081	264382	264382.0	161455822	413366	413366.0	301139461	504858	504858.0	34601673	887083	887083.0	147675048	1188717	1188717.0	279706221	1329606	1329606.0	2873123	82.09407249720329	3.2629387981264664	7.089629723191343	1.63980976749535	0.33210984062352966	0.5192596938489987	0.6341895814295752	1.114330755308011	1.4932355962829555	1.6702167195652078	3.609142912988772
BR739	37097020	56154959	54456864	48439693	46615148	46615148.0	14580559	1904207	1904207.0	17808982	3850220	3850220.0	85124588	871948	871948.0	36626081	193630	193630.0	161455822	293391	293391.0	301139461	350045	350045.0	34601673	593220	593220.0	147675048	783946	783946.0	279706221	865296	865296.0	1698095	83.01163215166802	3.390986359726485	6.856420285161279	1.5527533374211884	0.3448137144931403	0.5224667691414395	0.6233554546803248	1.0563982425844172	1.3960405527141422	1.540907544781575	3.023944866561117
BR740	37292380	56724445	55048133	48439693	47069476	47069476.0	14580559	1973371	1973371.0	17808982	3873833	3873833.0	85124588	913414	913414.0	36626081	200109	200109.0	161455822	301602	301602.0	301139461	357692	357692.0	34601673	590495	590495.0	147675048	778875	778875.0	279706221	860347	860347.0	1676312	82.97917414617278	3.4788722921837314	6.829212696571998	1.610265204005081	0.35277383498419423	0.5316966961950884	0.6305782277816909	1.040988589663592	1.3730852721432532	1.5167129444809906	2.9551844888037246
BR741	37647632	57111044	54438023	48439693	46475454	46475454.0	14580559	1890161	1890161.0	17808982	3594360	3594360.0	85124588	1023264	1023264.0	36626081	188290	188290.0	161455822	314827	314827.0	301139461	401533	401533.0	34601673	635743	635743.0	147675048	914766	914766.0	279706221	1053251	1053251.0	2673021	81.37734971190511	3.309624317146085	6.293633854775969	1.7917094984290605	0.32969104889765277	0.5512541497227751	0.703074172484047	1.113169985125819	1.6017322323857361	1.8442159803627474	4.680392464896982
BR742	48471966	74307265	69961923	48439693	59116684	59116684.0	14580559	2226891	2226891.0	17808982	5071285	5071285.0	85124588	1384055	1384055.0	36626081	229725	229725.0	161455822	410466	410466.0	301139461	536874	536874.0	34601673	931672	931672.0	147675048	1411216	1411216.0	279706221	1626134	1626134.0	4345342	79.55707157301511	2.9968684757809347	6.8247499083703325	1.862610607455408	0.30915550451224383	0.5523901330509203	0.7225053970160253	1.253810108607819	1.8991628880433158	2.1883916734117452	5.847802364950453
BR743	46025638	69607619	66515884	48439693	56151370	56151370.0	14580559	2278595	2278595.0	17808982	4888262	4888262.0	85124588	1365799	1365799.0	36626081	229550	229550.0	161455822	392561	392561.0	301139461	502975	502975.0	34601673	824440	824440.0	147675048	1165782	1165782.0	279706221	1328883	1328883.0	3091735	80.66842510444151	3.273485047664107	7.0225961902245215	1.962140092738986	0.32977711822034883	0.5639626891992958	0.7225861295442385	1.1844105743654296	1.6747908012770842	1.909105668447013	4.441661766939622
BR744	46028780	71591642	69395065	48439693	59016553	59016553.0	14580559	2305249	2305249.0	17808982	5172473	5172473.0	85124588	1335363	1335363.0	36626081	229491	229491.0	161455822	374296	374296.0	301139461	459081	459081.0	34601673	750095	750095.0	147675048	989448	989448.0	279706221	1106346	1106346.0	2196577	82.43497613869508	3.2199973846109016	7.2249676854736755	1.8652498569595597	0.3205555754678738	0.5228208063729004	0.6412494352343532	1.0477410198246326	1.3820719463313889	1.5453563699516768	3.06820312907476
BR745	40765152	61692755	59217575	48439693	50023127	50023127.0	14580559	1911907	1911907.0	17808982	4629376	4629376.0	85124588	1065604	1065604.0	36626081	199276	199276.0	161455822	318881	318881.0	301139461	397670	397670.0	34601673	780172	780172.0	147675048	1065371	1065371.0	279706221	1189891	1189891.0	2475180	81.08428129040436	3.099078651942193	7.503921651740144	1.7272757554756633	0.3230136180496397	0.5168856537530218	0.6445975706547714	1.2646087859101123	1.7268980774160596	1.928737012960436	4.012108066822433
BR746	37681024	58059222	56126224	48439693	47710734	47710734.0	14580559	1905810	1905810.0	17808982	4094566	4094566.0	85124588	1082497	1082497.0	36626081	194320	194320.0	161455822	315021	315021.0	301139461	392893	392893.0	34601673	626210	626210.0	147675048	839684	839684.0	279706221	939724	939724.0	1932998	82.17597886516633	3.2825276232602634	7.052395569475594	1.8644703850836997	0.3346927383904662	0.5425856378165039	0.6767107557865657	1.078571118297107	1.4462543090914997	1.6185611305642364	3.3293556706633103
BR747	34292728	53636165	51559972	48439693	42898765	42898765.0	14580559	1636558	1636558.0	17808982	4341851	4341851.0	85124588	1303200	1303200.0	36626081	172421	172421.0	161455822	309429	309429.0	301139461	400197	400197.0	34601673	621679	621679.0	147675048	860712	860712.0	279706221	979401	979401.0	2076193	79.98104450607161	3.0512211303697794	8.095006419642418	2.4297039133950014	0.3214640718627068	0.5769036619228836	0.7461327632204875	1.1590668348492104	1.6047232310512878	1.8260086268285587	3.8708826404721517
BR748	54349330	83504750	80830382	48439693	69004755	69004755.0	14580559	2766656	2766656.0	17808982	5681035	5681035.0	85124588	1506345	1506345.0	36626081	272948	272948.0	161455822	441216	441216.0	301139461	543811	543811.0	34601673	868806	868806.0	147675048	1186782	1186782.0	279706221	1327780	1327780.0	2674368	82.63572431508386	3.3131720051853337	6.803247719441109	1.8039033707663337	0.3268652382050123	0.5283723381005272	0.6512336124591716	1.0404270415754793	1.4212149608255817	1.5900652358099387	3.2026537412542395
BR749	45919020	68495222	66033236	48439693	55732387	55732387.0	14580559	2263394	2263394.0	17808982	4937636	4937636.0	85124588	1420144	1420144.0	36626081	238425	238425.0	161455822	392098	392098.0	301139461	490435	490435.0	34601673	758066	758066.0	147675048	1053641	1053641.0	279706221	1189240	1189240.0	2461986	81.36682438959026	3.3044553093061	7.208730559337409	2.073347539482389	0.3480899733414982	0.5724457685530241	0.7160134468941498	1.106742890766892	1.5382693408892083	1.7362378940825973	3.594390861307085
BR750	38653332	58690992	56607072	48439693	47750709	47750709.0	14580559	1911357	1911357.0	17808982	4327355	4327355.0	85124588	1163151	1163151.0	36626081	198294	198294.0	161455822	320386	320386.0	301139461	395850	395850.0	34601673	650288	650288.0	147675048	941938	941938.0	279706221	1058650	1058650.0	2083920	81.35951936201727	3.256644563104335	7.373116133392327	1.9818220145265222	0.33786104688774043	0.5458861557494206	0.6744646606075426	1.107986043241525	1.6049106820344765	1.8037691371786662	3.550664129173349
BR751	35741486	54033467	52113781	48439693	44401644	44401644.0	14580559	1840260	1840260.0	17808982	3698973	3698973.0	85124588	941958	941958.0	36626081	186640	186640.0	161455822	295685	295685.0	301139461	365414	365414.0	34601673	566449	566449.0	147675048	766317	766317.0	279706221	865532	865532.0	1919686	82.1743383595948	3.405778126360095	6.845707309508753	1.7432862488723888	0.3454155551410388	0.5472256666410097	0.6762734658503405	1.0483299174565275	1.4182265964906526	1.6018442792131031	3.5527722106005153
BR752	33609964	49883135	46303675	48439693	38688324	38688324.0	14580559	1582139	1582139.0	17808982	3326018	3326018.0	85124588	1034024	1034024.0	36626081	182440	182440.0	161455822	311455	311455.0	301139461	409356	409356.0	34601673	688136	688136.0	147675048	1090720	1090720.0	279706221	1263814	1263814.0	3579460	77.55792413608327	3.171691193827333	6.667620228760682	2.0728929727451972	0.3657348320228871	0.6243693384547704	0.82063005863605	1.3794962966942634	2.1865506247752875	2.533549665633485	7.175691744313985
BR753	43074174	67130934	64465753	48439693	54744617	54744617.0	14580559	2202820	2202820.0	17808982	4685435	4685435.0	85124588	1221242	1221242.0	36626081	212404	212404.0	161455822	352532	352532.0	301139461	445594	445594.0	34601673	745084	745084.0	147675048	1030257	1030257.0	279706221	1166045	1166045.0	2665181	81.54901732783875	3.281378447676596	6.979546865830885	1.8191941139981755	0.31640256934306915	0.5251409134274819	0.6637685094624186	1.1098966685015883	1.5346978488337433	1.736971215088412	3.9701235201047553
BR754	47281336	72375065	69713682	48439693	59237896	59237896.0	14580559	2431081	2431081.0	17808982	4891803	4891803.0	85124588	1470417	1470417.0	36626081	240081	240081.0	161455822	406915	406915.0	301139461	517279	517279.0	34601673	737624	737624.0	147675048	1022039	1022039.0	279706221	1165206	1165206.0	2661383	81.84848745904408	3.3590035463180588	6.758961805422905	2.0316624240682892	0.3317178367991794	0.5622309285663508	0.7147199107869541	1.019168687447811	1.4121424277822754	1.6099550307830466	3.6772098235766695
