Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
s01	79190.0	96907.0	105492.0	110935.0	114663.0	117580.0	119939.0	121893.0	123571.0	124976.0	126263.0	127453.0	128495.0	129503.0	130377.0	131198.0	131983.0	132659.0	133300.0	133886.0
s02	70582.0	87593.0	96605.0	102452.0	106500.0	109798.0	112440.0	114599.0	116471.0	118059.0	119517.0	120780.0	121963.0	123015.0	124003.0	124923.0	125759.0	126504.0	127254.0	127948.0
s03	82241.0	99592.0	108004.0	113285.0	116937.0	119737.0	121967.0	123825.0	125428.0	126856.0	128083.0	129242.0	130233.0	131163.0	132006.0	132801.0	133492.0	134148.0	134770.0	135356.0
s04	74738.0	92799.0	101802.0	107529.0	111737.0	114839.0	117348.0	119410.0	121184.0	122728.0	124060.0	125289.0	126340.0	127341.0	128294.0	129164.0	129968.0	130702.0	131373.0	132008.0
s05	64911.0	82369.0	91810.0	97834.0	102213.0	105603.0	108354.0	110721.0	112705.0	114370.0	115943.0	117311.0	118546.0	119689.0	120695.0	121657.0	122536.0	123307.0	124076.0	124797.0
s06	65851.0	85058.0	94915.0	101275.0	105760.0	109274.0	111988.0	114268.0	116171.0	117811.0	119247.0	120427.0	121537.0	122615.0	123541.0	124367.0	125186.0	125902.0	126617.0	127263.0
s07	71635.0	89804.0	98960.0	104963.0	109200.0	112467.0	115080.0	117234.0	119129.0	120767.0	122233.0	123551.0	124756.0	125832.0	126773.0	127678.0	128560.0	129336.0	130122.0	130810.0
s08	72260.0	90586.0	100042.0	106101.0	110375.0	113582.0	116235.0	118442.0	120258.0	121857.0	123309.0	124545.0	125682.0	126712.0	127681.0	128549.0	129382.0	130123.0	130833.0	131513.0
s09	73018.0	91586.0	101087.0	107019.0	111307.0	114523.0	117039.0	119236.0	121000.0	122617.0	123946.0	125212.0	126311.0	127347.0	128244.0	129066.0	129846.0	130563.0	131237.0	131884.0
