Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
s01_1	0.1017367755374262	0.0002136467740609906	0.0	0.00011818757714012246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047365944376926	0.0	0.002509213176205677	0.0008909525045947694	0.014991639592620148	0.014064321679674573	0.01661444594027491	0.01672354216532733	0.000904589532726322
s01_2	0.03806549119120714	0.14407974788589697	0.14270695372065403	0.01777359333145688	0.05298439996712567	0.14516616446037736	0.022728380219254322	0.07155348660625645	0.07921749641618901	0.07098073142473124	0.0720944220554747	0.06426222223191966	0.06798967658787737	0.05711187381494226	0.08269493858973492	0.1246788025307415	0.1130236891543079	0.09583648803250777	0.028228648232313865	0.04010195405885232	0.0759991577771426	0.07551731611649441	0.05552088719959445	0.07610370832615117	0.07854928203774293	0.0681805949817191	0.06977612727311076	0.08970891672539681	0.08118122846713258	0.08268584723764721	0.097322924098847	0.10305047591409909	0.10783707278827406	0.09765930412609196	0.10568242234348874	0.10890076098253516	0.12576067342917802	0.14322516078965303	0.14375245921073973	0.15738039599020462	0.1764676896983344	0.16800818658072794	0.18077244491186115	0.18349985053817167	0.1783632366086202	0.19007744377362387	0.19080020626459615	0.18834099552487285	0.17582220370010757	0.16200334852680096	0.14447976737775586
s02_1	0.10300136385725599	0.0002877541771664427	0.0	0.00011217535720047765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004394347688592625	0.0	0.00225813871234005	0.0007657187426293474	0.014563287678288097	0.013929253050633226	0.016636093191775187	0.016597075676227195	0.0009461747520388115
s02_2	0.03770067439824749	0.1440380358348568	0.1445257547792067	0.017748092384892965	0.0527029091264505	0.1466424549976853	0.022513106471191514	0.07141668502115628	0.07903973212134525	0.07059244000520494	0.07206535121714164	0.06405700615091624	0.067729529801871	0.0566924500912327	0.08174657226248722	0.1259436629994754	0.1144530046705917	0.0973487012922406	0.02825843563563337	0.03971495363841259	0.07584517303585339	0.07568910297366142	0.055092731953765024	0.07598173434027136	0.07845934657756887	0.06796851208460246	0.06960724773761813	0.0893744965521197	0.08103450260373635	0.08198067735577516	0.09695852613676069	0.1029282060156035	0.1075127640924926	0.09730480658724912	0.10523999381182203	0.10877595615835882	0.125577873791213	0.14289189631563454	0.14386245701489084	0.15724546484785218	0.1761592055097414	0.16792650972911505	0.18078765829162197	0.18303604262507503	0.1780661865821495	0.18959098523713774	0.190688352861925	0.188254635329619	0.1760860476680889	0.16200560174470724	0.14424775498092726
s03_1	0.10242491982865089	0.00022576829875664472	0.0	0.000147775613731622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004535890365928953	0.0	0.0023890390886612224	0.0007552975812949569	0.015089532113262291	0.014260346725101524	0.016990090700977317	0.017100922411276035	0.0010385341742805657
s03_2	0.03767046686708597	0.14468464047773555	0.1438144063079827	0.018118932194760542	0.053338786800797115	0.1462321795437584	0.022777968905465847	0.07123195069680101	0.07889165334189009	0.07069421165794429	0.0718189482735683	0.06409767245609105	0.0675498749879881	0.05656111615577832	0.08237259002090162	0.1247349326239666	0.11349577622404491	0.09583659038311608	0.028163569050351625	0.03934115227788514	0.07594845570173529	0.0752547312928285	0.05540764539303983	0.07573089715929707	0.07814046063875435	0.06798909695102376	0.06972135553421109	0.08939193167315367	0.08083736558935645	0.08181843146940805	0.09698185138953615	0.1026383734929299	0.10714963458990359	0.09729382212963625	0.10526549551482539	0.10864791511801587	0.12549023020526157	0.14295238189454823	0.14356811361842997	0.15707726764039576	0.17602538522331707	0.16747902889583827	0.17984292191138398	0.18230995368507022	0.1777945877099373	0.18865609531921154	0.18998197096463693	0.18729738064851245	0.175442492524709	0.1616131580063247	0.14400323070330642
s04_1	0.10305525800924857	0.0002812885939054335	0.0	0.00016285129120840888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046980130069819775	0.0	0.0024279647052890055	0.0007797122427554122	0.01482933727518996	0.01409897390855831	0.016724334118342354	0.016753943444016612	0.0010215217357618376
s04_2	0.038176290569340944	0.1444688348523082	0.14528309130835024	0.01794818624621161	0.05376066564922444	0.146067738438718	0.022996576273672284	0.07214312200532513	0.0798267420177946	0.07171378678304842	0.07288829003479391	0.06512077693291406	0.06847650050932974	0.05774311995241189	0.08346375418811575	0.1264564950671357	0.11532832350122776	0.09743442101875228	0.028276906018914635	0.040125571176229474	0.07671282793438534	0.07637725557674377	0.05604058372614216	0.07673750237244722	0.07909637865116295	0.06903414280952824	0.0708748558889445	0.09013572224004814	0.08158849689541285	0.08279260947283261	0.09759233742234831	0.10304045334641145	0.10782729433041618	0.097903235341928	0.10577931597128014	0.10899192780693694	0.1253806895676377	0.14288967081634787	0.1434769224422206	0.1567961841080235	0.1754056452942935	0.16704594567892853	0.1795608206639141	0.18190489227979273	0.1773845352268563	0.1885176416803766	0.18970694959495923	0.1868891287682925	0.17486280765693213	0.16108953633079065	0.14404936940525623
s05_1	0.10130781984127236	0.00028415680198568775	0.0	0.000171678067866353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004416270297527563	0.0	0.0021844554152649744	0.0006334328710930956	0.01502479090499324	0.014190080299160282	0.01700204865214365	0.01709084765276418	0.001000468740324609
s05_2	0.03815397059995328	0.14130288972075794	0.14260527506319232	0.01778347985760429	0.05225525189849303	0.14357022420326873	0.022578625891112772	0.07110431976354366	0.07848647668179683	0.07053600615957228	0.07194495030275132	0.06434967578300886	0.06784835640745765	0.05720431619974377	0.08231075364185421	0.12255446072307724	0.11112306937652802	0.09365334598778292	0.028415680198568775	0.039858911411867405	0.07526011299258434	0.07549691032757241	0.055659213588946585	0.07576922726280869	0.07824967934680876	0.06828643147718559	0.06999137228909971	0.08878124082040331	0.08055253342956777	0.08160036163689	0.09594436020379252	0.10182285404487143	0.10674823861262336	0.09680275054312429	0.10450458386361136	0.10763030868545392	0.12458499787059997	0.1412318505202615	0.1422027195937126	0.1554337706861712	0.17414076015022897	0.16608965076063448	0.17836167264639138	0.18087764433063963	0.1756148235605297	0.1874961298435563	0.18815916238152292	0.18570239003102162	0.17382700368136975	0.15986188085044814	0.142771033197684
