Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_total_bases	tss_up_5kb_tag_count	tss_up_5kb_tags_kb	tss_up_10kb_total_bases	tss_up_10kb_tag_count	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_total_bases	tes_down_5kb_tag_count	tes_down_5kb_tags_kb	tes_down_10kb_total_bases	tes_down_10kb_tag_count	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct
s11	48403002	56762246	54279275	48439693	42145590	42145590.0	14580559	2817966	2817966.0	17808982	6233156	6233156.0	85124588	1330214	1330214.0	36626081	301819	301819.0	161455822	480317	480317.0	301139461	583175	583175.0	34601673	775885	775885.0	147675048	1048864	1048864.0	279706221	1169174	1169174.0	2482971	74.24933467220448	4.964507570753983	10.981165192089122	2.3434837303654263	0.5317249074323098	0.8461909699626756	1.0273994443419312	1.3669032758147026	1.847819763862057	2.059774026559837	4.374335363685222
s12	36222778	42371066	40139417	48439693	30625924	30625924.0	14580559	2096386	2096386.0	17808982	4778692	4778692.0	85124588	1232241	1232241.0	36626081	264956	264956.0	161455822	384092	384092.0	301139461	456397	456397.0	34601673	628378	628378.0	147675048	852441	852441.0	279706221	949777	949777.0	2231649	72.28027730055221	4.947682930611187	11.278196304997378	2.9082133548398335	0.6253229503359675	0.9064959564623651	1.0771430673941504	1.4830356168051093	2.0118469523518714	2.2415697542280384	5.2669172873771934
s13	34394214	39403903	37266872	48439693	26924572	26924572.0	14580559	759349	759349.0	17808982	7754389	7754389.0	85124588	297019	297019.0	36626081	110259	110259.0	161455822	202376	202376.0	301139461	259535	259535.0	34601673	897980	897980.0	147675048	1166354	1166354.0	279706221	1272008	1272008.0	2137031	68.32970835401763	1.927090826510257	19.679240911744202	0.7537806597483503	0.2798174586918458	0.5135937929803552	0.6586530273409718	2.2789113048014555	2.9599961201812928	3.2281269193054305	5.42339930133317
s14	33465410	39888034	38201152	48439693	31073278	31073278.0	14580559	1403499	1403499.0	17808982	3941932	3941932.0	85124588	779801	779801.0	36626081	162837	162837.0	161455822	249701	249701.0	301139461	314647	314647.0	34601673	452624	452624.0	147675048	607803	607803.0	279706221	687995	687995.0	1686882	77.90125229034854	3.518596579615832	9.882492579102795	1.9549747676207856	0.4082352115925292	0.6260047812835298	0.788825541013127	1.1347362971060444	1.5237727685450728	1.7248155173554054	4.229042724943525
s15	27565402	32655127	31307065	48439693	25290576	25290576.0	14580559	1189356	1189356.0	17808982	3263419	3263419.0	85124588	727854	727854.0	36626081	142465	142465.0	161455822	218803	218803.0	301139461	273165	273165.0	34601673	377982	377982.0	147675048	501651	501651.0	279706221	562695	562695.0	1348062	77.44748933299202	3.6421723302438846	9.993588449372744	2.228911864283976	0.4362714620586225	0.6700417977244431	0.8365148909082486	1.157496646698082	1.536209000197733	1.7231444238449907	4.1281787083541275
s16	31331238	36343770	34341174	48439693	26094734	26094734.0	14580559	762332	762332.0	17808982	5717910	5717910.0	85124588	581283	581283.0	36626081	105724	105724.0	161455822	192265	192265.0	301139461	260938	260938.0	34601673	655854	655854.0	147675048	837101	837101.0	279706221	923977	923977.0	2002596	71.79974449541146	2.0975589488927535	15.73284774804595	1.5994020433213174	0.2908999259020184	0.5290177656308083	0.7179717459140865	1.80458438956663	2.303286092774635	2.542325686080448	5.510149332333988
s17	35066866	41637344	39664136	48439693	32562339	32562339.0	14580559	1543725	1543725.0	17808982	3737358	3737358.0	85124588	766022	766022.0	36626081	168659	168659.0	161455822	263717	263717.0	301139461	341715	341715.0	34601673	432802	432802.0	147675048	629899	629899.0	279706221	712977	712977.0	1973208	78.20464965296537	3.7075491654799113	8.975975989246576	1.8397475112725732	0.4050666632338508	0.6333665278938061	0.8206935581673989	1.0394563111422286	1.5128222395741668	1.7123498559370165	4.739034266931147
s18	22553128	26559783	25020075	48439693	20005055	20005055.0	14580559	983709	983709.0	17808982	2640038	2640038.0	85124588	654309	654309.0	36626081	119376	119376.0	161455822	187647	187647.0	301139461	245179	245179.0	34601673	312561	312561.0	147675048	435597	435597.0	279706221	491785	491785.0	1539708	75.32085258377299	3.7037539049170696	9.939983319893841	2.4635329287140637	0.44946150350701286	0.7065080313344427	0.9231212468866934	1.176820608812956	1.6400623453888912	1.8516152786338655	5.797140737181475
s19	20397854	23413083	21560915	48439693	16039074	16039074.0	14580559	405438	405438.0	17808982	3924679	3924679.0	85124588	287326	287326.0	36626081	72197	72197.0	161455822	135517	135517.0	301139461	186405	186405.0	34601673	476898	476898.0	147675048	647938	647938.0	279706221	717993	717993.0	1852168	68.50475010061682	1.7316728429143655	16.76276037632464	1.227202756680955	0.30836178217110494	0.5788088651118694	0.7961574304417749	2.0368868123860495	2.7674185411635026	3.066631592259763	7.910824900761682
s20	20633962	24304580	22862465	48439693	18412542	18412542.0	14580559	872411	872411.0	17808982	2424071	2424071.0	85124588	487289	487289.0	36626081	97850	97850.0	161455822	156337	156337.0	301139461	206107	206107.0	34601673	296344	296344.0	147675048	405867	405867.0	279706221	460045	460045.0	1442115	75.75749920385377	3.5894921862463782	9.973721002378975	2.004926643455678	0.40259901631708916	0.6432409035663237	0.8480171226986848	1.2192928246445733	1.6699198258106087	1.8928325443188072	5.933511297047716
s21	27235672	32469724	31025762	48439693	25364311	25364311.0	14580559	1181577	1181577.0	17808982	3046402	3046402.0	85124588	621596	621596.0	36626081	131958	131958.0	161455822	207987	207987.0	301139461	266862	266862.0	34601673	335895	335895.0	147675048	479365	479365.0	279706221	545014	545014.0	1443962	78.11680505815201	3.639011529632959	9.382284863277556	1.9143864604454293	0.4064032081085752	0.6405567229336473	0.8218794837923477	1.034486772970414	1.4763445479240906	1.6785298205799346	4.447102784119754
s22	28881876	34361694	32530461	48439693	26542762	26542762.0	14580559	1320278	1320278.0	17808982	3032615	3032615.0	85124588	651776	651776.0	36626081	148065	148065.0	161455822	245169	245169.0	301139461	317902	317902.0	34601673	398859	398859.0	147675048	574126	574126.0	279706221	665128	665128.0	1831233	77.24520799236498	3.8422960171870453	8.825568960598975	1.896809860421899	0.43090134031226746	0.7134950913654025	0.925163934001624	1.1607664045899484	1.670831478797291	1.9356670832351863	5.329286152190285
s23	34341240	40866697	38937941	48439693	31999351	31999351.0	14580559	1313679	1313679.0	17808982	3980491	3980491.0	85124588	674484	674484.0	36626081	147804	147804.0	161455822	227333	227333.0	301139461	288640	288640.0	34601673	428606	428606.0	147675048	603636	603636.0	279706221	681296	681296.0	1928756	78.30177956393197	3.2145465536399973	9.740182819277027	1.6504490196504014	0.3616734672733644	0.5562793587159736	0.706296376240047	1.0487904123986336	1.477085363664208	1.6671178490397696	4.719627818220787
s24	35457136	41630104	39087662	48439693	30293720	30293720.0	14580559	1142565	1142565.0	17808982	5467047	5467047.0	85124588	825709	825709.0	36626081	153363	153363.0	161455822	272488	272488.0	301139461	361095	361095.0	34601673	642454	642454.0	147675048	882926	882926.0	279706221	997526	997526.0	2542442	72.76878289806818	2.744564366209606	13.132436565616073	1.9834420783575268	0.3683944676189135	0.6545455663526567	0.8673891374376581	1.5432438026097652	2.120883483740516	2.3961650444111307	6.107219909899817
s25	32253350	37339298	33258119	48439693	26069548	26069548.0	14580559	1081647	1081647.0	17808982	3792416	3792416.0	85124588	794286	794286.0	36626081	174479	174479.0	161455822	326503	326503.0	301139461	452277	452277.0	34601673	592260	592260.0	147675048	921622	921622.0	279706221	1067945	1067945.0	4081179	69.8179917576383	2.896805933523442	10.156634439137019	2.1272119256232402	0.4672798079921053	0.8744219026292352	1.2112627291493268	1.586157297333228	2.4682360123642386	2.8601100106381216	10.929983204290556
s26	36522410	40846056	28870180	48439693	20630664	20630664.0	14580559	882177	882177.0	17808982	2829118	2829118.0	85124588	1233688	1233688.0	36626081	217274	217274.0	161455822	619144	619144.0	301139461	982692	982692.0	34601673	913421	913421.0	147675048	1880530	1880530.0	279706221	2311841	2311841.0	11975876	50.508337940877325	2.159760540895307	6.926294181254611	3.0203356720658663	0.5319338542746943	1.5157987346440498	2.4058430512850495	2.236252626202148	4.603945115288488	5.659887946096926	29.31954066752491
s27	26158334	30765876	28660272	48439693	22763549	22763549.0	14580559	915092	915092.0	17808982	3492770	3492770.0	85124588	565448	565448.0	36626081	112745	112745.0	161455822	191604	191604.0	301139461	262195	262195.0	34601673	429615	429615.0	147675048	584366	584366.0	279706221	661218	661218.0	2105604	73.98960133623369	2.974373295920454	11.35274028927374	1.8379063869333672	0.3664612052652101	0.6227809018017234	0.8522266682736418	1.3964009996009865	1.8993965912103399	2.1491928264938727	6.843959196871236
s28	32604466	37026543	27764453	48439693	20885907	20885907.0	14580559	817699	817699.0	17808982	2625141	2625141.0	85124588	959094	959094.0	36626081	159010	159010.0	161455822	444402	444402.0	301139461	715067	715067.0	34601673	696456	696456.0	147675048	1436671	1436671.0	279706221	1761545	1761545.0	9262090	56.4079314668939	2.2084130295393765	7.089889542213001	2.590287729534999	0.4294486795594177	1.2002254706846385	1.9312280922364262	1.880964150501439	3.8801110867952215	4.757519490815008	25.01473064876729
s29	36945198	43555645	41621065	48439693	32948233	32948233.0	14580559	1602428	1602428.0	17808982	4765617	4765617.0	85124588	978179	978179.0	36626081	237644	237644.0	161455822	361007	361007.0	301139461	437078	437078.0	34601673	614794	614794.0	147675048	801499	801499.0	279706221	889530	889530.0	1934580	75.64629797125035	3.679036322387144	10.941445133001704	2.245814520712528	0.5456101040404752	0.8288408999568253	1.0034933474179983	1.4115139380899997	1.8401724965845416	2.0422840713299046	4.441628633900382
s30	32406430	38247952	36358837	48439693	28665135	28665135.0	14580559	1401866	1401866.0	17808982	4122375	4122375.0	85124588	919641	919641.0	36626081	226905	226905.0	161455822	341326	341326.0	301139461	410432	410432.0	34601673	551892	551892.0	147675048	755844	755844.0	279706221	839388	839388.0	1889115	74.9455421822324	3.6652053945267453	10.778028062783598	2.4044189346399514	0.5932474502164194	0.8924033370466476	1.0730822920923975	1.442932160132391	1.9761685540705551	2.1945959354895654	4.939127198235346
s31	34258362	40662572	38796641	48439693	31252628	31252628.0	14580559	1457060	1457060.0	17808982	4096552	4096552.0	85124588	804262	804262.0	36626081	207742	207742.0	161455822	310670	310670.0	301139461	374871	374871.0	34601673	533523	533523.0	147675048	726764	726764.0	279706221	811268	811268.0	1865931	76.85846335544146	3.583295222938677	10.074502911424295	1.9778925937100091	0.5108924246110157	0.7640195509521631	0.9219067598576892	1.312073914065249	1.7873045512221903	1.9951221973858415	4.588816959242028
s32	32077484	37869859	35675254	48439693	28888142	28888142.0	14580559	1507357	1507357.0	17808982	3361806	3361806.0	85124588	879359	879359.0	36626081	197625	197625.0	161455822	299534	299534.0	301139461	386719	386719.0	34601673	430361	430361.0	147675048	575918	575918.0	279706221	651871	651871.0	2194605	76.2826764155631	3.980360740186543	8.877260409129065	2.3220551204059143	0.5218530124445407	0.7909562060951957	1.021178874735182	1.136420919866641	1.5207820023834786	1.7213451996216833	5.795123240358513
s33	37072110	44356132	42681692	48439693	34952937	34952937.0	14580559	1684257	1684257.0	17808982	4215037	4215037.0	85124588	844005	844005.0	36626081	168778	168778.0	161455822	262026	262026.0	301139461	312131	312131.0	34601673	441231	441231.0	147675048	598144	598144.0	279706221	673325	673325.0	1674440	78.80068758024257	3.7971232478070904	9.502715430642148	1.9027921550959404	0.38050657798565485	0.5907323028076479	0.7036930091199115	0.9947463408216027	1.3485035169432718	1.5179975566850599	3.77499102040728
s34	35775992	41284008	35067725	48439693	27435254	27435254.0	14580559	1359165	1359165.0	17808982	3272244	3272244.0	85124588	1048814	1048814.0	36626081	176335	176335.0	161455822	420416	420416.0	301139461	618563	618563.0	34601673	620810	620810.0	147675048	1112668	1112668.0	279706221	1333685	1333685.0	6216283	66.45491881505303	3.2922312194106733	7.926178097824223	2.5404849257853064	0.42712664913736087	1.0183507376512473	1.498311404260943	1.5037541897579325	2.6951549859209405	3.2305124056753405	15.057363131990478
s35	31090582	36633584	34833037	48439693	28003811	28003811.0	14580559	1159742	1159742.0	17808982	3931446	3931446.0	85124588	715758	715758.0	36626081	141323	141323.0	161455822	235661	235661.0	301139461	298526	298526.0	34601673	466262	466262.0	147675048	641908	641908.0	279706221	723754	723754.0	1800547	76.44300104516118	3.1657890748554656	10.731808277344635	1.9538301248384542	0.38577443036968484	0.6432922315217643	0.8148970627607716	1.272772000686583	1.7522391475537857	1.9756570910452007	4.915017323994289
s36	38923464	46174685	44206411	48439693	35748409	35748409.0	14580559	1791569	1791569.0	17808982	4449048	4449048.0	85124588	940776	940776.0	36626081	215766	215766.0	161455822	344944	344944.0	301139461	424266	424266.0	34601673	544616	544616.0	147675048	750399	750399.0	279706221	852343	852343.0	1968274	77.41993042291463	3.8799809895833612	9.6352536027046	2.0374280842413977	0.4672820182747321	0.747041371262197	0.9188281414372399	1.1794687933442318	1.6251307399281663	1.8459097230441313	4.262669036074637
s37	38599452	45706477	43919975	48439693	35407079	35407079.0	14580559	1522000	1522000.0	17808982	4690314	4690314.0	85124588	1040874	1040874.0	36626081	217555	217555.0	161455822	331355	331355.0	301139461	402232	402232.0	34601673	591096	591096.0	147675048	770631	770631.0	279706221	857476	857476.0	1786502	77.46621775290184	3.3299438064325106	10.261814753300719	2.2773008735720324	0.4759828678110544	0.7249628974904366	0.8800328233567422	1.2932434061807039	1.686043315042636	1.8760492085180838	3.9086407819180637
s38	32143606	38164631	36832501	48439693	29954931	29954931.0	14580559	1394232	1394232.0	17808982	3785613	3785613.0	85124588	741960	741960.0	36626081	180842	180842.0	161455822	266907	266907.0	301139461	317831	317831.0	34601673	438146	438146.0	147675048	569033	569033.0	279706221	637934	637934.0	1332130	78.4887216648315	3.653204455193082	9.91916573227185	1.9441036911898875	0.47384710728632484	0.699356951728421	0.8327893960248168	1.1480420182760316	1.490995681315509	1.6715319479965625	3.490483112492297
s39	27507006	32266678	30333496	48439693	24157406	24157406.0	14580559	1087000	1087000.0	17808982	3405508	3405508.0	85124588	773249	773249.0	36626081	131172	131172.0	161455822	216526	216526.0	301139461	278282	278282.0	34601673	411703	411703.0	147675048	549654	549654.0	279706221	632051	632051.0	1933182	74.86796750505273	3.368800469636199	10.554256623504905	2.3964320095176825	0.40652465060084586	0.671051417192684	0.8624439119515185	1.2759386014265244	1.7034725421687353	1.9588350557810754	5.991264424555884
s40	31922896	38014732	36598750	48439693	29571559	29571559.0	14580559	1335419	1335419.0	17808982	4006325	4006325.0	85124588	674631	674631.0	36626081	185376	185376.0	161455822	262048	262048.0	301139461	309352	309352.0	34601673	490830	490830.0	147675048	636969	636969.0	279706221	701464	701464.0	1415982	77.78973425355203	3.512898630983378	10.53887477097037	1.7746567304486058	0.48764252763902166	0.6893327565744776	0.8137687252405199	1.2911573334253679	1.6755846128285214	1.8452425233459493	3.7248243654591597
s41	43760116	52406483	50198014	48439693	40920300	40920300.0	14580559	2124658	2124658.0	17808982	4471211	4471211.0	85124588	1233254	1233254.0	36626081	252637	252637.0	161455822	420030	420030.0	301139461	507283	507283.0	34601673	568124	568124.0	147675048	813308	813308.0	279706221	941308	941308.0	2208469	78.0825150964624	4.054189249830026	8.531789855083387	2.353247020984026	0.48207203677453414	0.8014848086638441	0.9679775687294261	1.0840719839948045	1.5519224978329493	1.7961670887168675	4.21411412019387
s42	44715942	53447433	51368323	48439693	42112400	42112400.0	14580559	2095576	2095576.0	17808982	4552028	4552028.0	85124588	1233711	1233711.0	36626081	241284	241284.0	161455822	387030	387030.0	301139461	471746	471746.0	34601673	531458	531458.0	147675048	793283	793283.0	279706221	902862	902862.0	2079110	78.79218446281601	3.92081692679235	8.516831856078102	2.308269884542444	0.4514416997351398	0.7241320644903564	0.8826354672636945	0.9943564548740816	1.4842303090589963	1.689252316383464	3.8900090861239307
s43	43589574	51897002	49402232	48439693	39877377	39877377.0	14580559	2204900	2204900.0	17808982	4675634	4675634.0	85124588	1212953	1212953.0	36626081	259231	259231.0	161455822	408057	408057.0	301139461	547013	547013.0	34601673	563967	563967.0	147675048	784674	784674.0	279706221	884355	884355.0	2494770	76.83946174771329	4.248607655602148	9.009449139277834	2.3372313491249455	0.49951054976162207	0.7862824137702599	1.0540358381395518	1.0867043919030235	1.5119832933702027	1.7040579723661107	4.807156297776122
s44	35418750	41973057	40127251	48439693	31830060	31830060.0	14580559	1818457	1818457.0	17808982	3809607	3809607.0	85124588	1372442	1372442.0	36626081	247933	247933.0	161455822	407012	407012.0	301139461	492166	492166.0	34601673	489140	489140.0	147675048	706557	706557.0	279706221	804519	804519.0	1845806	75.83450497780039	4.332438783289003	9.076315313416414	3.269816634990394	0.5906955978927149	0.9696982519047874	1.1725760170387398	1.165366630312393	1.683358445871598	1.9167510243535513	4.397597249111495
s45	43756314	52452467	49984682	48439693	41018942	41018942.0	14580559	1850727	1850727.0	17808982	4745223	4745223.0	85124588	1037879	1037879.0	36626081	214899	214899.0	161455822	340786	340786.0	301139461	428837	428837.0	34601673	538628	538628.0	147675048	777801	777801.0	279706221	903074	903074.0	2467785	78.20212155130855	3.5283888553802436	9.046710805804425	1.9787038806010782	0.40970236919457004	0.6497044266764421	0.8175726034010946	1.026887829699221	1.4828682891121212	1.721699762949186	4.704802540555432
s46	46129116	54822680	52654859	48439693	42444905	42444905.0	14580559	2106716	2106716.0	17808982	5377334	5377334.0	85124588	1308636	1308636.0	36626081	249266	249266.0	161455822	382618	382618.0	301139461	469328	469328.0	34601673	585882	585882.0	147675048	818071	818071.0	279706221	947940	947940.0	2167821	77.42216360090386	3.842781855976395	9.80859381555225	2.387033979367663	0.4546767870523659	0.697919182352997	0.8560836500514022	1.0686854418645715	1.492212711965194	1.7291018972439873	3.954241200904443
s47	50919166	60348680	57709365	48439693	45992103	45992103.0	14580559	2549458	2549458.0	17808982	5649153	5649153.0	85124588	1760128	1760128.0	36626081	338353	338353.0	161455822	524585	524585.0	301139461	628966	628966.0	34601673	672204	672204.0	147675048	974313	974313.0	279706221	1129557	1129557.0	2639315	76.21061968546785	4.22454641924231	9.360855945813562	2.9165973472824924	0.5606634643872906	0.8692567923606614	1.0422199789622575	1.1138669478769048	1.6144727606303901	1.8717178238198418	4.373442799411686
s48	49128144	58605296	55884312	48439693	44960912	44960912.0	14580559	2192207	2192207.0	17808982	5876979	5876979.0	85124588	1255638	1255638.0	36626081	260731	260731.0	161455822	409626	409626.0	301139461	505635	505635.0	34601673	639864	639864.0	147675048	943932	943932.0	279706221	1092941	1092941.0	2720984	76.71817236449074	3.7406295158034863	10.028068111796586	2.1425333300935807	0.44489323968263894	0.6989573092506861	0.8627803876291317	1.0918194150917693	1.6106598966755494	1.864918487912765	4.642897802273706
s49	49904616	58882199	54419767	48439693	44076380	44076380.0	14580559	2370808	2370808.0	17808982	4870628	4870628.0	85124588	1384744	1384744.0	36626081	271846	271846.0	161455822	455858	455858.0	301139461	593011	593011.0	34601673	627913	627913.0	147675048	951450	951450.0	279706221	1124196	1124196.0	4462432	74.8551867093143	4.02635777919911	8.271817429916299	2.351719235214025	0.46167773048014055	0.7741864396063061	1.0071142213965207	1.0663885022364739	1.6158533753129705	1.9092289674847231	7.57857565747502
s50	50116606	59784727	57226549	48439693	46751177	46751177.0	14580559	2292859	2292859.0	17808982	5364353	5364353.0	85124588	1340502	1340502.0	36626081	242944	242944.0	161455822	404468	404468.0	301139461	499044	499044.0	34601673	574448	574448.0	147675048	844814	844814.0	279706221	978614	978614.0	2558178	78.19919793227457	3.8351918877207547	8.972781626986437	2.242214805129076	0.4063646556419	0.6765406823719375	0.8347349315486545	0.9608607897465183	1.4130933474029246	1.6368963263811507	4.2789824899593505
s51	27361294	32125235	30679120	48439693	23959346	23959346.0	14580559	1372767	1372767.0	17808982	3694224	3694224.0	85124588	697464	697464.0	36626081	164702	164702.0	161455822	239308	239308.0	301139461	289095	289095.0	34601673	461941	461941.0	147675048	601606	601606.0	279706221	666224	666224.0	1446115	74.5810762162518	4.273173410248984	11.499445840629647	2.1710782816063445	0.5126873001862865	0.7449221772229837	0.8999000318596893	1.4379381193631735	1.8726898028917143	2.073833856779569	4.501492362623962
s52	27150114	31541706	29269606	48439693	22611777	22611777.0	14580559	1253691	1253691.0	17808982	3653624	3653624.0	85124588	703028	703028.0	36626081	147213	147213.0	161455822	232657	232657.0	301139461	309960	309960.0	34601673	482326	482326.0	147675048	651116	651116.0	279706221	737526	737526.0	2272100	71.68850346902606	3.9747089139693332	11.583469835144617	2.2288838783799454	0.4667249133575717	0.7376170458249784	0.9826989066475986	1.5291690309966113	2.064301785071486	2.3382565293075777	7.203478467524869
s53	36377704	42806127	40769108	48439693	32004949	32004949.0	14580559	1644888	1644888.0	17808982	4937325	4937325.0	85124588	898719	898719.0	36626081	197294	197294.0	161455822	301500	301500.0	301139461	373656	373656.0	34601673	607707	607707.0	147675048	810131	810131.0	279706221	909571	909571.0	2037019	74.76721498303269	3.842646170722243	11.534154911982576	2.0995101939495715	0.46090130975876425	0.7043384233289781	0.8729030776365263	1.419672936072913	1.892558511542051	2.124861704961068	4.758708957715329
