Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
s01	85624.0	106792.0	118264.0	126032.0	131850.0	136615.0	140703.0	144353.0	147559.0	150425.0	153092.0	155613.0	157913.0	160108.0	162209.0	164197.0	166080.0	167844.0	169489.0	171120.0
s02	77476.0	98545.0	110940.0	119584.0	126263.0	131972.0	136781.0	140878.0	144640.0	148053.0	151161.0	153994.0	156775.0	159346.0	161762.0	164002.0	166111.0	168208.0	170215.0	172151.0
s03	89062.0	110088.0	121413.0	129078.0	134920.0	139631.0	143602.0	147130.0	150341.0	153247.0	155907.0	158430.0	160690.0	162862.0	164900.0	166878.0	168711.0	170423.0	172143.0	173729.0
s04	81357.0	103336.0	115441.0	123807.0	130358.0	135779.0	140375.0	144331.0	147930.0	151139.0	154047.0	156808.0	159297.0	161757.0	164075.0	166253.0	168361.0	170269.0	172123.0	173948.0
s05	70835.0	91997.0	104524.0	113121.0	119925.0	125525.0	130263.0	134512.0	138228.0	141566.0	144763.0	147636.0	150332.0	152840.0	155169.0	157482.0	159634.0	161682.0	163657.0	165577.0
s06	70314.0	92063.0	103894.0	111994.0	117984.0	122829.0	126839.0	130304.0	133312.0	136036.0	138510.0	140693.0	142785.0	144784.0	146689.0	148361.0	149999.0	151543.0	153066.0	154449.0
s07	77817.0	99371.0	111207.0	119479.0	125751.0	130867.0	135171.0	138885.0	142272.0	145295.0	148083.0	150634.0	153051.0	155266.0	157352.0	159351.0	161281.0	163104.0	164837.0	166466.0
s08	77920.0	99466.0	111429.0	119670.0	125907.0	130926.0	135175.0	138926.0	142289.0	145302.0	148111.0	150650.0	153058.0	155230.0	157342.0	159317.0	161228.0	162991.0	164733.0	166385.0
s09	79423.0	101583.0	113738.0	122013.0	128319.0	133349.0	137484.0	141226.0	144507.0	147483.0	150089.0	152562.0	154874.0	157045.0	159041.0	160926.0	162789.0	164452.0	166089.0	167705.0
s10	34424.0	48922.0	58516.0	65622.0	71309.0	76163.0	80373.0	83986.0	87183.0	90109.0	92683.0	95101.0	97298.0	99366.0	101402.0	103231.0	104912.0	106538.0	108044.0	109495.0
s11	87610.0	108943.0	120666.0	128885.0	135208.0	140599.0	144973.0	148990.0	152533.0	155873.0	158826.0	161639.0	164309.0	166831.0	169222.0	171452.0	173517.0	175555.0	177560.0	179355.0
s12	73208.0	94582.0	107341.0	116373.0	123480.0	129336.0	134515.0	138956.0	142934.0	146569.0	149893.0	153064.0	155975.0	158683.0	161187.0	163593.0	165893.0	168103.0	170185.0	172189.0
s13	47254.0	62576.0	72190.0	79164.0	84736.0	89347.0	93262.0	96662.0	99740.0	102418.0	105029.0	107374.0	109539.0	111599.0	113446.0	115231.0	116880.0	118426.0	119941.0	121451.0
s14	60934.0	79129.0	89958.0	97483.0	103067.0	107638.0	111407.0	114642.0	117445.0	120029.0	122347.0	124494.0	126387.0	128308.0	129960.0	131557.0	133043.0	134503.0	135814.0	137119.0
s15	53226.0	72037.0	83214.0	91014.0	96906.0	101582.0	105569.0	109046.0	111934.0	114590.0	116946.0	119158.0	121136.0	122942.0	124630.0	126212.0	127685.0	129158.0	130530.0	131868.0
s16	48345.0	65147.0	75515.0	82809.0	88689.0	93306.0	97164.0	100633.0	103533.0	106142.0	108573.0	110784.0	112746.0	114666.0	116459.0	118072.0	119569.0	121089.0	122459.0	123773.0
s17	55555.0	73486.0	84188.0	91500.0	97048.0	101582.0	105264.0	108466.0	111349.0	113810.0	116074.0	118142.0	120094.0	121833.0	123526.0	125118.0	126674.0	128001.0	129275.0	130532.0
s18	38850.0	53936.0	63674.0	70976.0	76707.0	81412.0	85525.0	89055.0	92198.0	95065.0	97544.0	99950.0	102151.0	104285.0	106220.0	108069.0	109771.0	111398.0	112987.0	114504.0
s19	30064.0	41703.0	49515.0	55292.0	59944.0	63663.0	67037.0	69920.0	72486.0	74788.0	76937.0	78854.0	80625.0	82327.0	83902.0	85424.0	86869.0	88206.0	89434.0	90624.0
s20	39916.0	55552.0	65667.0	72974.0	78795.0	83465.0	87638.0	91205.0	94404.0	97270.0	99908.0	102282.0	104447.0	106608.0	108599.0	110441.0	112144.0	113788.0	115410.0	116950.0
s21	52726.0	70809.0	81675.0	89143.0	94958.0	99615.0	103401.0	106654.0	109495.0	111978.0	114304.0	116389.0	118304.0	120042.0	121639.0	123181.0	124713.0	126121.0	127473.0	128743.0
s22	65295.0	84335.0	94945.0	102114.0	107582.0	112039.0	115705.0	118953.0	121711.0	124287.0	126585.0	128713.0	130589.0	132367.0	134173.0	135800.0	137281.0	138735.0	140156.0	141466.0
s23	48938.0	65559.0	75845.0	83243.0	88845.0	93532.0	97288.0	100550.0	103439.0	106104.0	108455.0	110627.0	112567.0	114380.0	116067.0	117589.0	119153.0	120501.0	121825.0	123059.0
s24	61251.0	79913.0	90797.0	98515.0	104370.0	109183.0	113249.0	116709.0	119811.0	122557.0	125087.0	127369.0	129429.0	131389.0	133227.0	134953.0	136608.0	138182.0	139762.0	141161.0
s25	50621.0	68308.0	78988.0	86536.0	92281.0	96947.0	100892.0	104230.0	107185.0	109867.0	112319.0	114454.0	116440.0	118319.0	120086.0	121720.0	123248.0	124714.0	126068.0	127342.0
s26	44435.0	60824.0	70906.0	78057.0	83773.0	88483.0	92329.0	95651.0	98602.0	101221.0	103618.0	105684.0	107665.0	109431.0	111214.0	112781.0	114210.0	115607.0	116917.0	118203.0
s27	41588.0	57501.0	67648.0	74960.0	80725.0	85584.0	89662.0	93308.0	96467.0	99334.0	101910.0	104300.0	106511.0	108532.0	110473.0	112352.0	114112.0	115790.0	117388.0	118875.0
