Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
s54_1 - Adapter 1	3505719	1041040	257630	65196	18237	3076	1091	789	892	1210	710	619	391	345	328	280	274	227	201	177	187	114	94	57	34	32	62	48	40	52	54	35	43	36	41	54	34	45	47	58	66	73	55	61	58	111	83	195	154	157	6649
s54_2 - Adapter 1	3465051	1065485	289458	79879	20924	5272	1771	809	1323	1420	952	582	341	338	301	266	226	215	176	172	157	110	114	53	48	89	53	48	56	64	66	186	66	65	37	54	51	97	79	81	74	129	106	262	210	151	191	243	283	1132	3792
s55_1 - Adapter 1	3964067	1260281	304926	73251	20676	3239	1154	953	775	1079	581	408	306	279	240	215	212	224	162	145	120	99	71	69	45	50	68	30	37	47	50	66	53	61	50	90	64	68	63	58	96	137	93	132	69	245	125	301	280	396	19620
s55_2 - Adapter 1	4074702	1263239	345629	91160	27266	8495	2602	1063	2218	1388	825	441	324	297	256	246	200	241	170	137	124	111	160	93	62	218	73	138	106	208	147	666	153	113	79	136	128	215	140	138	213	319	282	695	470	346	457	514	745	3222	11142
s56_1 - Adapter 1	3929110	1197135	292484	72380	21055	3237	873	666	686	897	502	341	210	170	158	117	162	124	129	95	95	59	49	49	30	25	123	21	76	49	54	60	34	41	37	53	31	24	37	43	52	56	39	62	50	124	61	180	113	161	9267
s56_2 - Adapter 1	4014573	1249404	352122	93892	24134	7311	2075	799	1751	1239	831	426	213	183	163	134	135	135	122	86	87	59	69	62	44	83	46	57	77	108	80	248	97	64	44	65	55	104	84	73	99	125	116	294	224	177	209	234	391	1531	5184
s57_1 - Adapter 1	3938648	1260717	301231	71864	19075	3496	1461	1032	984	1409	774	603	476	398	357	287	266	298	263	209	181	114	94	93	47	49	55	36	37	47	44	42	38	38	35	52	64	46	44	49	91	128	60	95	59	187	116	298	394	952	53552
s57_2 - Adapter 1	3929839	1224367	322036	86197	27165	8545	2975	1428	1612	1637	975	658	488	419	366	302	284	326	278	208	215	143	218	108	93	397	134	217	223	376	249	1581	268	213	153	146	161	422	226	238	476	578	460	1680	1041	469	1072	696	1866	8927	30642
s58_1 - Adapter 1	3872725	1227108	295635	72106	19532	3498	1352	1020	1071	1458	754	550	454	432	334	327	318	265	242	227	163	131	95	94	50	47	48	46	45	51	57	46	49	54	61	90	72	71	73	68	75	161	139	100	73	207	138	273	210	680	26868
s58_2 - Adapter 1	3947075	1225230	331984	87915	27144	8214	3007	1431	1894	1593	1056	703	448	457	342	327	316	285	264	236	175	147	174	125	81	223	99	159	148	206	207	789	180	148	92	138	136	310	164	156	240	373	323	852	675	400	669	534	1088	4575	15086
s59_1 - Adapter 1	4966659	1525491	371982	91158	28008	4923	2181	1869	1756	2127	1251	1058	861	692	585	527	536	488	437	387	269	205	165	110	80	82	97	56	60	62	65	56	70	69	48	120	80	75	67	79	107	240	181	133	70	288	153	392	276	508	18759
s59_2 - Adapter 1	5113200	1585436	443745	118658	32287	10720	4107	2386	3587	2422	1776	1304	880	712	605	531	517	508	450	375	268	216	229	137	104	197	89	135	98	185	139	547	156	134	81	136	124	248	146	127	218	380	308	762	487	433	479	492	877	3256	10559
s60_1 - Adapter 1	3924191	1243720	302476	72035	20236	3610	1587	1239	1210	1626	905	664	549	463	403	366	348	321	326	253	219	152	118	92	54	70	60	48	42	59	49	56	49	48	41	82	72	71	55	63	88	187	150	113	55	213	115	292	181	639	28514
s60_2 - Adapter 1	3934111	1219754	328670	87561	26838	9069	3228	1678	2156	1948	1101	832	530	482	421	396	345	341	322	242	230	168	186	115	77	239	103	151	139	189	195	856	174	147	102	131	112	285	202	156	272	411	326	1006	672	425	603	541	1158	4858	15845
s61_1 - Adapter 1	4438487	1414058	337127	79700	22942	4134	1693	1346	1251	1670	820	614	515	366	381	324	267	232	241	151	143	115	88	68	49	53	46	59	42	51	65	54	74	88	64	127	122	90	97	87	114	268	200	138	85	285	137	392	333	918	42904
s61_2 - Adapter 1	4591245	1429396	390055	102912	30527	9923	3620	1652	2985	1867	1278	845	517	392	408	326	281	237	275	159	164	130	179	92	82	359	112	219	213	303	251	1366	273	200	151	204	222	446	257	258	398	622	465	1367	992	557	847	730	1863	7174	24329
s62_1 - Adapter 1	4061988	1266241	300293	74867	21457	3887	1689	1420	1293	1631	1008	783	632	499	434	425	400	333	337	296	206	184	120	105	69	48	67	50	65	51	54	61	65	64	53	96	77	106	87	82	110	222	159	121	116	242	169	396	265	829	35021
s62_2 - Adapter 1	4174306	1333383	356056	95370	26670	8278	3628	2091	3062	2045	1555	1125	642	515	463	455	397	330	354	295	223	196	191	141	111	307	95	185	215	280	209	1117	208	181	119	137	148	370	201	186	330	502	384	1212	842	462	729	679	1443	5976	20045
s63_1 - Adapter 1	3545836	1107918	265245	66787	20537	3335	1431	1125	1115	1489	904	751	565	489	402	367	378	347	327	306	205	151	127	92	82	73	51	41	39	46	49	51	67	47	47	82	56	61	67	64	73	141	131	114	71	182	126	430	505	4552	180384
s63_2 - Adapter 1	3598771	1139293	312922	83393	23812	7070	2353	1476	3237	1627	1341	806	593	537	428	395	395	383	405	318	229	245	461	167	301	1412	357	897	877	1079	898	5644	756	531	364	351	323	1526	690	662	1261	1692	1343	5145	3528	1201	3440	1696	6812	31022	102461
s64_1 - Adapter 1	5404888	1587824	399279	102465	29944	4615	1576	1085	1170	1481	932	587	381	353	304	260	254	233	197	153	152	94	82	75	47	36	32	42	38	23	36	50	36	43	38	47	65	88	67	62	86	82	48	78	59	159	109	243	237	590	21473
s64_2 - Adapter 1	5330371	1631964	472271	131968	32675	8777	2300	985	1518	1688	1406	738	423	365	324	281	269	238	206	166	170	126	224	100	98	400	104	235	210	266	185	800	167	123	114	102	128	237	175	180	275	308	310	887	487	338	533	501	908	3824	9299
s65_1 - Adapter 1	5423307	1607199	401392	104413	30857	5175	1731	1154	1352	1468	958	633	475	389	384	326	325	254	234	213	159	133	94	66	67	57	83	58	64	52	55	69	47	43	52	64	77	105	56	69	115	107	73	103	68	193	116	261	200	375	12492
s65_2 - Adapter 1	5418734	1665200	480686	132533	32827	8763	2679	1163	1744	1814	1340	704	493	409	375	319	298	256	250	195	151	153	155	96	95	282	88	147	132	185	135	469	163	119	90	86	122	194	132	143	198	262	215	525	362	272	348	406	579	2309	5445
s66_1 - Adapter 1	6141635	1831396	461877	116801	34582	5430	1942	1285	1474	1717	997	641	431	416	321	282	297	254	220	179	169	99	74	92	71	58	52	44	48	37	43	58	38	62	49	63	70	68	58	64	114	106	77	102	72	200	101	245	166	406	12416
s66_2 - Adapter 1	6130181	1840592	536275	147979	36032	9597	2855	1251	2014	1911	1326	746	447	433	339	290	327	264	227	197	168	121	142	102	113	277	110	168	133	176	129	490	134	126	84	117	109	170	141	145	209	247	247	517	336	284	329	422	595	2309	5331
s67_1 - Adapter 1	3888531	1152463	289491	73182	19846	2626	781	481	549	899	407	236	190	133	124	107	98	90	86	75	58	47	37	33	28	26	35	32	18	22	26	35	24	31	26	36	52	31	31	27	50	68	36	61	31	81	66	105	80	133	3839
s67_2 - Adapter 1	3875114	1187898	332109	91705	23776	6167	1952	692	2091	1094	702	361	207	158	108	123	81	106	80	69	60	46	62	48	39	85	37	51	50	55	52	151	51	43	35	52	53	68	57	55	76	119	75	187	144	113	125	151	196	743	1739
s68_1 - Adapter 1	4814732	1423289	358032	92014	26688	4191	1409	1072	1034	1432	790	590	402	355	316	269	284	205	203	185	130	116	76	77	51	45	105	46	66	48	61	56	50	44	43	55	54	49	59	58	69	87	58	70	44	166	86	214	184	415	13091
s68_2 - Adapter 1	4864859	1483508	429603	116687	28788	7864	2586	1260	2914	1692	1168	608	410	381	321	278	241	233	204	173	125	129	168	101	84	318	86	210	162	171	124	471	118	87	73	71	102	174	126	127	163	201	207	543	334	246	321	350	615	2397	5604
s69_1 - Adapter 1	4617080	1387003	341805	87637	25634	4081	1537	1172	1208	1643	778	637	464	393	341	323	322	307	257	191	159	108	81	56	53	34	55	34	36	32	38	33	33	38	44	66	45	57	59	48	81	98	60	84	60	163	80	182	165	361	10178
s69_2 - Adapter 1	4700977	1460518	403305	109219	28752	8715	3738	1855	3664	1851	1368	986	472	407	351	329	340	298	270	187	162	126	152	74	76	196	81	122	114	160	98	311	93	81	83	88	90	130	92	130	140	183	187	395	289	221	244	292	444	1809	4236
s70_1 - Adapter 1	4231652	1306740	322668	80472	22466	4842	2491	2123	2201	2556	1612	1226	1041	904	755	658	626	597	486	403	292	229	168	134	102	65	59	52	46	46	39	43	49	46	35	63	57	71	71	61	82	157	113	67	68	190	135	298	191	571	19178
s70_2 - Adapter 1	4280105	1335293	366335	99458	29429	9875	4147	2665	3258	2707	1869	1495	999	953	745	681	637	586	519	384	278	252	268	168	134	333	117	266	178	211	179	681	178	122	118	115	133	261	195	144	243	353	261	753	489	375	500	443	918	3652	8330
s71_1 - Adapter 1	4912392	1498745	370347	93048	26285	4129	1699	1326	1302	1874	909	719	564	444	386	351	392	265	299	252	178	159	99	76	65	57	61	34	49	50	61	33	50	46	52	91	68	69	68	65	66	139	123	90	51	187	118	362	313	1900	48504
s71_2 - Adapter 1	4899969	1534578	420368	115161	32455	9630	3200	1762	3925	2089	1302	813	564	489	442	374	362	317	365	252	182	190	376	120	191	900	202	575	452	494	449	1494	322	203	209	201	214	569	324	298	542	591	581	1692	1078	609	1179	868	2300	9053	20270
s72_1 - Adapter 1	6291518	1886789	467750	118698	35567	5787	2327	1826	1750	2096	1280	970	681	606	581	479	530	419	402	275	227	194	129	95	74	62	121	54	83	95	78	82	88	81	56	99	82	80	78	103	126	195	165	116	73	273	118	380	276	1006	27715
s72_2 - Adapter 1	6382024	1958337	561045	152734	38273	11258	3656	1898	3881	2519	1869	1024	671	663	564	484	511	430	385	278	221	223	268	137	160	524	153	354	276	354	260	922	279	170	141	156	163	314	248	264	369	455	406	1098	651	502	704	650	1374	5303	11597
s73_1 - Adapter 1	4576754	1386135	341550	86060	25664	3774	1408	977	1022	1446	802	617	457	391	322	262	295	246	248	224	163	119	109	70	61	28	58	46	36	46	49	37	48	41	34	63	48	61	71	63	75	143	121	87	52	205	109	331	288	1326	38815
s73_2 - Adapter 1	4575848	1446981	397736	109276	30475	9052	2946	1578	3585	1811	1228	679	468	422	340	298	266	272	274	219	186	154	317	117	144	664	163	438	350	376	358	1324	235	208	143	174	184	435	260	280	409	496	469	1425	874	523	939	729	1820	7387	15747
s74_1 - Adapter 1	4172970	1305653	318213	76455	21267	3595	1499	1038	1078	1663	907	703	534	415	389	333	323	292	276	261	206	115	103	81	49	55	56	43	36	40	30	29	37	39	32	32	34	43	41	55	67	103	76	77	50	143	90	245	250	1085	32825
s74_2 - Adapter 1	4114581	1283277	338259	93427	29178	8923	3247	1723	2236	1997	1168	793	521	432	390	353	321	311	298	257	205	141	216	117	106	600	129	457	305	336	252	1111	237	176	142	122	138	379	195	230	343	431	444	1198	731	390	778	592	1593	6239	13726
s75_1 - Adapter 1	4633884	1369113	343359	91579	25431	4197	1639	1070	1324	1503	974	723	501	443	395	358	305	284	289	219	194	143	125	88	55	48	44	52	40	29	37	36	36	44	42	32	64	87	51	66	76	99	119	77	44	157	90	248	118	577	16049
s75_2 - Adapter 1	4576339	1414262	395248	113375	28713	6937	2106	1053	1603	1698	1312	809	513	473	404	349	319	300	288	240	196	173	230	122	87	343	97	239	210	229	146	561	143	110	87	68	103	216	157	117	216	253	250	629	369	277	440	395	782	2973	6969
s76_1 - Adapter 1	5061790	1505246	375402	101270	28303	4803	1804	1208	1443	1724	1085	759	612	479	472	362	358	284	299	256	232	172	90	98	64	54	65	60	28	33	40	44	34	54	52	61	95	91	77	86	114	162	157	99	53	196	131	356	227	945	22370
s76_2 - Adapter 1	5034123	1559828	436504	125169	31482	7542	2472	1176	1744	1864	1431	829	621	512	466	370	360	296	305	272	206	199	217	143	134	474	140	322	255	249	208	794	179	164	106	106	137	266	194	194	307	362	373	811	560	372	586	635	1097	4342	9635
